,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,k__Bacteria (UID203),5449,104,58,12,50,40,2,0,0,82.6,45.66,71.74,2089,1950,367,phylum,0.94,0.88,0.36,0.05,0.1,0.54,0.48,True
SemiBin_1,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1488,688,200,phylum,0.91,0.42,0.45,0.43,1.53,0.5,0.21,False
SemiBin_10,c__Gammaproteobacteria (UID4201),1164,275,174,103,162,10,0,0,0,66.02,4.17,20.0,1158,1090,176,phylum,0.92,0.87,0.28,0.03,0.05,0.54,0.46,True
SemiBin_100,k__Bacteria (UID2495),2993,147,91,36,110,1,0,0,0,80.77,1.1,0.0,1953,1750,207,order,0.68,0.61,0.36,0.13,0.32,0.54,0.33,True
SemiBin_101,k__Bacteria (UID203),5449,104,58,86,18,0,0,0,0,25.86,0.0,0.0,898,844,171,class,0.9,0.85,0.3,0.29,0.74,0.55,0.47,True
SemiBin_102,k__Archaea (UID2),207,149,107,134,8,7,0,0,0,3.37,0.5,0.0,583,146,73,kingdom,1.0,0.25,0.0,0.14,0.33,0.38,0.09,True
SemiBin_103,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,518,481,92,phylum,0.96,0.89,0.84,0.19,0.49,0.67,0.6,False
SemiBin_106,k__Bacteria (UID3187),2258,190,119,31,157,2,0,0,0,77.77,0.11,0.0,3215,2720,459,family,0.53,0.45,0.56,0.23,0.61,0.58,0.26,False
SemiBin_108,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,292,269,77,class,0.92,0.85,0.17,0.3,0.85,0.52,0.44,True
SemiBin_109,k__Bacteria (UID203),5449,104,58,71,33,0,0,0,0,36.44,0.0,0.0,599,590,102,phylum,0.99,0.97,0.87,0.02,0.05,0.87,0.85,False
SemiBin_11,c__Gammaproteobacteria (UID4201),1164,275,174,85,148,40,2,0,0,67.06,18.92,28.26,1396,1259,248,genus,0.54,0.48,0.36,0.15,0.35,0.55,0.27,True
SemiBin_111,p__Cyanobacteria (UID2143),129,472,368,252,216,4,0,0,0,48.17,0.82,75.0,1383,1355,217,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.95,True
