,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,o__Actinomycetales (UID1593),69,400,198,187,211,2,0,0,0,57.54,0.13,100.0,2227,2175,441,genus,0.9,0.87,0.65,0.11,0.24,0.96,0.84,False
SemiBin_1,c__Gammaproteobacteria (UID4201),1164,275,174,164,110,1,0,0,0,42.7,0.57,100.0,734,696,127,class,0.89,0.85,0.1,0.14,0.33,0.53,0.45,True
SemiBin_10,k__Bacteria (UID2569),434,278,186,161,105,12,0,0,0,33.95,3.91,83.33,799,740,193,family,0.75,0.7,0.09,0.59,2.81,0.53,0.37,True
SemiBin_107,k__Bacteria (UID203),5449,104,58,99,5,0,0,0,0,7.76,0.0,0.0,353,347,73,phylum,0.96,0.95,0.87,0.03,0.07,0.76,0.72,False
SemiBin_11,k__Bacteria (UID203),5449,104,58,100,4,0,0,0,0,6.9,0.0,0.0,366,348,94,family,0.83,0.79,0.17,0.19,0.5,0.61,0.48,True
SemiBin_114,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,238,66,39,kingdom,0.98,0.27,0.0,0.0,0.0,0.4,0.11,True
SemiBin_116,k__Archaea (UID2),207,149,107,128,14,6,0,1,0,7.25,0.65,8.33,535,176,36,kingdom,1.0,0.33,0.0,0.12,0.28,0.38,0.12,True
SemiBin_117,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,216,68,37,kingdom,1.0,0.31,0.0,0.0,0.0,0.36,0.11,True
SemiBin_15,k__Bacteria (UID203),5449,104,58,94,10,0,0,0,0,14.66,0.0,0.0,696,644,175,order,0.81,0.75,0.2,0.53,2.22,0.62,0.46,True
SemiBin_154,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,258,250,57,genus,0.55,0.53,0.55,0.53,2.27,0.67,0.35,False
