,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, root (UID1), 5656, 56,24, 45,1,0,1,0, 9,6.25, 37.27, 0.25,2853,809,362,kingdom,1.0,0.28,0.0,0.14,0.32,0.38,0.11,True
bin.1, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,613,251,178,kingdom,1.0,0.41,0.72,0.02,0.05,0.37,0.15,False
bin.10,k__Bacteria (UID203),5449,102,58, 80,13, 9,0,0, 0, 33.62, 14.66,33.33,1010,905,189,class,0.82,0.73,0.12,0.25,0.71,0.49,0.36,True
bin.100,s__algicola (UID2846), 47, 571, 303, 63, 485, 22, 1,0, 0, 85.60,4.86,36.00,1360,1320,108,order,0.95,0.92,0.1,0.11,0.25,0.62,0.57,True
bin.102,k__Archaea (UID2),207, 149, 107,131,11, 4,3,0, 0,5.07,4.42, 0.00,1020,270,145,kingdom,1.0,0.26,0.0,0.12,0.27,0.37,0.1,True
bin.103, k__Bacteria (UID203),5449,104,58, 80,24, 0,0,0, 0, 36.21,0.00, 0.00,881,807,191,phylum,0.91,0.83,0.91,0.03,0.06,0.53,0.44,False
bin.105,p__Cyanobacteria (UID2143), 129, 472, 368,181, 280, 11, 0,0, 0, 59.60,2.08,63.64,1495,1456,266,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
bin.106, k__Bacteria (UID203),5449, 99,53, 86,13, 0,0,0, 0, 22.64,0.00, 0.00,656,615,81,order,0.76,0.71,0.76,0.03,0.06,0.72,0.51,False
bin.108,k__Archaea (UID2),207, 149, 107,133,6,3,2,2, 3,6.49,4.00, 0.00,723,193,112,kingdom,1.0,0.27,0.0,0.17,0.4,0.38,0.1,True
bin.110, p__Proteobacteria (UID3887), 1487,261, 164,154,65, 37, 5,0, 0, 36.72, 20.30,50.00,764,761,86,order,0.97,0.97,0.12,0.15,0.35,0.77,0.74,True
bin.111, c__Gammaproteobacteria (UID4201),1164,275, 174,150,87, 34, 4,0, 0, 40.61,9.41,13.04,718,678,131,order,0.74,0.7,0.16,0.61,3.04,0.54,0.38,True
