,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,335,228,46,genus,0.64,0.44,0.46,0.31,0.99,0.59,0.26,False
SemiBin_1,k__Bacteria (UID203),5449,104,58,23,57,24,0,0,0,62.93,9.56,4.17,589,574,165,genus,0.96,0.93,0.98,0.1,0.23,0.87,0.81,False
SemiBin_10,o__Clostridiales (UID1226),155,278,158,129,147,2,0,0,0,51.18,0.95,50.0,1411,1371,287,family,0.95,0.93,0.21,0.14,0.32,0.89,0.83,True
SemiBin_103,o__Clostridiales (UID1226),155,278,158,4,273,1,0,0,0,97.47,0.32,100.0,2081,2015,45,genus,0.85,0.82,0.23,0.03,0.07,0.9,0.74,True
SemiBin_11,k__Bacteria (UID2329),174,149,89,8,139,2,0,0,0,92.13,1.69,50.0,1496,1453,209,phylum,0.99,0.96,0.26,0.04,0.08,0.78,0.75,True
SemiBin_112,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,490,444,59,genus,0.82,0.74,0.31,0.31,0.9,0.77,0.57,True
SemiBin_13,o__Clostridiales (UID1120),304,250,143,9,214,27,0,0,0,96.97,9.3,88.89,2249,2181,254,kingdom,1.0,0.97,0.0,0.0,0.0,0.9,0.87,True
SemiBin_14,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,326,298,45,order,0.92,0.84,0.53,0.03,0.05,0.74,0.62,False
SemiBin_15,o__Bacteroidales (UID2657),160,492,269,5,485,2,0,0,0,98.74,0.38,100.0,2522,2373,125,family,0.94,0.89,0.24,0.05,0.11,0.8,0.71,True
SemiBin_16,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,540,513,49,genus,0.63,0.6,0.23,0.73,5.65,0.82,0.49,True
SemiBin_18,f__Lachnospiraceae (UID1256),33,333,171,18,312,3,0,0,0,95.61,0.94,66.67,2995,2885,188,genus,0.9,0.86,0.44,0.05,0.11,0.95,0.82,True
SemiBin_19,o__Clostridiales (UID1226),155,274,157,27,236,11,0,0,0,86.8,0.6,45.45,2285,2226,180,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
SemiBin_2,o__Clostridiales (UID1120),304,249,142,98,150,1,0,0,0,64.94,0.7,0.0,1738,1640,399,family,0.95,0.9,0.63,0.12,0.27,0.81,0.73,False
SemiBin_20,k__Bacteria (UID203),5449,103,57,96,5,2,0,0,0,7.02,1.75,0.0,1014,895,143,genus,0.61,0.54,0.6,0.62,3.53,0.79,0.43,False
SemiBin_22,p__Actinobacteria (UID2112),31,211,124,107,98,6,0,0,0,43.42,2.43,16.67,1065,959,227,family,0.92,0.83,0.29,0.27,0.71,0.67,0.55,True
SemiBin_23,p__Actinobacteria (UID2112),31,211,124,11,193,7,0,0,0,93.15,3.76,71.43,1473,1430,187,kingdom,1.0,0.97,0.0,0.0,0.0,0.95,0.92,True
SemiBin_24,o__Bacteroidales (UID2657),160,491,268,15,471,5,0,0,0,97.22,0.85,100.0,2870,2755,117,kingdom,1.0,0.96,0.0,0.0,0.0,0.93,0.9,True
SemiBin_25,k__Bacteria (UID203),5449,102,56,66,35,1,0,0,0,52.68,0.89,100.0,1970,1929,361,kingdom,1.0,0.98,0.0,0.0,0.0,0.94,0.92,True
SemiBin_26,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,418,307,53,genus,0.55,0.4,0.37,0.68,4.98,0.53,0.21,True
SemiBin_27,o__Bacteroidales (UID2657),160,491,268,51,397,43,0,0,0,91.9,6.46,72.09,2475,2341,225,genus,0.96,0.91,0.29,0.05,0.11,0.8,0.73,True
SemiBin_28,p__Proteobacteria (UID3887),1487,256,161,9,243,4,0,0,0,95.65,1.97,25.0,2250,2040,155,order,0.9,0.81,0.6,0.04,0.08,0.74,0.6,False
SemiBin_29,o__Bacteroidales (UID2657),160,492,269,101,385,6,0,0,0,84.44,1.8,16.67,1922,1835,256,family,0.95,0.9,0.3,0.03,0.05,0.78,0.71,True
SemiBin_3,k__Bacteria (UID203),5449,104,58,81,22,1,0,0,0,35.34,1.72,0.0,1324,1287,228,family,0.97,0.94,0.24,0.02,0.05,0.96,0.9,True
SemiBin_30,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,682,439,116,phylum,0.96,0.62,0.31,0.11,0.25,0.47,0.29,True
SemiBin_31,k__Bacteria (UID2329),174,149,89,73,74,2,0,0,0,34.89,0.22,50.0,297,287,77,family,0.93,0.9,0.51,0.03,0.06,0.75,0.67,False
SemiBin_32,f__Lachnospiraceae (UID1255),90,354,174,6,346,2,0,0,0,96.84,0.77,50.0,2277,2182,99,family,0.94,0.9,0.04,0.48,1.58,0.69,0.62,True
SemiBin_33,o__Bacteroidales (UID2657),160,492,269,7,484,1,0,0,0,97.65,0.37,100.0,2047,1867,117,genus,0.91,0.83,0.17,0.29,0.86,0.72,0.59,True
SemiBin_34,k__Bacteria (UID2372),131,177,106,0,177,0,0,0,0,100.0,0.0,0.0,2409,2179,126,family,0.91,0.83,0.13,0.53,1.7,0.67,0.56,True
SemiBin_35,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,330,277,45,genus,0.82,0.68,0.33,0.24,0.68,0.74,0.5,True
SemiBin_36,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,729,571,36,genus,0.65,0.51,0.26,0.7,3.77,0.73,0.37,True
SemiBin_38,o__Clostridiales (UID1226),155,278,158,18,260,0,0,0,0,97.21,0.0,0.0,2733,2665,65,family,0.96,0.94,0.22,0.06,0.13,0.96,0.9,True
SemiBin_39,f__Lachnospiraceae (UID1256),33,333,171,6,312,15,0,0,0,97.86,4.58,46.67,2487,2418,146,genus,0.87,0.85,0.42,0.05,0.1,0.97,0.82,True
SemiBin_4,o__Clostridiales (UID1226),155,278,158,102,167,9,0,0,0,65.61,4.48,88.89,1927,1859,372,genus,0.79,0.76,0.2,0.39,1.48,0.76,0.57,True
SemiBin_40,o__Selenomonadales (UID1024),64,334,167,1,328,5,0,0,0,99.85,2.4,40.0,1740,1658,75,family,0.89,0.85,0.28,0.05,0.12,0.76,0.64,True
SemiBin_41,o__Clostridiales (UID1226),155,278,158,2,270,6,0,0,0,99.35,3.16,0.0,2563,2487,43,genus,0.82,0.8,0.06,0.25,0.7,0.77,0.61,True
SemiBin_42,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,417,235,24,class,0.93,0.52,0.15,0.27,0.73,0.46,0.24,True
SemiBin_43,o__Bacteroidales (UID2657),160,491,268,72,415,4,0,0,0,91.91,0.71,25.0,2217,2108,182,family,0.96,0.91,0.18,0.03,0.06,0.77,0.7,True
SemiBin_44,o__Clostridiales (UID1212),172,261,147,2,236,22,1,0,0,98.64,7.92,8.0,2652,2508,120,genus,0.75,0.71,0.56,0.14,0.33,0.79,0.56,False
SemiBin_46,p__Proteobacteria (UID3887),1487,256,160,205,50,1,0,0,0,19.33,0.62,0.0,386,360,94,phylum,0.98,0.92,0.18,0.02,0.05,0.69,0.64,True
SemiBin_47,o__Clostridiales (UID1212),172,263,149,9,253,1,0,0,0,93.96,0.67,0.0,1886,1713,45,genus,0.62,0.56,0.06,0.59,3.28,0.62,0.35,True
SemiBin_49,o__Clostridiales (UID1226),155,278,158,74,203,1,0,0,0,83.42,0.63,100.0,2297,2194,308,genus,0.83,0.8,0.1,0.65,2.78,0.71,0.57,True
SemiBin_5,c__Bacilli (UID285),586,325,181,89,234,2,0,0,0,65.5,0.66,0.0,1989,1810,390,genus,0.9,0.81,0.57,0.06,0.14,0.82,0.67,False
SemiBin_50,o__Clostridiales (UID1226),155,278,158,2,273,3,0,0,0,98.73,1.58,33.33,2506,2418,43,genus,0.87,0.84,0.23,0.03,0.07,0.97,0.82,True
