sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_85.fa	OTU_97.44237.0	0.9587049649532496	1.0	2729069	2616372	2616372	0.07142857142857142	1.0	14	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_32.fa	OTU_97.5145.0	0.9745864670410554	1.0	5323699	5188405	5188405	0.41935483870967744	1.0	31	13	13
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_166.fa	OTU_97.37290.0	1.0	1.0	2792113	2792113	2792113	1.0	1.0	4	4	4
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_93.fa	OTU_97.34663.1	0.9245451203535188	1.0	2875321	2658364	2658364	0.045454545454545456	1.0	22	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_248.fa	OTU_97.463.0	1.0	1.0	2115456	2115456	2115456	1.0	1.0	2	2	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_165.fa	OTU_97.40462.0	1.0	1.0	2511422	2511422	2511422	1.0	1.0	2	2	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_108.fa	OTU_97.33966.0	0.9987156467183507	1.0	2130255	2127519	2127519	0.875	1.0	8	7	7
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_109.fa	OTU_97.44564.0	1.0	1.0	1791626	1791626	1791626	1.0	1.0	1	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_161.fa	OTU_97.39526.0	0.991472087625406	1.0	5355707	5310034	5310034	0.7	1.0	20	14	14
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_42.fa	OTU_97.36183.0	0.4471077251927565	1.0	6308218	2820453	2820453	0.006134969325153374	1.0	163	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_176.fa	OTU_97.45365.1	0.9984841292787032	1.0	2134087	2130852	2130852	0.75	1.0	4	3	3
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_126.fa	OTU_97.37297.0	0.9941965037981054	1.0	2694238	2678602	2678602	0.5555555555555556	1.0	9	5	5
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_173.fa	OTU_97.35999.0	0.9841778086586367	1.0	2458193	2419299	2419299	0.625	1.0	16	10	10
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_160.fa	OTU_97.34382.0	0.9931621531576851	1.0	2578297	2560667	2560667	0.8181818181818182	1.0	11	9	9
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_73.fa	OTU_97.40665.0	0.9648172619074282	0.9998878896964596	4464860	4307774	4308257	0.2702702702702703	0.9090909090909091	37	10	11
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_15.fa	OTU_97.34717.0	0.9959070718665519	0.9990337379263213	3000297	2988017	2990907	0.25	0.5	4	1	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_9.fa	OTU_97.34832.0	0.9122625914314895	0.9918841259684791	3096034	2824396	2847506	0.025	0.25	40	1	4
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_46.fa	OTU_97.44585.0	0.7095516977045565	0.9913177398019629	3967033	2814815	2839468	0.012987012987012988	0.5	77	1	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_45.fa	OTU_97.35712.0	0.9365105760276706	0.9908261425217211	3097004	2900377	2927231	0.030303030303030304	0.5	33	1	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_48.fa	OTU_97.34830.0	0.6006679898531738	0.9893176984337554	4544081	2729484	2758956	0.010101010101010102	0.3333333333333333	99	1	3
gsa	/public/home/pansj/abundance_estimation/CAMI2/Skin/multi_to_multi/bowtie2/S17/new_norm/output2/output_recluster_bins/SemiBin_28.fa	OTU_97.19286.0	0.9928553521926102	0.9224453695532102	4822631	4788175	5190741	0.9835796387520526	0.6677814938684504	609	599	897
