,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,560,504,127,family,0.64,0.58,0.52,0.35,0.95,0.66,0.38,False
SemiBin_10,k__Bacteria (UID2495),2993,139,83,116,23,0,0,0,0,13.93,0.0,0.0,443,426,81,genus,0.45,0.43,0.35,0.62,3.2,0.6,0.26,True
SemiBin_101,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,240,188,44,family,0.8,0.63,0.88,0.09,0.21,0.71,0.44,False
SemiBin_102,f__Rhodobacteraceae (UID3340),84,568,330,136,406,24,2,0,0,74.88,4.56,20.0,2665,2532,441,genus,0.64,0.61,0.37,0.35,0.99,0.74,0.45,True
SemiBin_103,c__Gammaproteobacteria (UID4443),356,451,270,208,207,32,2,2,0,48.05,10.07,12.0,1359,1333,209,kingdom,1.0,0.98,0.0,0.0,0.0,0.79,0.78,True
SemiBin_104,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,320,128,43,kingdom,0.98,0.39,0.0,0.0,0.0,0.36,0.14,True
SemiBin_105,k__Bacteria (UID203),5449,104,58,72,28,4,0,0,0,43.1,6.9,75.0,726,707,113,class,0.92,0.9,0.94,0.1,0.21,0.9,0.81,False
SemiBin_106,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,386,154,23,kingdom,1.0,0.4,0.0,0.05,0.11,0.43,0.17,True
SemiBin_107,k__Bacteria (UID203),5449,104,58,70,30,3,1,0,0,42.48,8.62,33.33,1490,1452,311,class,0.96,0.93,0.88,0.21,0.49,0.73,0.68,False
SemiBin_108,k__Bacteria (UID203),5449,99,53,87,9,2,0,1,0,19.81,9.43,0.0,4332,3853,754,family,0.5,0.44,0.28,0.1,0.23,0.54,0.24,True
SemiBin_109,c__Gammaproteobacteria (UID4443),356,451,270,24,422,5,0,0,0,92.2,1.48,0.0,2376,2192,85,class,0.89,0.82,0.21,0.07,0.15,0.58,0.48,True
SemiBin_11,k__Bacteria (UID203),5449,99,53,91,5,3,0,0,0,12.26,5.66,0.0,2013,1719,349,order,0.48,0.41,0.37,0.63,4.58,0.5,0.2,True
SemiBin_110,c__Gammaproteobacteria (UID4443),356,451,270,39,403,9,0,0,0,92.65,1.9,33.33,2154,2022,105,family,0.79,0.74,0.62,0.04,0.09,0.76,0.56,False
SemiBin_111,c__Gammaproteobacteria (UID4443),356,451,270,33,413,5,0,0,0,89.66,1.2,60.0,2314,2151,201,class,0.95,0.88,0.45,0.04,0.07,0.66,0.58,False
SemiBin_112,k__Bacteria (UID203),5449,99,53,78,20,1,0,0,0,26.33,1.89,0.0,652,627,121,order,0.88,0.85,0.95,0.18,0.44,0.75,0.63,False
SemiBin_113,p__Proteobacteria (UID3887),1487,259,162,207,52,0,0,0,0,17.83,0.0,0.0,401,359,102,class,0.92,0.82,0.2,0.21,0.54,0.54,0.44,True
SemiBin_115,k__Bacteria (UID203),5449,104,58,31,52,20,1,0,0,70.69,10.13,86.96,3153,2636,619,family,0.51,0.42,0.61,0.2,0.52,0.58,0.25,False
SemiBin_116,k__Archaea (UID2),207,149,107,148,1,0,0,0,0,0.07,0.0,0.0,3782,1430,481,kingdom,0.99,0.37,0.0,0.0,0.0,0.42,0.16,True
SemiBin_117,k__Bacteria (UID203),5449,104,58,86,18,0,0,0,0,24.14,0.0,0.0,288,272,68,phylum,0.97,0.92,0.85,0.03,0.05,0.57,0.52,False
SemiBin_118,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,815,321,108,kingdom,1.0,0.39,0.0,0.03,0.06,0.44,0.18,True
SemiBin_119,c__Gammaproteobacteria (UID4443),356,451,270,196,248,7,0,0,0,57.07,1.73,71.43,2128,1927,395,phylum,0.92,0.83,0.18,0.05,0.12,0.54,0.45,True
SemiBin_120,c__Gammaproteobacteria (UID4443),356,451,270,63,379,9,0,0,0,84.53,2.18,44.44,2421,2236,292,class,0.93,0.86,0.16,0.27,0.79,0.55,0.48,True
SemiBin_121,c__Alphaproteobacteria (UID3305),564,349,230,272,77,0,0,0,0,22.36,0.0,0.0,1169,1087,289,family,0.73,0.68,0.23,0.42,1.62,0.6,0.41,True
SemiBin_122,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,564,479,106,family,0.72,0.61,0.36,0.46,1.13,0.65,0.4,True
SemiBin_123,c__Gammaproteobacteria (UID4202),67,481,276,214,247,20,0,0,0,55.61,3.78,10.0,1095,1058,198,class,0.93,0.89,0.57,0.13,0.31,0.61,0.55,False
SemiBin_124,k__Bacteria (UID203),5449,99,53,74,18,7,0,0,0,22.81,1.2,0.0,599,589,117,genus,0.89,0.88,0.97,0.1,0.22,0.92,0.81,False
SemiBin_125,k__Bacteria (UID203),5449,104,58,84,16,4,0,0,0,27.59,3.45,0.0,525,494,108,class,0.9,0.85,0.69,0.38,0.96,0.59,0.5,False
SemiBin_126,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1205,450,133,kingdom,0.99,0.37,0.0,0.0,0.0,0.42,0.16,True
SemiBin_127,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,374,120,57,kingdom,1.0,0.32,0.0,0.09,0.2,0.43,0.14,True
SemiBin_128,k__Bacteria (UID2570),433,274,183,27,235,12,0,0,0,87.25,5.14,16.67,1822,1671,193,phylum,0.93,0.85,0.68,0.05,0.1,0.53,0.45,False
SemiBin_129,s__algicola (UID2846),47,571,303,28,515,27,1,0,0,92.64,4.75,3.33,2460,2285,64,phylum,0.94,0.87,0.54,0.05,0.12,0.6,0.52,False
SemiBin_13,c__Gammaproteobacteria (UID4443),356,451,270,30,417,4,0,0,0,91.91,1.3,75.0,2192,2037,263,genus,0.69,0.64,0.5,0.11,0.23,0.65,0.42,False
SemiBin_130,c__Gammaproteobacteria (UID4443),356,451,270,98,342,11,0,0,0,72.3,2.46,72.73,1490,1449,222,class,0.97,0.95,0.62,0.03,0.06,0.67,0.63,False
SemiBin_131,k__Bacteria (UID2982),88,230,148,113,109,7,1,0,0,49.99,3.6,30.0,1466,1330,369,class,0.78,0.7,0.41,0.56,2.46,0.59,0.41,True
SemiBin_134,k__Bacteria (UID2982),88,230,148,132,95,3,0,0,0,37.46,1.69,100.0,1206,1056,326,genus,0.54,0.47,0.47,0.28,0.8,0.61,0.29,False
SemiBin_135,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,843,308,100,kingdom,1.0,0.37,0.0,0.04,0.08,0.41,0.15,True
SemiBin_136,k__Bacteria (UID203),5449,103,57,83,19,1,0,0,0,23.84,1.75,100.0,693,611,145,order,0.79,0.7,0.61,0.13,0.32,0.62,0.43,False
SemiBin_137,k__Bacteria (UID203),5449,104,58,92,12,0,0,0,0,18.26,0.0,0.0,629,576,141,phylum,0.91,0.84,0.87,0.5,1.17,0.57,0.47,False
SemiBin_138,k__Bacteria (UID203),5449,100,54,70,14,3,6,4,3,38.22,60.19,1.33,1929,1823,394,genus,0.9,0.85,0.19,0.11,0.24,0.69,0.59,True
SemiBin_139,k__Bacteria (UID203),5449,99,53,65,13,15,4,1,1,53.77,50.0,2.08,1695,1638,287,genus,0.92,0.89,0.18,0.1,0.22,0.7,0.62,True
SemiBin_14,k__Bacteria (UID203),5449,104,58,62,31,9,2,0,0,53.24,22.41,13.33,2119,2064,454,class,0.98,0.95,0.41,0.02,0.04,0.79,0.75,True
SemiBin_142,k__Bacteria (UID2982),88,230,148,71,145,14,0,0,0,69.14,7.1,64.29,3486,3003,690,genus,0.5,0.43,0.58,0.14,0.32,0.63,0.27,False
SemiBin_143,k__Bacteria (UID2570),433,274,183,146,124,4,0,0,0,46.58,2.19,0.0,1131,1069,212,phylum,0.94,0.89,0.48,0.05,0.1,0.54,0.48,False
SemiBin_144,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,240,215,64,phylum,0.93,0.84,0.27,0.05,0.12,0.49,0.41,True
SemiBin_145,k__Bacteria (UID203),5449,104,58,89,13,2,0,0,0,21.55,2.59,50.0,1835,1651,352,order,0.59,0.54,0.36,0.59,4.15,0.57,0.31,True
SemiBin_146,k__Bacteria (UID203),5449,104,58,98,6,0,0,0,0,8.62,0.0,0.0,900,883,166,genus,0.74,0.73,0.98,0.06,0.12,0.77,0.56,False
SemiBin_147,k__Bacteria (UID203),5449,104,58,66,37,1,0,0,0,49.14,0.86,100.0,1182,1122,235,phylum,0.98,0.93,0.5,0.03,0.05,0.6,0.56,False
SemiBin_148,p__Proteobacteria (UID3214),2231,190,119,42,122,24,2,0,0,74.16,13.04,13.33,1422,1385,120,class,0.97,0.94,0.83,0.11,0.24,0.73,0.69,False
SemiBin_149,k__Bacteria (UID203),5449,104,58,91,12,0,1,0,0,20.17,3.45,33.33,1255,1161,265,genus,0.77,0.71,0.62,0.19,0.46,0.67,0.48,False
SemiBin_15,k__Bacteria (UID203),5449,104,58,37,49,11,6,1,0,55.97,18.65,37.14,1108,1056,218,family,0.88,0.84,0.36,0.1,0.23,0.64,0.53,True
SemiBin_151,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1543,666,166,kingdom,1.0,0.43,0.0,0.03,0.06,0.4,0.17,True
SemiBin_152,k__Bacteria (UID2566),525,208,136,104,83,20,1,0,0,51.21,9.07,52.17,1070,1021,210,phylum,0.97,0.92,0.77,0.06,0.14,0.6,0.55,False
SemiBin_155,root (UID1),5656,56,24,51,0,1,1,1,2,2.31,6.48,0.0,663,201,104,kingdom,1.0,0.3,0.0,0.12,0.28,0.38,0.12,True
SemiBin_156,k__Archaea (UID2),207,149,107,130,7,11,1,0,0,5.85,4.55,0.0,1238,367,162,kingdom,1.0,0.3,0.0,0.11,0.23,0.38,0.11,True
SemiBin_158,p__Euryarchaeota (UID3),148,188,125,25,163,0,0,0,0,82.53,0.0,0.0,1652,1557,74,kingdom,1.0,0.94,0.2,0.05,0.1,0.69,0.65,True
