,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, k__Bacteria (UID203),5449,104,58, 93,11,0,0,0, 0, 12.07,0.00, 0.00,344,305,74,phylum,0.92,0.82,0.46,0.1,0.22,0.53,0.43,False
bin.1, k__Bacteria (UID203),5449,103,58, 89,14,0,0,0, 0, 22.57,0.00, 0.00,2673,2617,579,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.95,True
bin.10,k__Bacteria (UID203),5449,104,58, 47,32,16, 8,1, 0, 66.22, 55.17, 8.70,2029,1883,371,phylum,0.92,0.85,0.42,0.11,0.25,0.49,0.42,True
bin.101, k__Bacteria (UID203),5449, 99,53, 86,12,1,0,0, 0, 16.98,1.89, 0.00,1411,1259,311,phylum,0.84,0.75,0.65,0.28,0.77,0.51,0.39,False
bin.105, k__Bacteria (UID203),5449,104,58, 95,9, 0,0,0, 0, 15.52,0.00, 0.00,642,591,110,family,0.66,0.61,0.41,0.09,0.21,0.66,0.4,True
bin.107, k__Bacteria (UID203),5449,104,58, 81,18,5,0,0, 0, 22.65,5.33, 0.00,284,269,67,class,0.96,0.91,0.66,0.02,0.05,0.66,0.6,False
bin.108, k__Bacteria (UID203),5449,102,58, 56,37,9,0,0, 0, 67.40, 13.79, 0.00,1396,1356,148,family,0.92,0.9,0.22,0.11,0.25,0.68,0.61,True
bin.11,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,1234,527,198,kingdom,1.0,0.43,0.55,0.03,0.05,0.41,0.17,False
bin.114, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,318,40,31,kingdom,1.0,0.13,0.0,0.1,0.22,0.36,0.04,True
bin.115, k__Bacteria (UID203),5449,104,58, 99,5, 0,0,0, 0,8.62,0.00, 0.00,425,401,104,phylum,0.97,0.92,0.54,0.11,0.25,0.72,0.66,False
bin.117, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,715,671,172,phylum,0.93,0.87,0.54,0.14,0.34,0.57,0.5,False
bin.122,k__Bacteria (UID2495),2993,147,91, 76,69,2,0,0, 0, 61.67,1.65,50.00,1254,1116,139,phylum,0.77,0.69,0.07,0.72,3.46,0.46,0.31,True
bin.124,k__Archaea (UID2),207, 149, 107,137,12,0,0,0, 0,1.65,0.00, 0.00,327,49,32,kingdom,1.0,0.15,0.0,0.18,0.43,0.37,0.05,True
bin.13,k__Bacteria (UID203),5449,102,58, 90,9, 3,0,0, 0, 18.10,5.17, 0.00,715,687,113,genus,0.71,0.68,0.64,0.14,0.33,0.72,0.49,False
bin.130,k__Bacteria (UID2495),2993,147,91, 71,71,4,1,0, 0, 60.86,5.49,28.57,1676,1531,171,family,0.68,0.62,0.55,0.04,0.08,0.57,0.35,False
bin.131,k__Bacteria (UID1453),901, 171, 117, 23, 146,2,0,0, 0, 84.19,1.28, 0.00,1873,1804,119,phylum,0.98,0.94,0.28,0.06,0.14,0.61,0.58,True
bin.132,k__Archaea (UID2),207, 145, 103, 96,49,0,0,0, 0, 33.22,0.00, 0.00,498,492,89,genus,0.99,0.98,0.05,0.04,0.09,0.98,0.96,True
bin.135, p__Proteobacteria (UID3214), 2231,190, 119,153,35,2,0,0, 0, 14.58,1.68,50.00,545,516,121,phylum,0.95,0.9,0.44,0.08,0.18,0.57,0.51,True
bin.136, k__Bacteria (UID203),5449,104,58, 92,11,1,0,0, 0, 20.69,1.72, 0.00,1056,929,217,genus,0.57,0.51,0.45,0.11,0.25,0.54,0.27,True
bin.137,k__Archaea (UID2),207, 149, 107,142,7, 0,0,0, 0,3.33,0.00, 0.00,475,93,59,kingdom,1.0,0.2,0.0,0.09,0.19,0.36,0.07,True
bin.138, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,642,270,84,kingdom,1.0,0.42,0.0,0.03,0.06,0.45,0.19,True
bin.14,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,2088,1974,353,order,0.8,0.75,0.2,0.38,0.95,0.59,0.44,True
bin.140, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,306,294,78,phylum,0.92,0.88,0.35,0.03,0.05,0.58,0.51,True
bin.141, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,855,328,128,kingdom,1.0,0.38,0.0,0.04,0.08,0.42,0.16,True
bin.146, c__Gammaproteobacteria (UID4201),1164,275, 174, 75, 184,16, 0,0, 0, 66.81,4.15, 0.00,915,854,54,class,0.9,0.84,0.11,0.08,0.17,0.53,0.44,True
bin.15,k__Bacteria (UID203),5449,104,58, 87,17,0,0,0, 0, 25.00,0.00, 0.00,548,518,81,phylum,0.92,0.87,0.33,0.03,0.06,0.52,0.46,True
bin.151, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,696,311,72,kingdom,1.0,0.45,0.0,0.06,0.14,0.41,0.18,True
bin.156,k__Archaea (UID2),207, 149, 107,140,9, 0,0,0, 0,2.54,0.00, 0.00,331,102,49,kingdom,1.0,0.31,0.0,0.13,0.29,0.4,0.12,True
bin.158, c__Gammaproteobacteria (UID4761), 52, 693, 297, 5,682,6,0,0, 0, 99.33,1.33,33.33,3782,3694,64,kingdom,1.0,0.98,0.0,0.0,0.0,0.93,0.9,True
bin.161, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,324,282,125,kingdom,1.0,0.87,0.74,0.05,0.11,0.46,0.4,False
bin.162,k__Archaea (UID2),207, 149, 107,131,8, 10, 0,0, 0,4.91,0.72, 0.00,566,164,79,kingdom,1.0,0.29,0.0,0.15,0.35,0.37,0.11,True
bin.166, k__Bacteria (UID203),5449,104,58, 91,13,0,0,0, 0, 22.41,0.00, 0.00,755,695,146,phylum,0.83,0.77,0.39,0.27,0.76,0.56,0.43,True
bin.168,k__Bacteria (UID2566),525, 208, 136,106,97,5,0,0, 0, 57.99,3.68,20.00,1030,976,171,phylum,0.97,0.91,0.61,0.05,0.11,0.62,0.56,False
bin.174, k__Bacteria (UID203),5449,104,58, 63,27,9,5,0, 0, 55.80, 27.59,12.50,1722,1644,299,genus,0.58,0.55,0.67,0.28,0.68,0.63,0.35,False
bin.177, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,439,168,53,kingdom,1.0,0.38,0.0,0.04,0.07,0.45,0.17,True
bin.178,k__Archaea (UID2),207, 149, 107,118,29,2,0,0, 0, 20.17,1.87,50.00,289,274,75,class,0.87,0.83,0.82,0.05,0.1,0.81,0.67,False
bin.179, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,311,281,60,genus,0.54,0.49,0.63,0.23,0.65,0.59,0.29,False
bin.182, root (UID1), 5656, 56,24, 55,1, 0,0,0, 0,4.17,0.00, 0.00,537,513,86,class,0.94,0.9,0.72,0.07,0.14,0.71,0.64,False
bin.183,k__Archaea (UID2),207, 149, 107,139,10,0,0,0, 0,7.94,0.00, 0.00,406,364,125,kingdom,1.0,0.9,0.37,0.09,0.2,0.55,0.5,True
bin.189, k__Bacteria (UID203),5449,103,57, 77,23,3,0,0, 0, 40.70,3.51, 0.00,862,747,167,class,0.65,0.56,0.36,0.76,6.0,0.51,0.29,True
bin.195,k__Archaea (UID2),207, 149, 107,131,11,7,0,0, 0,4.45,0.50, 0.00,597,169,25,kingdom,1.0,0.28,0.0,0.11,0.24,0.39,0.11,True
bin.20,k__Bacteria (UID203),5449,104,58, 88,14,2,0,0, 0, 25.86,3.45, 0.00,1216,1060,276,phylum,0.74,0.65,0.33,0.68,3.02,0.48,0.31,True
bin.200, k__Bacteria (UID203),5449,104,58, 83,14,6,1,0, 0, 31.90, 12.07,11.11,725,667,136,phylum,0.93,0.86,0.67,0.13,0.3,0.52,0.44,False
bin.204, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,836,363,79,kingdom,1.0,0.43,0.09,0.06,0.12,0.41,0.18,True
bin.207, root (UID1), 5656, 56,24, 54,0, 2,0,0, 0,8.33,8.33, 0.00,455,429,53,phylum,0.92,0.87,0.58,0.05,0.1,0.58,0.5,False
bin.211, k__Bacteria (UID203),5449,103,57, 74,29,0,0,0, 0, 32.54,0.00, 0.00,621,584,103,phylum,0.95,0.89,0.68,0.07,0.15,0.55,0.49,False
bin.214, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,153,127,59,genus,0.58,0.48,0.32,0.27,0.8,0.47,0.23,True
bin.22,k__Bacteria (UID203),5449,103,57, 80,21,2,0,0, 0, 32.81,3.51, 0.00,484,468,61,phylum,0.95,0.92,0.99,0.41,1.14,0.69,0.63,False
bin.220, root (UID1), 5656, 56,24, 54,2, 0,0,0, 0,8.33,0.00, 0.00,308,292,58,genus,0.72,0.68,1.0,0.17,0.42,0.78,0.53,False
bin.224, k__Bacteria (UID203),5449,104,58, 83,21,0,0,0, 0, 31.03,0.00, 0.00,1074,993,123,class,0.81,0.75,0.22,0.13,0.3,0.62,0.47,True
bin.226, k__Bacteria (UID203),5449,104,58, 88,15,1,0,0, 0, 14.11,1.72,100.00,628,582,120,class,0.87,0.8,0.18,0.21,0.54,0.54,0.43,True
bin.23,p__Euryarchaeota (UID3), 148, 188, 125, 88,76,20, 4,0, 0, 50.19, 13.39,43.75,1262,1146,259,kingdom,1.0,0.91,0.18,0.07,0.16,0.61,0.55,True
bin.231,o__Cytophagales (UID2936), 47, 454, 336,348, 106,0,0,0, 0, 16.47,0.00, 0.00,510,476,79,phylum,0.91,0.85,0.41,0.06,0.13,0.56,0.48,True
bin.237, root (UID1), 5656, 56,24, 55,1, 0,0,0, 0,4.17,0.00, 0.00,394,369,35,class,0.72,0.68,0.34,0.6,3.6,0.5,0.34,True
bin.244,k__Bacteria (UID1453),901, 171, 117, 23, 136,10, 2,0, 0, 82.19, 11.54,25.00,2131,2061,242,phylum,0.96,0.93,0.26,0.05,0.1,0.77,0.72,True
bin.247,k__Bacteria (UID1452),924, 151, 101, 22, 129,0,0,0, 0, 91.52,0.00, 0.00,1407,1265,50,class,0.67,0.6,0.04,0.83,7.83,0.45,0.27,True
bin.25,k__Bacteria (UID203),5449,102,56, 68,30,4,0,0, 0, 46.07,6.25,25.00,950,939,206,genus,0.89,0.88,0.95,0.16,0.37,0.86,0.76,False
bin.26,k__Bacteria (UID203),5449,104,58, 67,36,1,0,0, 0, 54.14,1.72, 0.00,1220,1141,211,phylum,0.95,0.89,0.69,0.13,0.31,0.55,0.48,False
bin.264, k__Bacteria (UID203),5449,104,58, 96,8, 0,0,0, 0, 12.07,0.00, 0.00,516,479,97,phylum,0.95,0.88,0.77,0.06,0.13,0.59,0.52,False
bin.266, k__Bacteria (UID203),5449,104,58,102,2, 0,0,0, 0,2.59,0.00, 0.00,401,389,93,family,0.81,0.79,0.66,0.04,0.09,0.79,0.62,False
bin.267, root (UID1), 5656, 56,24, 55,1, 0,0,0, 0,4.17,0.00, 0.00,286,272,65,class,0.85,0.8,0.85,0.03,0.05,0.66,0.53,False
bin.269, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,432,91,9,kingdom,1.0,0.21,0.0,0.11,0.24,0.36,0.08,True
bin.27,k__Bacteria (UID203),5449, 99,53, 73,22,1,3,0, 0, 35.16,9.43, 0.00,762,687,173,phylum,0.89,0.8,0.72,0.11,0.25,0.59,0.47,False
bin.275, k__Bacteria (UID203),5449,104,58, 82,21,1,0,0, 0, 37.07,1.72,100.00,670,618,129,class,0.86,0.8,0.53,0.14,0.33,0.54,0.43,False
bin.276, root (UID1), 5656, 56,24, 45,0, 3,4,4, 0,6.25, 11.81, 0.00,1212,252,56,kingdom,1.0,0.21,0.0,0.15,0.34,0.34,0.07,True
bin.28,c__Gammaproteobacteria (UID4443),356, 451, 270,339, 106,6,0,0, 0, 26.73,2.22,50.00,700,657,113,class,0.91,0.85,0.09,0.17,0.4,0.54,0.46,True
bin.286, k__Bacteria (UID203),5449,104,58, 94,10,0,0,0, 0, 10.97,0.00, 0.00,503,444,110,family,0.52,0.46,0.62,0.21,0.56,0.53,0.24,False
bin.289, c__Gammaproteobacteria (UID4443),356, 451, 270,363,77,11, 0,0, 0, 12.88,2.09,36.36,332,310,62,class,0.86,0.8,0.14,0.12,0.29,0.54,0.43,True
bin.29, k__Bacteria (UID2495),2993,143,89, 64,61,16, 2,0, 0, 58.20, 19.66,13.64,749,699,106,phylum,0.95,0.89,0.22,0.07,0.15,0.55,0.49,True
bin.291, root (UID1), 5656, 56,24, 55,1, 0,0,0, 0,4.17,0.00, 0.00,252,229,53,phylum,0.95,0.87,0.58,0.15,0.36,0.63,0.55,False
bin.310, root (UID1), 5656, 56,24, 54,2, 0,0,0, 0,8.33,0.00, 0.00,301,264,52,phylum,0.89,0.78,0.31,0.17,0.42,0.48,0.37,True
bin.317,k__Bacteria (UID3187),2258,182, 112, 9,171,2,0,0, 0, 92.86,1.79, 0.00,3287,2469,74,order,0.65,0.49,0.07,0.33,1.02,0.5,0.24,True
bin.322, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,332,283,74,genus,0.52,0.44,0.89,0.07,0.15,0.54,0.24,False
bin.330,k__Bacteria (UID1453),901, 171, 117, 76,64,30, 1,0, 0, 48.23, 17.59,30.30,687,629,99,phylum,0.83,0.76,0.19,0.54,2.24,0.5,0.37,True
bin.336, k__Bacteria (UID203),5449,104,58, 83,21,0,0,0, 0, 31.03,0.00, 0.00,437,431,63,kingdom,1.0,0.98,0.0,0.0,0.0,0.85,0.83,True
bin.348,k__Bacteria (UID2570),433, 274, 183, 52, 213,8,1,0, 0, 78.25,5.46, 9.09,1434,1342,82,class,0.88,0.82,0.1,0.31,0.91,0.54,0.45,True
bin.35,k__Bacteria (UID203),5449,104,58, 57,44,3,0,0, 0, 67.24,5.17,33.33,1308,1246,163,phylum,0.98,0.93,0.47,0.02,0.04,0.58,0.54,False
bin.367, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,255,71,16,kingdom,1.0,0.28,0.0,0.06,0.12,0.37,0.1,True
bin.37,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,266,112,58,kingdom,0.99,0.42,0.0,0.0,0.0,0.41,0.17,True
bin.38,k__Bacteria (UID203),5449,104,58, 94,10,0,0,0, 0,1.57,0.00, 0.00,549,485,97,genus,0.64,0.56,0.67,0.43,1.83,0.82,0.46,False
bin.41, k__Bacteria (UID2495),2993,147,91,118,27,0,2,0, 0, 18.23,4.40, 0.00,993,870,214,genus,0.56,0.49,0.74,0.06,0.12,0.56,0.27,False
bin.415, root (UID1), 5656, 56,24, 45,1, 2,3,5, 0,6.25, 11.23, 0.00,1134,316,73,kingdom,1.0,0.28,0.0,0.13,0.28,0.37,0.1,True
bin.423,k__Archaea (UID2),207, 149, 107,139,10,0,0,0, 0,1.58,0.00, 0.00,316,74,9,kingdom,1.0,0.23,0.0,0.08,0.18,0.36,0.08,True
bin.43,k__Bacteria (UID203),5449, 99,53, 86,6, 3,3,1, 0, 20.75, 17.92, 5.56,4107,3664,839,family,0.52,0.47,0.38,0.09,0.2,0.54,0.25,True
bin.436,k__Bacteria (UID2495),2993,139,83,109,27,3,0,0, 0, 17.70,1.81, 0.00,289,281,49,genus,0.89,0.87,0.9,0.16,0.36,0.76,0.66,False
bin.437,k__Archaea (UID2),207, 149, 107,131,12,6,0,0, 0,4.45,0.43, 0.00,441,123,27,kingdom,1.0,0.28,0.0,0.15,0.33,0.39,0.11,True
bin.44, k__Archaea (UID2),207, 149, 107, 23,42,70, 14, 0, 0, 79.91, 58.73,47.32,2176,1951,409,kingdom,1.0,0.9,0.13,0.08,0.17,0.6,0.54,True
bin.45,k__Bacteria (UID203),5449,104,58, 75,19,9,1,0, 0, 43.97, 18.10, 8.33,1331,1275,194,class,0.92,0.88,0.71,0.06,0.14,0.71,0.62,False
bin.46, k__Bacteria (UID2495),2993,147,91, 23,83,37, 4,0, 0, 92.31, 42.92,20.41,2518,2330,204,phylum,0.89,0.82,0.18,0.15,0.36,0.61,0.5,True
bin.49, k__Bacteria (UID2570),433, 274, 183,194,70,8,2,0, 0, 27.12,5.21, 0.00,1668,1581,271,phylum,0.91,0.86,0.9,0.03,0.06,0.68,0.59,False
bin.493, k__Bacteria (UID203),5449,100,54, 89,1, 10, 0,0, 0,2.05,1.68, 0.00,630,200,23,kingdom,1.0,0.32,0.0,0.1,0.22,0.36,0.11,True
bin.5, p__Euryarchaeota (UID3), 148, 188, 125,129,56,3,0,0, 0, 32.82,2.40,66.67,801,695,227,class,0.92,0.8,0.64,0.02,0.04,0.6,0.48,False
bin.51,k__Bacteria (UID203),5449,104,58, 69,35,0,0,0, 0, 47.07,0.00, 0.00,1320,1224,215,phylum,0.94,0.87,0.63,0.08,0.17,0.6,0.53,False
bin.52, p__Cyanobacteria (UID2143), 129, 469, 365,166, 281,22, 0,0, 0, 62.01,2.72,18.18,1104,1089,165,phylum,0.99,0.98,0.97,0.04,0.07,0.96,0.94,False
bin.55,root (UID1), 5656, 56,24, 45,1, 0,3,3, 4,6.25, 20.25, 1.67,2154,617,267,kingdom,1.0,0.29,0.0,0.16,0.38,0.38,0.11,True
bin.56,k__Bacteria (UID203),5449,104,58, 91,13,0,0,0, 0, 19.83,0.00, 0.00,919,822,137,family,0.59,0.53,0.5,0.11,0.25,0.57,0.3,False
bin.58,k__Bacteria (UID203),5449,104,58, 97,7, 0,0,0, 0, 12.07,0.00, 0.00,521,514,119,kingdom,1.0,0.99,0.0,0.0,0.0,0.83,0.82,True
bin.59,k__Bacteria (UID203),5449,104,58, 71,21,11, 1,0, 0, 49.14, 18.97,14.29,1336,1311,172,family,0.94,0.92,0.31,0.26,0.64,0.76,0.7,True
bin.6, k__Bacteria (UID203),5449, 99,53, 62,28,9,0,0, 0, 39.28, 13.76, 0.00,1502,1419,297,genus,0.84,0.79,0.27,0.38,0.89,0.66,0.52,True
bin.61,root (UID1), 5656, 56,24, 54,1, 1,0,0, 0,8.33,4.17, 0.00,539,464,85,family,0.62,0.53,0.44,0.16,0.39,0.56,0.3,True
bin.62,k__Bacteria (UID203),5449,104,58, 46,31,21, 6,0, 0, 78.71, 49.14,15.38,2505,2337,284,phylum,0.93,0.87,0.37,0.05,0.11,0.55,0.47,True
bin.65,p__Euryarchaeota (UID3), 148, 188, 125, 57, 110,21, 0,0, 0, 64.15, 11.47,19.05,1388,1324,263,phylum,0.93,0.89,0.64,0.04,0.08,0.88,0.78,False
bin.66,k__Bacteria (UID203),5449,104,58, 64,22,15, 3,0, 0, 52.51, 34.48,25.00,2460,2407,394,order,0.91,0.9,0.64,0.02,0.05,0.83,0.75,False
bin.70,k__Bacteria (UID203),5449,104,58, 87,17,0,0,0, 0, 25.86,0.00, 0.00,754,708,96,family,0.68,0.64,0.38,0.05,0.11,0.69,0.44,True
bin.73, k__Bacteria (UID2566),525, 208, 136, 77, 130,1,0,0, 0, 62.05,0.37, 0.00,936,892,150,phylum,0.97,0.92,0.46,0.03,0.07,0.6,0.55,False
bin.76, k__Archaea (UID2),207, 149, 107,134,8, 7,0,0, 0,2.58,1.37, 0.00,673,180,88,kingdom,1.0,0.27,0.0,0.12,0.27,0.37,0.1,True
bin.77,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,208,198,41,genus,0.69,0.65,0.59,0.07,0.14,0.59,0.38,False
bin.8, k__Bacteria (UID203),5449,102,58, 88,12,1,0,1, 0, 20.69,6.90, 0.00,1312,1286,275,class,0.97,0.96,0.64,0.04,0.09,0.79,0.75,False
bin.80, k__Bacteria (UID1453),901, 171, 117, 8,160,3,0,0, 0, 93.94,2.14,33.33,1658,1274,69,class,0.65,0.5,0.05,0.8,7.11,0.46,0.23,True
bin.81,k__Bacteria (UID203),5449,103,57, 84,19,0,0,0, 0, 15.47,0.00, 0.00,530,496,99,phylum,0.91,0.85,0.89,0.05,0.1,0.62,0.53,False
bin.82,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,294,265,45,order,0.53,0.48,0.41,0.71,4.51,0.52,0.25,True
bin.88, k__Archaea (UID2),207, 149, 107,121,27,1,0,0, 0, 20.56,0.93, 0.00,324,291,90,kingdom,1.0,0.9,0.06,0.03,0.07,0.61,0.55,True
bin.89,c__Gammaproteobacteria (UID4267),119, 544, 284, 50, 258, 224, 12, 0, 0, 89.49, 47.61,15.77,2446,2351,224,class,0.93,0.9,0.16,0.08,0.18,0.6,0.54,True
bin.9, root (UID1), 5656, 56,24, 48,5, 2,1,0, 0, 33.33, 16.67, 0.00,1707,1592,345,phylum,0.9,0.84,0.72,0.13,0.3,0.57,0.48,False
bin.92,root (UID1), 5656, 56,24, 44,0, 7,0,0, 5, 10.42, 22.92, 3.17,2127,582,252,kingdom,1.0,0.27,0.0,0.13,0.29,0.38,0.1,True
bin.93,k__Bacteria (UID203),5449,103,57, 86,17,0,0,0, 0, 18.18,0.00, 0.00,499,442,116,kingdom,1.0,0.89,0.59,0.06,0.12,0.49,0.44,False
bin.95, k__Bacteria (UID1452),924, 151, 101, 18, 130,3,0,0, 0, 83.83,2.18,33.33,1492,1348,132,phylum,0.87,0.79,0.25,0.67,2.99,0.48,0.38,True
bin.97,k__Bacteria (UID203),5449,104,58, 95,9, 0,0,0, 0, 11.21,0.00, 0.00,879,812,161,genus,0.47,0.43,0.57,0.7,3.04,0.67,0.29,False
bin.98,p__Euryarchaeota (UID3), 148, 188, 125, 22, 162,4,0,0, 0, 84.80,3.20, 0.00,1342,1214,76,phylum,0.96,0.87,0.13,0.02,0.05,0.63,0.54,True
recluster_125.bin.0, k__Bacteria (UID203),5449,104,58, 46,41,17, 0,0, 0, 43.89,7.40,47.06,956,844,108,order,0.48,0.43,0.19,0.56,3.05,0.51,0.22,True
recluster_125.bin.1,k__Bacteria (UID1453),901, 171, 117,108,47,15, 1,0, 0, 26.21,6.84,50.00,542,478,70,class,0.69,0.61,0.12,0.71,4.07,0.49,0.3,True
recluster_185.bin.0,k__Bacteria (UID2566),525, 208, 136, 92,99,17, 0,0, 0, 54.45,3.61, 0.00,704,650,52,genus,0.51,0.47,0.52,0.15,0.36,0.53,0.25,False
recluster_185.bin.1, k__Bacteria (UID203),5449,103,57, 1, 42,60, 0,0, 0, 98.25, 40.75, 0.00,1847,1748,69,order,0.73,0.69,0.78,0.19,0.47,0.61,0.43,False
recluster_24.bin.0, k__Archaea (UID2),207, 149, 107,111,28,9,1,0, 0, 31.31,9.35,66.67,813,759,78,phylum,0.97,0.9,0.02,0.02,0.05,0.61,0.55,True
recluster_24.bin.1, k__Archaea (UID2),207, 149, 107, 41,58,49, 1,0, 0, 66.82, 32.94,65.38,1353,1224,164,kingdom,1.0,0.9,0.19,0.07,0.15,0.6,0.55,True
recluster_24.bin.2,p__Euryarchaeota (UID3), 148, 188, 125, 37, 135,16, 0,0, 0, 76.53,7.95,62.50,1400,1276,197,kingdom,1.0,0.91,0.15,0.06,0.12,0.6,0.55,True
recluster_30.bin.0,p__Euryarchaeota (UID3), 148, 188, 125, 64, 108,16, 0,0, 0, 54.53,3.41,50.00,1151,1085,183,kingdom,1.0,0.94,0.22,0.04,0.07,0.76,0.72,True
recluster_30.bin.1,p__Euryarchaeota (UID3), 148, 188, 125, 52, 123,13, 0,0, 0, 77.30, 10.00,30.77,1604,1478,269,kingdom,1.0,0.92,0.29,0.06,0.12,0.82,0.76,True
recluster_33.bin.0,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,600,467,105,phylum,0.78,0.6,0.18,0.7,4.51,0.4,0.24,True
recluster_33.bin.4,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,588,494,66,phylum,0.81,0.68,0.14,0.58,3.13,0.42,0.28,True
recluster_40.bin.0,k__Bacteria (UID203),5449,104,58, 29,46,19, 8,2, 0, 71.00, 41.88,12.73,2338,2188,426,phylum,0.89,0.83,0.26,0.03,0.06,0.54,0.45,True
recluster_40.bin.1,c__Gammaproteobacteria (UID4443),356, 451, 270,281, 112,50, 4,3, 1, 36.38, 19.13,10.00,1323,1249,187,phylum,0.9,0.85,0.58,0.02,0.05,0.54,0.46,False
recluster_67.bin.0,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,264,253,54,genus,0.53,0.51,0.73,0.16,0.41,0.64,0.33,False
recluster_67.bin.1,k__Bacteria (UID203),5449,103,57, 94,7, 2,0,0, 0, 14.04,3.51, 0.00,266,240,66,phylum,0.89,0.8,0.86,0.59,1.92,0.59,0.47,False
recluster_7.bin.0,k__Bacteria (UID1453),901, 171, 117, 14,61,40, 47, 7, 2, 92.29, 115.44,5.76,4463,4263,497,phylum,0.97,0.93,0.2,0.05,0.1,0.71,0.66,True
recluster_7.bin.1, k__Bacteria (UID203),5449,104,58, 43,34,26, 1,0, 0, 36.21, 13.86,10.34,1211,1175,133,family,0.81,0.79,0.21,0.21,0.54,0.73,0.57,True
