,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1027,235,120,kingdom,1.0,0.23,0.0,0.2,0.46,0.4,0.09,True
SemiBin_100,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,2362,714,152,kingdom,0.98,0.3,0.0,0.0,0.0,0.4,0.12,True
SemiBin_101,c__Gammaproteobacteria (UID4443),356,451,270,125,320,5,1,0,0,75.64,1.11,25.0,2768,2698,413,kingdom,1.0,0.97,0.0,0.0,0.0,0.83,0.8,True
SemiBin_102,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,320,197,40,genus,0.65,0.4,0.24,0.59,2.33,0.54,0.22,True
SemiBin_104,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1350,439,125,kingdom,1.0,0.33,0.0,0.03,0.05,0.42,0.14,True
SemiBin_105,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,422,157,57,kingdom,1.0,0.37,0.0,0.0,0.0,0.46,0.17,True
SemiBin_107,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,533,196,54,kingdom,1.0,0.37,0.0,0.04,0.07,0.42,0.15,True
SemiBin_109,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,645,267,68,kingdom,1.0,0.41,0.31,0.06,0.14,0.4,0.17,True
SemiBin_11,o__Actinomycetales (UID1593),69,400,198,59,335,6,0,0,0,85.26,1.77,33.33,2267,2151,322,order,0.92,0.87,0.27,0.02,0.05,0.7,0.61,True
SemiBin_110,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,464,153,35,kingdom,1.0,0.33,0.0,0.04,0.08,0.41,0.14,True
SemiBin_111,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,507,179,71,kingdom,1.0,0.35,0.0,0.0,0.0,0.41,0.14,True
SemiBin_112,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,2021,804,224,kingdom,0.98,0.39,0.0,0.0,0.0,0.46,0.18,True
SemiBin_114,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1188,476,124,kingdom,1.0,0.4,0.16,0.05,0.11,0.39,0.16,True
SemiBin_116,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,881,300,51,kingdom,1.0,0.34,0.0,0.03,0.06,0.42,0.14,True
SemiBin_119,k__Bacteria (UID2569),434,278,186,56,221,1,0,0,0,94.62,0.54,0.0,2571,2423,167,phylum,0.97,0.91,0.16,0.02,0.04,0.55,0.5,True
SemiBin_12,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,2193,1184,333,order,0.77,0.42,0.41,0.46,1.9,0.57,0.24,True
SemiBin_120,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,682,261,79,kingdom,1.0,0.38,0.0,0.1,0.21,0.51,0.2,True
SemiBin_122,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,926,412,137,kingdom,1.0,0.44,0.54,0.12,0.27,0.48,0.21,False
SemiBin_123,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,516,208,68,kingdom,0.98,0.4,0.0,0.0,0.0,0.4,0.16,True
SemiBin_124,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,313,130,36,kingdom,1.0,0.42,0.66,0.04,0.08,0.46,0.19,False
SemiBin_126,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,252,119,42,class,0.87,0.41,0.25,0.3,0.93,0.48,0.2,True
SemiBin_127,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,836,213,88,kingdom,0.99,0.25,0.0,0.0,0.0,0.46,0.12,True
