,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.10,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,417,334,157,family,0.52,0.41,0.51,0.5,1.84,0.61,0.25,False
bin.100, c__Alphaproteobacteria (UID3305),564, 349, 230,221, 122, 6,0,0, 0, 32.68,2.17,16.67,1537,1389,379,phylum,0.95,0.86,0.36,0.02,0.05,0.65,0.55,True
bin.103, c__Gammaproteobacteria (UID4202), 67, 481, 276, 79, 381, 21, 0,0, 0, 80.43,4.86,38.10,2367,2336,312,genus,0.89,0.88,0.38,0.03,0.06,0.95,0.83,True
bin.104, root (UID1), 5656, 56,24, 55,1,0,0,0, 0,4.17,0.00, 0.00,1213,1153,296,phylum,0.93,0.89,0.72,0.19,0.47,0.79,0.7,False
bin.107,k__Bacteria (UID1452),924, 161, 108, 37, 121, 3,0,0, 0, 73.77,1.85,100.00,2362,2265,314,family,0.67,0.64,0.38,0.08,0.17,0.71,0.45,True
bin.109,k__Bacteria (UID3187),2258,188, 117, 38, 133, 17, 0,0, 0, 85.84, 12.25,23.53,3406,3062,373,family,0.81,0.72,0.21,0.26,0.66,0.61,0.44,True
bin.11,k__Bacteria (UID203),5449,104,58, 77,26, 1,0,0, 0, 27.66,1.72, 0.00,923,845,234,family,0.47,0.43,0.29,0.36,1.3,0.6,0.26,True
bin.110, root (UID1), 5656, 56,24, 55,1,0,0,0, 0,4.17,0.00, 0.00,432,379,113,phylum,0.85,0.74,0.43,0.47,1.94,0.57,0.42,True
bin.114, k__Bacteria (UID203),5449,104,58,101,3,0,0,0, 0,5.17,0.00, 0.00,428,377,104,family,0.51,0.45,0.5,0.33,1.13,0.59,0.26,False
bin.116,k__Bacteria (UID3187),2258,188, 117, 37, 149, 2,0,0, 0, 91.29,1.71, 0.00,3823,3681,105,kingdom,1.0,0.96,0.0,0.0,0.0,0.97,0.93,True
bin.117, k__Bacteria (UID203),5449,104,58, 26,27, 38, 10, 3, 0, 80.57, 62.47,27.91,2871,2670,523,family,0.83,0.77,0.25,0.08,0.17,0.74,0.57,True
bin.118, k__Bacteria (UID203),5449,104,58, 90,12, 2,0,0, 0, 11.83,2.30,100.00,928,786,233,order,0.78,0.66,0.33,0.45,1.24,0.65,0.43,True
bin.119, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,749,633,289,family,0.75,0.64,0.4,0.33,0.89,0.61,0.39,True
bin.121, k__Bacteria (UID203),5449,104,58, 80,23, 1,0,0, 0, 28.68,1.72, 0.00,1909,1791,495,class,0.95,0.89,0.29,0.05,0.1,0.69,0.61,True
bin.123, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,1001,803,234,phylum,0.93,0.75,0.94,0.05,0.1,0.69,0.52,False
bin.126, k__Bacteria (UID203),5449,104,58, 79,20, 4,1,0, 0, 31.50,9.48, 0.00,1937,1673,465,genus,0.56,0.49,0.35,0.39,1.47,0.62,0.3,True
