,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,3953,1464,470,kingdom,1.0,0.37,0.0,0.02,0.04,0.42,0.16,True
bin.1, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,1166,437,153,kingdom,1.0,0.37,0.0,0.02,0.05,0.4,0.15,True
bin.10,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,2112,863,264,kingdom,1.0,0.41,0.01,0.06,0.14,0.43,0.18,True
bin.100, c__Gammaproteobacteria (UID4267),119, 543, 284, 53, 488,2,0,0, 0, 98.59,0.21, 0.00,2971,2896,70,family,0.93,0.91,0.24,0.02,0.05,0.88,0.8,True
bin.101, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,389,192,70,genus,0.82,0.4,0.36,0.2,0.53,0.53,0.22,True
bin.102, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,1048,436,107,kingdom,1.0,0.42,0.3,0.03,0.07,0.41,0.17,True
bin.106, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,611,226,87,kingdom,1.0,0.37,0.0,0.04,0.09,0.42,0.16,True
bin.109, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,380,167,62,kingdom,0.99,0.43,0.0,0.0,0.0,0.41,0.18,True
bin.110,o__Rhodospirillales (UID3754), 63, 336, 201, 38, 294,4,0,0, 0, 97.72,1.12,75.00,4139,4073,147,kingdom,1.0,0.98,0.0,0.0,0.0,0.84,0.83,True
bin.111, c__Gammaproteobacteria (UID4443),356, 448, 269, 95, 346,7,0,0, 0, 85.36,1.72,28.57,3923,3852,431,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.95,True
bin.112, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,556,322,76,genus,0.86,0.5,0.29,0.49,1.9,0.62,0.31,True
bin.116, k__Bacteria (UID203),5449,104,58,103,1, 0,0,0, 0,0.86,0.00, 0.00,507,364,46,family,0.67,0.48,0.62,0.28,0.82,0.75,0.36,False
bin.122, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,1072,476,71,kingdom,1.0,0.44,0.14,0.02,0.04,0.42,0.19,True
bin.123, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,538,65,37,kingdom,1.0,0.12,0.0,0.03,0.06,0.37,0.04,True
bin.124, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,566,327,35,kingdom,1.0,0.58,0.15,0.04,0.09,0.47,0.27,True
bin.130, k__Bacteria (UID203),5449,104,58, 48,55,1,0,0, 0, 75.86,1.72,100.00,3726,3588,84,order,0.96,0.92,0.18,0.04,0.09,0.86,0.79,True
bin.132, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,409,401,41,family,0.9,0.88,1.0,0.04,0.09,0.91,0.81,False
bin.133, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,490,176,107,kingdom,1.0,0.36,0.0,0.02,0.05,0.38,0.14,True
bin.135, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,628,228,57,kingdom,1.0,0.36,0.0,0.04,0.09,0.45,0.16,True
bin.137, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,327,97,57,kingdom,1.0,0.3,0.0,0.04,0.09,0.44,0.13,True
bin.139, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,492,228,31,kingdom,1.0,0.46,0.28,0.06,0.12,0.5,0.23,True
bin.14,c__Alphaproteobacteria (UID3422), 26, 529, 308,203, 318,8,0,0, 0, 68.27,1.33, 0.00,2607,2455,500,genus,0.8,0.76,0.36,0.05,0.09,0.74,0.56,True
