,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0,k__Bacteria (UID203), 5449,104,58, 92,12, 0,0, 0, 0, 13.09,0.00, 0.00,1267,1093,266,genus,0.64,0.55,0.39,0.83,8.82,0.65,0.35,True
bin.1, o__Clostridiales (UID1212),172, 263, 149,101, 160, 2,0, 0, 0, 57.69,1.34, 0.00,1337,1238,240,family,0.92,0.85,0.15,0.42,1.66,0.65,0.56,True
bin.100,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,282,242,63,phylum,0.97,0.83,0.88,0.32,0.83,0.81,0.67,False
bin.11, k__Bacteria (UID203), 5449,103,57, 56,45, 2,0, 0, 0, 70.47,3.51,50.00,2180,2114,355,kingdom,1.0,0.97,0.0,0.0,0.0,0.95,0.93,True
bin.117, k__Bacteria (UID2328), 3167,126,75, 0,125, 1,0, 0, 0, 100.00, 0.11, 0.00,1465,1402,28,class,0.98,0.94,0.11,0.06,0.13,0.95,0.89,True
bin.118,k__Bacteria (UID203), 5449,104,58,102,2,0,0, 0, 0,0.31,0.00, 0.00,331,191,22,phylum,0.97,0.56,0.28,0.11,0.24,0.52,0.29,True
bin.12,o__Clostridiales (UID1212),172, 263, 149, 20, 230, 13, 0, 0, 0, 91.75,4.82,84.62,1902,1805,146,class,0.94,0.89,0.08,0.46,0.99,0.64,0.57,True
bin.124,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,279,243,29,genus,0.81,0.71,0.44,0.64,4.43,0.84,0.6,True
bin.13, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,695,667,96,genus,0.72,0.69,0.6,0.83,10.88,0.93,0.64,False
bin.132, k__Bacteria (UID2329), 174, 149,89, 2,147, 0,0, 0, 0, 98.50,0.00, 0.00,1555,1473,40,kingdom,1.0,0.95,0.0,0.0,0.0,0.96,0.91,True
bin.137,k__Bacteria (UID203), 5449,104,58, 96,8,0,0, 0, 0, 10.34,0.00, 0.00,293,284,5,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.94,True
bin.14, k__Bacteria (UID203), 5449,102,56, 75,27, 0,0, 0, 0, 38.18,0.00, 0.00,1347,1320,244,family,0.96,0.94,0.36,0.04,0.08,0.84,0.79,True
bin.15,p__Firmicutes (UID240),1318,179, 104,130,49, 0,0, 0, 0, 26.51,0.00, 0.00,630,589,167,family,0.98,0.92,0.26,0.06,0.14,0.94,0.87,True
bin.150,f__Lachnospiraceae (UID1286),57, 420, 207, 7,409, 4,0, 0, 0, 96.62,0.79, 0.00,2623,2464,41,genus,0.79,0.74,0.05,0.28,0.83,0.7,0.52,True
