,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,54,2,0,0,0,0,8.33,0.0,0.0,385,329,95,order,0.57,0.48,0.19,0.48,2.37,0.54,0.26,True
SemiBin_1,k__Bacteria (UID203),5449,104,58,84,17,3,0,0,0,17.02,5.17,66.67,736,660,193,family,0.71,0.64,0.32,0.12,0.27,0.7,0.45,True
SemiBin_10,k__Bacteria (UID203),5449,104,58,79,25,0,0,0,0,25.94,0.0,0.0,856,785,216,genus,0.48,0.44,0.43,0.34,1.18,0.61,0.27,True
SemiBin_100,k__Bacteria (UID1452),924,161,108,33,124,4,0,0,0,77.47,2.04,75.0,2506,2394,343,family,0.68,0.65,0.33,0.11,0.25,0.71,0.46,True
SemiBin_101,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,595,540,148,phylum,0.92,0.83,0.47,0.15,0.35,0.86,0.72,False
SemiBin_102,k__Bacteria (UID3187),2258,188,117,5,181,2,0,0,0,97.1,1.71,0.0,5921,4929,373,genus,0.69,0.58,0.21,0.55,1.99,0.61,0.35,True
SemiBin_103,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,12.93,0.0,0.0,684,594,191,phylum,0.8,0.7,0.17,0.39,1.3,0.53,0.37,True
SemiBin_104,k__Bacteria (UID1452),924,151,101,15,134,2,0,0,0,90.65,1.32,50.0,2897,2577,309,order,0.54,0.48,0.22,0.12,0.29,0.61,0.29,True
SemiBin_106,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,620,540,170,order,0.76,0.67,0.24,0.33,0.86,0.6,0.4,True
SemiBin_107,k__Bacteria (UID203),5449,104,58,89,15,0,0,0,0,20.69,0.0,0.0,647,582,157,class,0.9,0.81,0.42,0.15,0.35,0.6,0.49,True
SemiBin_108,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,8.62,0.0,0.0,410,364,100,family,0.55,0.49,0.43,0.34,1.18,0.59,0.29,True
SemiBin_109,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,12.07,0.0,0.0,1490,1363,338,genus,0.68,0.62,0.24,0.11,0.26,0.65,0.41,True
SemiBin_11,k__Bacteria (UID203),5449,103,57,61,40,2,0,0,0,53.91,3.51,0.0,2731,2565,617,order,0.83,0.78,0.56,0.23,0.59,0.85,0.67,False
SemiBin_110,k__Bacteria (UID2982),88,230,148,101,125,4,0,0,0,55.16,2.03,100.0,1444,1340,302,genus,0.8,0.74,0.33,0.08,0.18,0.75,0.56,True
SemiBin_111,k__Bacteria (UID203),5449,104,58,97,7,0,0,0,0,8.62,0.0,0.0,744,651,194,genus,0.52,0.45,0.42,0.36,1.2,0.67,0.3,True
SemiBin_112,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1020,716,189,class,0.75,0.52,0.11,0.53,2.69,0.57,0.3,True
SemiBin_113,k__Bacteria (UID203),5449,104,58,89,15,0,0,0,0,18.97,0.0,0.0,1911,1711,505,class,0.86,0.77,0.29,0.1,0.22,0.72,0.55,True
SemiBin_114,o__Rhizobiales (UID3642),107,485,316,291,193,1,0,0,0,38.84,0.32,100.0,1588,1477,371,class,0.95,0.89,0.13,0.03,0.07,0.7,0.62,True
SemiBin_115,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,670,461,129,class,0.71,0.49,0.26,0.55,2.62,0.57,0.28,True
SemiBin_116,k__Bacteria (UID203),5449,104,58,80,24,0,0,0,0,29.39,0.0,0.0,1137,971,257,order,0.58,0.49,0.28,0.12,0.3,0.6,0.3,True
SemiBin_119,k__Bacteria (UID203),5449,104,58,68,36,0,0,0,0,40.6,0.0,0.0,1149,966,252,phylum,0.88,0.74,0.12,0.62,2.38,0.52,0.39,True
