,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, c__Betaproteobacteria (UID3971),223, 425, 211,145, 270, 9,1,0,0, 65.74,2.56,25.00,2397,2297,445,genus,0.77,0.73,0.51,0.03,0.06,0.74,0.54,False
bin.11,k__Bacteria (UID203), 5449,104,58,101,3,0,0,0,0,4.31,0.00, 0.00,384,357,104,phylum,0.89,0.83,0.34,0.1,0.22,0.65,0.54,True
bin.13,root (UID1),5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,1315,1149,297,genus,0.53,0.46,0.4,0.24,0.67,0.64,0.3,True
bin.130, root (UID1),5656, 56,24, 55,1,0,0,0,0,1.04,0.00, 0.00,353,280,91,order,0.54,0.42,0.62,0.29,0.86,0.6,0.26,False
bin.132, root (UID1),5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,181,140,74,genus,0.61,0.47,0.39,0.55,2.43,0.53,0.25,True
bin.14,k__Bacteria (UID203), 5449,104,58, 90,7,6,1,0,0, 21.38, 12.41,11.11,1324,1253,347,phylum,0.9,0.85,0.45,0.1,0.22,0.66,0.56,False
bin.17, k__Archaea (UID2), 207, 149, 107, 25,70, 44, 8,2,0, 83.21, 46.65,32.50,3276,2898,653,order,0.77,0.68,0.38,0.05,0.1,0.68,0.46,True
bin.19, k__Bacteria (UID2982),88, 230, 148, 40,86, 60, 32, 11, 1, 83.19, 79.33,20.69,4247,3975,831,class,0.88,0.82,0.39,0.05,0.11,0.85,0.7,True
bin.2, k__Bacteria (UID203), 5449,104,58, 73,27, 4,0,0,0, 40.60,6.90,25.00,1766,1674,402,phylum,0.92,0.87,0.63,0.04,0.09,0.81,0.71,False
bin.21, k__Bacteria (UID3187), 2258,188, 117, 75, 112, 1,0,0,0, 60.21,0.85, 0.00,2213,1939,599,phylum,0.78,0.68,0.15,0.45,1.8,0.53,0.36,True
bin.22, k__Bacteria (UID3187), 2258,188, 117, 88,95, 4,1,0,0, 52.38,3.10, 0.00,3966,3750,571,family,0.81,0.77,0.35,0.03,0.05,0.72,0.55,True
bin.23, k__Bacteria (UID1452), 924, 161, 108, 68,91, 2,0,0,0, 57.82,1.11, 0.00,1946,1846,374,family,0.67,0.63,0.41,0.07,0.16,0.71,0.45,True
bin.24,root (UID1),5656, 56,24, 53,3,0,0,0,0,9.38,0.00, 0.00,3478,3137,623,genus,0.65,0.59,0.36,0.07,0.16,0.77,0.45,True
bin.25, k__Bacteria (UID3187), 2258,181, 110, 97,77, 7,0,0,0, 35.91,2.04, 0.00,974,904,225,phylum,0.86,0.8,0.59,0.13,0.32,0.68,0.55,False
bin.27, k__Bacteria (UID3187), 2258,188, 117,119,68, 1,0,0,0, 35.55,0.85, 0.00,1743,1515,450,genus,0.51,0.44,0.27,0.35,1.27,0.57,0.25,True
bin.28, k__Bacteria (UID3187), 2258,188, 117, 85, 102, 1,0,0,0, 53.04,0.85, 0.00,2128,1900,446,phylum,0.88,0.78,0.28,0.11,0.24,0.61,0.48,True
bin.29,root (UID1),5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,1821,1655,238,genus,0.52,0.47,0.31,0.16,0.39,0.72,0.34,True
bin.30, k__Archaea (UID2), 207, 145, 103, 47,94, 4,0,0,0, 65.05,3.40,25.00,1486,1372,260,kingdom,1.0,0.92,0.21,0.02,0.04,0.84,0.77,True
bin.31,k__Bacteria (UID203), 5449,104,58,100,3,1,0,0,0,5.17,1.72, 0.00,738,605,177,order,0.75,0.61,0.52,0.12,0.27,0.79,0.48,False
bin.33,root (UID1),5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,315,286,71,phylum,0.88,0.8,0.25,0.26,0.76,0.65,0.52,True
bin.34, k__Bacteria (UID3187), 2258,188, 117, 17, 167, 4,0,0,0, 88.79,2.99, 0.00,3568,3329,364,class,0.9,0.84,0.2,0.07,0.15,0.74,0.62,True
bin.4, k__Bacteria (UID203), 5449,104,58, 49,31, 20, 4,0,0, 72.16, 41.88,28.12,5111,4791,699,phylum,0.87,0.81,0.21,0.12,0.27,0.67,0.54,True
bin.40, k__Archaea (UID2), 207, 145, 103, 58,78, 9,0,0,0, 58.28,6.31,11.11,1859,1556,398,kingdom,1.0,0.84,0.32,0.06,0.12,0.7,0.58,True
bin.41,root (UID1),5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,1706,1381,306,genus,0.58,0.47,0.28,0.28,0.81,0.66,0.31,True
bin.43,k__Bacteria (UID203), 5449,104,58, 84,19, 1,0,0,0, 26.72,1.72, 0.00,539,505,148,phylum,0.94,0.88,0.37,0.1,0.24,0.72,0.64,True
bin.47,k__Bacteria (UID203), 5449,104,58, 94,10, 0,0,0,0, 12.93,0.00, 0.00,1576,1520,380,phylum,0.91,0.87,0.41,0.09,0.2,0.88,0.77,True
