,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,k__Bacteria (UID203),5449,104,58,84,20,0,0,0,0,32.76,0.0,0.0,1643,1405,343,order,0.47,0.4,0.16,0.45,2.01,0.54,0.22,True
SemiBin_1,k__Bacteria (UID203),5449,104,58,72,32,0,0,0,0,32.81,0.0,0.0,2106,1810,527,order,0.51,0.44,0.17,0.73,7.23,0.53,0.23,True
SemiBin_10,p__Euryarchaeota (UID3),148,188,125,47,134,7,0,0,0,72.69,2.58,71.43,1625,1475,270,phylum,0.87,0.79,0.3,0.04,0.08,0.67,0.53,True
SemiBin_100,p__Actinobacteria (UID1454),732,199,116,109,84,6,0,0,0,47.04,4.31,16.67,2025,1758,416,genus,0.54,0.47,0.32,0.4,1.5,0.61,0.29,True
SemiBin_101,k__Bacteria (UID3187),2258,188,117,52,129,7,0,0,0,75.8,3.95,0.0,5337,4937,834,order,0.81,0.74,0.55,0.04,0.08,0.9,0.67,False
SemiBin_102,k__Bacteria (UID203),5449,103,57,96,7,0,0,0,0,9.09,0.0,0.0,1078,930,301,class,0.76,0.65,0.4,0.17,0.42,0.62,0.41,True
SemiBin_103,k__Bacteria (UID203),5449,104,58,76,28,0,0,0,0,39.48,0.0,0.0,1961,1826,388,genus,0.76,0.71,0.35,0.08,0.17,0.68,0.48,True
SemiBin_105,p__Actinobacteria (UID1454),732,199,116,142,56,1,0,0,0,24.96,0.17,100.0,922,817,218,class,0.84,0.74,0.22,0.18,0.44,0.59,0.44,True
SemiBin_106,k__Bacteria (UID203),5449,104,58,90,14,0,0,0,0,10.63,0.0,0.0,981,925,254,class,0.93,0.88,0.23,0.06,0.13,0.69,0.61,True
SemiBin_107,k__Bacteria (UID1452),924,151,101,119,32,0,0,0,0,22.43,0.0,0.0,1079,930,233,order,0.54,0.47,0.3,0.08,0.18,0.61,0.29,True
SemiBin_108,k__Bacteria (UID1452),924,151,101,33,109,9,0,0,0,77.75,7.54,66.67,5010,4428,972,class,0.83,0.74,0.23,0.11,0.26,0.66,0.49,True
SemiBin_109,p__Euryarchaeota (UID3),148,188,125,113,59,16,0,0,0,44.13,11.07,93.75,1901,1567,420,order,0.71,0.58,0.53,0.06,0.13,0.68,0.39,False
SemiBin_11,k__Archaea (UID2),207,145,103,20,123,2,0,0,0,82.69,1.94,50.0,2524,2134,340,genus,0.86,0.73,0.57,0.05,0.1,0.78,0.57,False
SemiBin_110,k__Bacteria (UID203),5449,104,58,80,24,0,0,0,0,28.45,0.0,0.0,1703,1502,393,family,0.75,0.66,0.38,0.22,0.53,0.62,0.41,True
SemiBin_111,k__Bacteria (UID1452),924,151,101,74,74,3,0,0,0,56.2,2.48,33.33,2106,1761,375,class,0.76,0.63,0.17,0.42,1.57,0.59,0.37,True
SemiBin_112,k__Archaea (UID2),207,145,103,90,47,6,2,0,0,37.74,7.77,58.33,2198,1790,410,kingdom,1.0,0.81,0.19,0.06,0.13,0.77,0.63,True
SemiBin_113,k__Bacteria (UID3187),2258,188,117,125,61,2,0,0,0,29.17,1.71,50.0,1342,1230,350,phylum,0.9,0.83,0.19,0.09,0.21,0.63,0.52,True
SemiBin_114,k__Bacteria (UID3187),2258,188,117,118,68,2,0,0,0,38.34,0.09,0.0,2117,1929,468,family,0.85,0.78,0.32,0.07,0.15,0.74,0.57,True
SemiBin_115,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,302,282,95,order,0.86,0.8,0.18,0.34,0.86,0.65,0.53,True
SemiBin_116,k__Archaea (UID2),207,145,103,85,58,2,0,0,0,42.35,1.94,0.0,1430,1191,241,phylum,0.91,0.76,0.15,0.03,0.06,0.69,0.52,True
SemiBin_117,k__Archaea (UID2),207,145,103,67,77,1,0,0,0,53.26,0.97,100.0,2392,1798,518,order,0.88,0.66,0.27,0.08,0.17,0.61,0.41,True
SemiBin_119,k__Bacteria (UID203),5449,104,58,70,33,1,0,0,0,39.06,1.72,0.0,2294,2156,475,family,0.68,0.64,0.33,0.1,0.22,0.71,0.45,True
