sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/bwa/23/new_norm/output3/output_recluster_bins/SemiBin_48.fa	OTU_97.16884.0	0.9749290408122535	1.0	4920434	4797074	4797074	0.17857142857142858	1.0	28	5	5
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/bwa/23/new_norm/output3/output_recluster_bins/SemiBin_6.fa	OTU_97.7941.1	0.7587869476187191	1.0	1899209	1441095	1441095	0.06060606060606061	1.0	66	4	4
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/bwa/23/new_norm/output3/output_recluster_bins/SemiBin_45.fa	OTU_97.9699.0	0.7626214273102747	1.0	6060210	4621646	4621646	0.5	1.0	2	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/bwa/23/new_norm/output3/output_recluster_bins/SemiBin_42.fa	OTU_97.161.0	0.996680020491441	1.0	4807861	4791899	4791899	0.6	1.0	5	3	3
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/bwa/23/new_norm/output3/output_recluster_bins/SemiBin_54.fa	OTU_97.44237.0	1.0	1.0	2616356	2616356	2616356	1.0	1.0	1	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/bwa/23/new_norm/output3/output_recluster_bins/SemiBin_28.fa	OTU_97.1661.0	1.0	1.0	5325849	5325849	5325849	1.0	1.0	5	5	5
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/bwa/23/new_norm/output3/output_recluster_bins/SemiBin_27.fa	OTU_97.27720.0	1.0	1.0	5626431	5626431	5626431	1.0	1.0	2	2	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/bwa/23/new_norm/output3/output_recluster_bins/SemiBin_74.fa	OTU_97.34663.1	1.0	1.0	2658363	2658363	2658363	1.0	1.0	1	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/bwa/23/new_norm/output3/output_recluster_bins/SemiBin_36.fa	OTU_97.3377.0	0.9913095213552082	0.9994851721387423	4802037	4760305	4762757	0.6774193548387096	0.9545454545454546	31	21	22
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/bwa/23/new_norm/output3/output_recluster_bins/SemiBin_13.fa	OTU_97.35920.0	0.4705584079686275	0.9926861930798225	5949933	2799791	2820419	0.0051813471502590676	0.5	193	1	2
