,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,o__Sphingomonadales (UID3310),26,569,293,196,364,9,0,0,0,67.76,1.44,22.22,3020,2964,557,genus,0.93,0.91,0.32,0.24,0.56,0.97,0.88,True
SemiBin_1,root (UID1),5656,56,24,53,3,0,0,0,0,12.5,0.0,0.0,458,434,95,family,0.66,0.63,0.46,0.5,1.16,0.63,0.39,False
SemiBin_10,c__Gammaproteobacteria (UID4443),356,448,269,55,388,5,0,0,0,88.44,1.43,20.0,3291,3159,441,genus,0.89,0.85,0.35,0.09,0.2,0.76,0.65,True
SemiBin_101,k__Bacteria (UID203),5449,103,57,99,4,0,0,0,0,7.02,0.0,0.0,304,295,64,phylum,0.95,0.92,0.64,0.06,0.13,0.58,0.53,False
SemiBin_103,k__Archaea (UID2),207,149,107,140,6,2,1,0,0,2.3,2.34,0.0,397,99,61,kingdom,1.0,0.25,0.0,0.12,0.27,0.38,0.09,True
SemiBin_104,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,394,172,58,kingdom,1.0,0.44,0.05,0.03,0.07,0.45,0.2,True
SemiBin_105,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,345,158,63,phylum,0.88,0.4,0.09,0.36,1.29,0.44,0.18,True
SemiBin_107,k__Bacteria (UID203),5449,103,58,83,18,2,0,0,0,24.76,3.45,100.0,1369,1340,213,genus,0.95,0.93,0.64,0.03,0.06,0.95,0.88,False
SemiBin_108,k__Archaea (UID2),207,149,107,138,11,0,0,0,0,4.41,0.0,0.0,640,229,141,kingdom,1.0,0.36,0.0,0.06,0.12,0.38,0.14,True
SemiBin_109,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,557,228,64,kingdom,0.99,0.41,0.0,0.0,0.0,0.4,0.16,True
