,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,k__Archaea (UID2),207,149,107,134,9,6,0,0,0,3.04,0.43,0.0,366,96,48,kingdom,1.0,0.26,0.0,0.15,0.33,0.38,0.1,True
SemiBin_1,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,694,274,149,kingdom,1.0,0.39,0.0,0.0,0.0,0.4,0.16,True
SemiBin_10,c__Gammaproteobacteria (UID4201),1164,275,174,149,85,41,0,0,0,53.45,16.81,34.15,1081,983,211,class,0.83,0.76,0.08,0.21,0.55,0.49,0.37,True
SemiBin_101,k__Archaea (UID2),207,145,103,125,10,1,1,8,0,7.46,4.48,0.0,825,229,95,kingdom,1.0,0.28,0.0,0.2,0.47,0.37,0.1,True
SemiBin_102,p__Proteobacteria (UID3887),1487,261,164,161,99,1,0,0,0,36.38,0.61,0.0,595,564,131,order,0.73,0.69,0.08,0.59,3.0,0.55,0.38,True
SemiBin_104,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1947,734,137,kingdom,1.0,0.38,0.0,0.02,0.05,0.42,0.16,True
SemiBin_105,k__Bacteria (UID2982),88,230,148,9,214,7,0,0,0,93.92,2.91,42.86,2663,2350,165,genus,0.57,0.5,0.34,0.11,0.26,0.63,0.32,True
SemiBin_106,k__Bacteria (UID2569),434,278,186,59,214,5,0,0,0,79.2,0.73,20.0,1374,1334,208,family,0.89,0.86,0.24,0.1,0.21,0.63,0.54,True
SemiBin_107,k__Bacteria (UID2569),434,278,186,43,230,5,0,0,0,89.43,1.65,80.0,1498,1426,132,phylum,0.96,0.92,0.22,0.02,0.05,0.57,0.52,True
SemiBin_108,k__Bacteria (UID203),5449,104,58,84,16,4,0,0,0,26.38,6.9,75.0,1418,1345,320,order,0.96,0.91,0.29,0.06,0.12,0.78,0.71,True
SemiBin_109,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,2205,776,181,kingdom,1.0,0.35,0.0,0.06,0.12,0.42,0.15,True
SemiBin_11,k__Bacteria (UID2982),88,229,147,47,176,6,0,0,0,74.98,2.46,66.67,2608,2301,517,order,0.78,0.69,0.34,0.23,0.62,0.56,0.39,True
SemiBin_110,k__Bacteria (UID203),5449,103,58,55,28,15,3,2,0,21.44,9.18,0.0,1145,288,93,kingdom,1.0,0.25,0.0,0.14,0.31,0.48,0.12,True
SemiBin_111,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1058,359,101,kingdom,1.0,0.34,0.0,0.04,0.09,0.41,0.14,True
SemiBin_112,c__Gammaproteobacteria (UID4201),1164,275,174,97,171,7,0,0,0,60.32,2.33,85.71,1048,1005,157,class,0.96,0.92,0.37,0.04,0.08,0.62,0.58,True
SemiBin_113,k__Bacteria (UID3187),2258,190,119,28,160,2,0,0,0,81.26,1.68,0.0,1138,1030,93,class,0.71,0.64,0.12,0.43,1.75,0.51,0.33,True
SemiBin_114,k__Bacteria (UID203),5449,104,58,81,22,1,0,0,0,26.32,1.72,100.0,869,844,180,genus,0.85,0.83,0.29,0.03,0.06,0.83,0.69,True
SemiBin_115,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,279,265,56,genus,0.49,0.47,0.53,0.73,4.52,0.66,0.31,False
SemiBin_117,k__Bacteria (UID203),5449,104,58,101,3,0,0,0,0,5.17,0.0,0.0,916,869,219,class,0.96,0.91,0.3,0.13,0.29,0.63,0.57,True
SemiBin_118,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,951,890,164,family,0.79,0.74,0.17,0.3,0.87,0.59,0.43,True
