,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, o__Clostridiales (UID1212), 172, 263, 149,210,53,0,0,0, 0, 13.51,0.00, 0.00,454,405,101,genus,0.63,0.56,0.24,0.68,4.55,0.63,0.36,True
bin.102,k__Bacteria (UID203),5449,103,57, 97,6, 0,0,0, 0,4.56,0.00, 0.00,1501,1384,186,genus,0.71,0.65,0.36,0.66,4.31,0.82,0.54,True
bin.104, o__Bacteroidales (UID2657), 160, 492, 269,109, 381,2,0,0, 0, 78.49,0.37, 0.00,1802,1700,69,family,0.94,0.89,0.23,0.03,0.06,0.77,0.68,True
bin.106,k__Bacteria (UID203),5449,103,57, 85,17,1,0,0, 0, 22.09,0.88, 0.00,597,580,147,family,0.96,0.93,0.15,0.1,0.21,0.89,0.83,True
bin.11,o__Bacteroidales (UID2657), 160, 492, 269, 63, 425,4,0,0, 0, 91.14,1.49, 0.00,2110,1995,87,genus,0.92,0.87,0.18,0.03,0.05,0.78,0.68,True
bin.112,k__Bacteria (UID203),5449,104,58, 89,15,0,0,0, 0, 22.41,0.00, 0.00,350,319,23,family,0.92,0.84,0.31,0.09,0.19,0.72,0.6,True
bin.115,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,306,265,42,genus,0.78,0.67,0.24,0.6,2.1,0.74,0.5,True
bin.12, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,285,247,41,genus,0.88,0.76,0.19,0.35,1.18,0.7,0.53,True
bin.120,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,387,348,46,phylum,0.96,0.87,0.3,0.13,0.3,0.6,0.52,True
bin.123,k__Bacteria (UID203),5449,104,58, 95,9, 0,0,0, 0,8.62,0.00, 0.00,259,247,21,kingdom,1.0,0.95,0.0,0.0,0.0,0.79,0.75,True
bin.124, o__Bacteroidales (UID2657), 160, 492, 269,410,79,3,0,0, 0, 17.29,1.12, 0.00,390,381,11,family,0.97,0.94,0.31,0.04,0.09,0.79,0.75,True
bin.125,k__Bacteria (UID203),5449, 98,58, 98,0, 0,0,0, 0,0.00,0.00, 0.00,690,199,37,kingdom,1.0,0.29,0.0,0.02,0.04,0.41,0.12,True
bin.127, o__Clostridiales (UID1120), 304, 249, 142,230,19,0,0,0, 0,1.37,0.00, 0.00,223,83,29,kingdom,1.0,0.37,0.0,0.0,0.0,0.63,0.23,True
bin.137,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,381,338,35,genus,0.83,0.73,0.34,0.37,1.31,0.68,0.5,True
bin.14, k__Bacteria (UID203),5449,104,58, 82,22,0,0,0, 0, 22.81,0.00, 0.00,566,543,175,genus,0.92,0.89,0.23,0.15,0.34,0.76,0.67,True
bin.148,p__Firmicutes (UID1022), 100, 295, 158, 5,289,1,0,0, 0, 97.47,0.63, 0.00,2036,2002,134,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.95,True
bin.15,o__Bacteroidales (UID2657), 160, 492, 269,158, 332,2,0,0, 0, 75.85,0.46,100.00,1604,1523,129,genus,0.96,0.91,0.31,0.03,0.07,0.79,0.72,True
bin.153,k__Bacteria (UID203),5449,104,58, 91,13,0,0,0, 0, 18.97,0.00, 0.00,240,221,22,phylum,0.97,0.9,0.79,0.03,0.06,0.68,0.61,False
bin.157,k__Bacteria (UID203),5449,104,58,101,3, 0,0,0, 0,3.79,0.00, 0.00,259,242,79,genus,0.86,0.8,0.36,0.26,0.72,0.66,0.53,True
bin.16, k__Bacteria (UID203),5449,103,57, 66,36,1,0,0, 0, 50.11,1.75,100.00,1787,1729,261,genus,0.85,0.82,0.27,0.19,0.51,0.76,0.63,True
bin.166,o__Selenomonadales (UID1024), 64, 334, 167, 7,324,3,0,0, 0, 99.25,1.50, 0.00,1763,1676,80,order,0.97,0.92,0.2,0.13,0.3,0.74,0.68,True
bin.17, k__Bacteria (UID203),5449,103,57, 17,55,30, 1,0, 0, 75.44, 15.66,18.18,2205,2064,371,genus,0.8,0.75,0.69,0.23,0.64,0.81,0.61,False
