,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,54,2,0,0,0,0,8.33,0.0,0.0,380,324,95,family,0.48,0.41,0.27,0.36,1.35,0.54,0.22,True
SemiBin_10,k__Bacteria (UID2982),88,230,148,93,136,1,0,0,0,60.85,0.34,0.0,1697,1600,331,class,0.86,0.81,0.34,0.07,0.14,0.8,0.65,True
SemiBin_100,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,544,500,136,class,0.88,0.81,0.58,0.08,0.17,0.89,0.72,False
SemiBin_101,k__Bacteria (UID3187),2258,188,117,5,181,2,0,0,0,97.1,1.71,0.0,5889,4905,374,genus,0.69,0.58,0.21,0.55,1.99,0.61,0.35,True
SemiBin_102,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,12.93,0.0,0.0,696,603,192,phylum,0.78,0.68,0.19,0.39,1.25,0.53,0.36,True
SemiBin_103,k__Bacteria (UID1452),924,151,101,16,133,2,0,0,0,89.66,1.32,50.0,2898,2579,310,genus,0.49,0.44,0.44,0.04,0.09,0.63,0.27,True
SemiBin_105,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,658,571,180,order,0.76,0.66,0.25,0.33,0.88,0.6,0.4,True
SemiBin_106,k__Bacteria (UID203),5449,104,58,89,15,0,0,0,0,20.69,0.0,0.0,645,580,157,class,0.9,0.81,0.41,0.15,0.34,0.6,0.48,True
SemiBin_107,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,8.62,0.0,0.0,410,367,100,family,0.52,0.46,0.53,0.32,1.04,0.59,0.28,False
SemiBin_108,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,12.07,0.0,0.0,1484,1357,335,genus,0.68,0.62,0.24,0.11,0.26,0.65,0.41,True
SemiBin_109,k__Bacteria (UID2982),88,230,148,101,125,4,0,0,0,55.16,2.03,100.0,1440,1333,303,family,0.81,0.75,0.33,0.08,0.18,0.75,0.56,True
