,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,f__Lachnospiraceae (UID1255),90,354,174,296,57,1,0,0,0,15.81,0.29,100.0,423,401,115,family,0.95,0.9,0.06,0.51,1.77,0.71,0.64,True
SemiBin_1,o__Clostridiales (UID1212),172,263,149,151,112,0,0,0,0,43.83,0.0,0.0,1442,1376,362,family,0.94,0.9,0.28,0.03,0.06,0.96,0.86,True
SemiBin_10,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,411,383,52,phylum,0.99,0.93,0.72,0.02,0.05,0.89,0.82,False
SemiBin_100,c__Clostridia (UID1118),387,223,124,164,59,0,0,0,0,16.85,0.0,0.0,757,666,183,family,0.79,0.69,0.12,0.7,3.22,0.58,0.4,True
SemiBin_101,p__Actinobacteria (UID2112),31,211,124,0,206,5,0,0,0,100.0,4.03,60.0,1880,1839,68,family,0.96,0.94,0.3,0.03,0.06,0.95,0.89,True
SemiBin_103,g__Bacteroides (UID2691),33,839,309,608,227,4,0,0,0,25.47,0.51,75.0,1196,1168,305,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True
SemiBin_104,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,619,376,70,family,0.78,0.48,0.99,0.42,1.47,0.7,0.33,False
SemiBin_105,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,280,246,43,genus,0.8,0.7,0.42,0.58,2.2,0.69,0.49,True
SemiBin_106,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,350,341,104,kingdom,1.0,0.97,0.0,0.0,0.0,0.94,0.92,True
SemiBin_11,g__Streptococcus (UID561),89,679,295,431,242,6,0,0,0,34.62,0.96,83.33,741,733,185,kingdom,1.0,0.99,0.0,0.0,0.0,0.96,0.95,True
SemiBin_111,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,228,173,38,family,0.75,0.57,0.81,0.47,2.01,0.68,0.38,False
SemiBin_113,o__Clostridiales (UID1212),172,263,149,7,251,5,0,0,0,95.75,1.46,0.0,1775,1756,164,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
SemiBin_114,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,755,643,175,genus,0.71,0.6,0.56,0.87,8.65,0.74,0.45,False
SemiBin_115,f__Lachnospiraceae (UID1286),57,420,207,10,407,3,0,0,0,97.58,0.74,0.0,2293,2202,131,genus,0.8,0.77,0.09,0.23,0.64,0.7,0.54,True
SemiBin_119,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,461,225,28,phylum,0.91,0.44,0.57,0.51,1.4,0.59,0.26,False
SemiBin_12,g__Bacteroides (UID2691),33,839,309,184,634,21,0,0,0,80.86,2.89,66.67,2818,2784,502,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
SemiBin_124,k__Bacteria (UID203),5449,102,56,92,10,0,0,0,0,1.62,0.0,0.0,699,666,88,genus,0.73,0.7,0.45,0.45,2.13,0.85,0.59,False
