,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_1,o__Clostridiales (UID1226),155,278,158,97,176,5,0,0,0,59.82,0.21,80.0,1489,1451,288,family,0.95,0.92,0.14,0.13,0.3,0.89,0.82,True
SemiBin_10,k__Bacteria (UID2329),174,149,89,7,138,4,0,0,0,93.82,3.37,50.0,1756,1690,230,phylum,0.99,0.95,0.22,0.05,0.11,0.77,0.73,True
SemiBin_100,f__Lachnospiraceae (UID1255),90,354,174,5,346,3,0,0,0,97.87,0.5,33.33,2328,2229,106,class,0.97,0.93,0.05,0.09,0.19,0.68,0.64,True
SemiBin_101,o__Bacteroidales (UID2657),160,492,269,7,485,0,0,0,0,97.99,0.0,0.0,2438,2314,117,family,0.94,0.9,0.3,0.05,0.1,0.8,0.72,True
SemiBin_103,o__Bacteroidales (UID2657),160,492,269,473,19,0,0,0,0,0.57,0.0,0.0,251,231,22,family,0.94,0.86,0.21,0.28,0.84,0.84,0.72,True
SemiBin_104,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,214,179,46,genus,0.56,0.47,0.73,0.67,4.81,0.85,0.4,False
SemiBin_106,k__Bacteria (UID203),5449,104,58,103,1,0,0,0,0,0.86,0.0,0.0,395,301,40,genus,0.69,0.53,0.26,0.39,1.37,0.58,0.31,True
SemiBin_107,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,446,367,56,genus,0.73,0.6,0.21,0.09,0.19,0.67,0.4,True
SemiBin_113,k__Bacteria (UID2372),131,177,106,2,170,5,0,0,0,98.11,2.29,0.0,1674,1612,64,kingdom,1.0,0.96,0.0,0.0,0.0,0.97,0.94,True
SemiBin_114,k__Bacteria (UID203),5449,104,58,98,6,0,0,0,0,10.34,0.0,0.0,305,298,71,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.95,True
SemiBin_117,k__Bacteria (UID203),5449,104,58,97,7,0,0,0,0,6.9,0.0,0.0,463,389,69,genus,0.65,0.54,0.49,0.85,10.22,0.76,0.41,False
SemiBin_118,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,281,129,12,phylum,0.94,0.43,0.44,0.09,0.21,0.43,0.19,True
SemiBin_12,o__Clostridiales (UID1226),155,274,157,55,193,26,0,0,0,88.35,11.59,92.31,2383,2344,294,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.95,True
SemiBin_121,o__Bacteroidales (UID2657),160,491,268,87,398,6,0,0,0,87.44,0.88,50.0,2344,2199,114,genus,0.95,0.89,0.16,0.06,0.13,0.77,0.68,True
SemiBin_122,k__Bacteria (UID203),5449,102,56,99,3,0,0,0,0,3.57,0.0,0.0,416,379,39,class,0.93,0.85,1.0,0.32,0.78,0.76,0.65,False
