,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,k__Bacteria (UID2329),174,149,89,18,123,8,0,0,0,82.58,6.55,100.0,1735,1643,323,class,0.97,0.92,0.25,0.11,0.23,0.7,0.64,True
SemiBin_1,k__Bacteria (UID203),5449,104,58,91,13,0,0,0,0,20.69,0.0,0.0,1289,1208,218,genus,0.9,0.84,0.3,0.08,0.18,0.75,0.63,True
SemiBin_10,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,12.07,0.0,0.0,494,471,137,kingdom,1.0,0.95,0.0,0.0,0.0,0.87,0.83,True
SemiBin_100,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,499,493,131,kingdom,1.0,0.99,0.0,0.0,0.0,0.96,0.94,True
SemiBin_102,o__Bacteroidales (UID2716),92,487,270,377,109,1,0,0,0,21.35,0.12,0.0,569,515,103,phylum,0.99,0.9,0.86,0.03,0.06,0.82,0.74,False
SemiBin_105,k__Bacteria (UID203),5449,103,57,88,15,0,0,0,0,12.38,0.0,0.0,593,575,142,family,0.98,0.95,0.28,0.03,0.06,0.97,0.93,True
SemiBin_107,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,448,283,47,class,0.88,0.55,0.48,0.29,0.85,0.56,0.31,False
SemiBin_109,k__Bacteria (UID203),5449,104,58,102,2,0,0,0,0,1.72,0.0,0.0,854,637,150,genus,0.72,0.54,0.4,0.26,0.76,0.61,0.33,True
SemiBin_11,o__Bacteroidales (UID2657),160,492,269,183,303,6,0,0,0,65.08,0.92,33.33,1672,1604,315,family,0.97,0.93,0.27,0.03,0.06,0.77,0.71,True
SemiBin_110,k__Bacteria (UID203),5449,103,57,95,8,0,0,0,0,5.9,0.0,0.0,383,360,93,genus,0.8,0.75,0.36,0.41,1.58,0.78,0.58,True
SemiBin_111,k__Bacteria (UID2372),131,176,105,1,174,1,0,0,0,99.05,0.95,0.0,1563,1409,87,genus,0.62,0.56,0.09,0.69,4.32,0.56,0.31,True
SemiBin_115,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,384,357,41,genus,0.92,0.85,0.23,0.45,1.85,0.81,0.69,True
SemiBin_116,p__Firmicutes (UID1022),100,295,158,4,283,8,0,0,0,98.71,3.1,0.0,2055,1935,139,class,0.96,0.9,0.18,0.13,0.28,0.68,0.62,True
SemiBin_117,k__Bacteria (UID2372),131,177,106,5,167,5,0,0,0,96.23,2.29,0.0,1715,1645,127,kingdom,1.0,0.96,0.0,0.0,0.0,0.98,0.94,True
SemiBin_118,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,289,237,46,genus,0.84,0.69,0.35,0.24,0.6,0.74,0.51,True
SemiBin_12,o__Lactobacillales (UID374),471,350,191,2,346,2,0,0,0,99.3,0.7,0.0,1874,1806,40,kingdom,1.0,0.96,0.0,0.0,0.0,0.9,0.87,True
SemiBin_120,k__Bacteria (UID2372),131,177,106,10,162,4,1,0,0,95.0,1.58,0.0,2166,1878,166,order,0.92,0.8,0.19,0.2,0.5,0.62,0.49,True
SemiBin_121,o__Clostridiales (UID1212),172,261,147,0,260,1,0,0,0,100.0,0.68,0.0,2418,2303,112,genus,0.75,0.71,0.29,0.04,0.08,0.79,0.56,True
SemiBin_123,k__Bacteria (UID203),5449,104,58,75,25,4,0,0,0,32.29,5.17,50.0,960,922,274,family,0.91,0.88,0.09,0.49,1.76,0.62,0.54,True
SemiBin_124,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,384,289,57,class,0.92,0.7,0.45,0.27,0.74,0.64,0.45,True
SemiBin_125,k__Bacteria (UID2329),174,149,89,9,140,0,0,0,0,91.57,0.0,0.0,1201,1005,160,genus,0.62,0.52,0.21,0.62,1.91,0.52,0.27,True
SemiBin_127,o__Bacteroidales (UID2657),160,492,269,12,473,7,0,0,0,96.51,2.42,57.14,2291,2182,111,genus,0.94,0.9,0.19,0.04,0.08,0.81,0.73,True
SemiBin_129,k__Bacteria (UID203),5449,103,57,65,37,1,0,0,0,57.89,1.75,100.0,1012,939,102,genus,0.85,0.79,0.51,0.07,0.16,0.81,0.63,False
SemiBin_13,o__Clostridiales (UID1212),172,263,149,46,215,2,0,0,0,78.86,0.04,0.0,1738,1591,276,family,0.88,0.81,0.09,0.61,3.51,0.61,0.49,True
SemiBin_130,k__Bacteria (UID203),5449,104,58,87,17,0,0,0,0,25.86,0.0,0.0,705,662,174,phylum,0.99,0.93,0.39,0.12,0.26,0.69,0.64,True
