,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,k__Archaea (UID2),207,149,107,134,15,0,0,0,0,3.91,0.0,0.0,739,141,64,kingdom,1.0,0.19,0.0,0.11,0.23,0.35,0.07,True
SemiBin_1,k__Bacteria (UID203),5449,104,58,87,17,0,0,0,0,17.24,0.0,0.0,755,476,209,class,0.77,0.49,0.18,0.55,3.01,0.46,0.23,True
SemiBin_10,k__Bacteria (UID203),5449,104,58,91,13,0,0,0,0,6.99,0.0,0.0,366,291,95,family,0.57,0.45,0.37,0.34,1.17,0.49,0.22,True
SemiBin_100,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1870,774,229,kingdom,1.0,0.41,0.11,0.04,0.09,0.45,0.19,True
SemiBin_102,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,310,236,81,order,0.64,0.48,0.18,0.19,0.52,0.52,0.25,True
SemiBin_103,k__Bacteria (UID203),5449,104,58,100,4,0,0,0,0,6.03,0.0,0.0,263,233,59,class,0.85,0.76,0.18,0.37,1.24,0.51,0.38,True
SemiBin_105,k__Bacteria (UID203),5449,104,58,89,14,1,0,0,0,25.86,1.72,0.0,1007,980,197,genus,0.81,0.78,0.44,0.03,0.06,0.81,0.64,True
SemiBin_106,k__Bacteria (UID2329),174,149,89,20,126,3,0,0,0,82.13,2.25,0.0,614,441,81,class,0.73,0.53,0.13,0.5,2.19,0.46,0.24,True
SemiBin_108,k__Archaea (UID2),207,149,107,102,47,0,0,0,0,30.81,0.0,0.0,658,609,171,kingdom,1.0,0.93,0.35,0.06,0.13,0.62,0.58,True
SemiBin_11,k__Bacteria (UID2565),2921,143,88,91,50,2,0,0,0,23.36,0.13,50.0,409,334,99,class,0.74,0.6,0.08,0.59,3.34,0.49,0.29,True
SemiBin_111,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1216,449,166,kingdom,1.0,0.37,0.0,0.03,0.07,0.42,0.15,True
SemiBin_112,c__Gammaproteobacteria (UID4201),1164,275,174,217,55,3,0,0,0,19.38,1.18,100.0,489,449,104,family,0.84,0.77,0.05,0.15,0.34,0.63,0.48,True
SemiBin_115,k__Bacteria (UID203),5449,104,58,80,23,1,0,0,0,20.69,1.72,0.0,340,320,84,phylum,0.97,0.91,0.48,0.02,0.05,0.57,0.52,False
