sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_49.fa	OTU_97.27418.0	1.0	1.0	2336793	2336793	2336793	1.0	1.0	14	14	14
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_84.fa	OTU_97.45281.1	1.0	1.0	3350616	3350616	3350616	1.0	1.0	1	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_26.fa	OTU_97.22413.1	0.9867969678810737	1.0	2496472	2463511	2463511	0.6	1.0	10	6	6
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_23.fa	OTU_97.44851.0	0.961084101395108	1.0	1734561	1667059	1667059	0.1	1.0	10	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_43.fa	OTU_97.89.0	1.0	1.0	3338085	3338085	3338085	1.0	1.0	2	2	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_47.fa	OTU_97.34382.0	0.9987890075909405	1.0	2563187	2560083	2560083	0.9333333333333333	1.0	15	14	14
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_27.fa	OTU_97.45365.1	0.9949326091179416	1.0	2141536	2130684	2130684	0.7142857142857143	1.0	14	10	10
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_15.fa	OTU_97.7131.0	0.8816814611346183	1.0	2687829	2369809	2369809	0.01818181818181818	1.0	55	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_65.fa	OTU_97.34663.1	1.0	1.0	2658325	2658325	2658325	1.0	1.0	1	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_11.fa	OTU_97.44585.0	0.6912221783205218	0.9913194854097412	4072229	2814815	2839463	0.0055248618784530384	0.5	181	1	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_12.fa	OTU_97.35712.0	0.734151671920713	0.9908497339371561	3950606	2900344	2927128	0.006134969325153374	0.5	163	1	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_17.fa	OTU_97.21926.0	0.9953144721950099	0.9389500077990381	2576444	2564372	2731106	0.9857142857142858	0.7931034482758621	140	138	174
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_20.fa	OTU_97.7131.1	1.0	0.9204263965602325	2286665	2286665	2484354	1.0	0.6543535620052771	248	248	379
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_5.fa	OTU_97.37297.0	0.945163047714279	0.8798852731061002	2476177	2340391	2659882	0.9291044776119403	0.6368286445012787	268	249	391
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_10.fa	OTU_97.7928.0	0.9782913168217638	0.8644438080035872	2372599	2321093	2685071	0.9742857142857143	0.5692821368948247	350	341	599
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_19.fa	OTU_97.45246.0	1.0	0.8620823626621537	1732964	1732964	2010207	1.0	0.5343347639484979	249	249	466
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_9.fa	OTU_97.44237.0	1.0	0.8563601449499799	2211944	2211944	2582960	1.0	0.5542763157894737	337	337	608
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_8.fa	OTU_97.39768.0	0.9964258299502926	0.8105394554367463	2906409	2896021	3572955	0.9932584269662922	0.5193889541715628	445	442	851
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_16.fa	OTU_97.44239.1	0.9946755732469048	0.6860787170711785	1547021	1538784	2242868	0.9884615384615385	0.4015625	260	257	640
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_22.fa	OTU_97.44958.1	1.0	0.6620250209660825	1148577	1148577	1734945	1.0	0.38738738738738737	215	215	555
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_4.fa	OTU_97.34717.0	0.5429908218438552	0.6270689232245803	3450911	1873813	2988209	0.10932475884244373	0.5230769230769231	311	34	65
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi_hash/seed/S12/new_norm/output2/output_recluster_bins/SemiBin_6.fa	OTU_97.19625.0	0.6996735864881	0.5113136178495604	1654956	1157929	2264616	0.6325167037861915	0.2128935532233883	449	284	1334
