,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, o__Clostridiales (UID1375),50, 332, 124,214, 118, 0,0, 0, 0, 27.24,0.00, 0.00,463,455,127,family,0.99,0.97,0.84,0.03,0.07,0.96,0.93,False
bin.100,f__Lachnospiraceae (UID1255), 90, 354, 174, 4,347, 3,0, 0, 0, 97.99,0.96, 0.00,2343,2249,19,genus,0.79,0.75,0.02,0.61,2.39,0.68,0.52,True
bin.103,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,569,468,60,phylum,0.97,0.79,0.77,0.07,0.15,0.66,0.52,False
bin.104,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,297,246,68,phylum,0.96,0.8,0.9,0.47,0.99,0.63,0.5,False
bin.105,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,211,188,17,genus,0.89,0.8,0.26,0.39,1.36,0.76,0.6,True
bin.11, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,249,241,18,genus,0.85,0.82,0.21,0.46,2.1,0.89,0.73,True
bin.112, o__Clostridiales (UID1226), 155, 278, 158, 2,276, 0,0, 0, 0, 98.73,0.00, 0.00,1901,1855,44,kingdom,1.0,0.98,0.0,0.0,0.0,0.87,0.85,True
bin.118, o__Clostridiales (UID1226), 155, 278, 158, 36, 226, 16, 0, 0, 0, 97.78,6.33, 6.25,2984,2856,55,genus,0.79,0.76,0.08,0.7,3.35,0.71,0.54,True
bin.12, root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,299,268,16,genus,0.84,0.75,0.24,0.5,1.16,0.7,0.53,True
bin.122,p__Firmicutes (UID1022), 100, 295, 158, 45, 236, 14, 0, 0, 0, 91.72,3.00,71.43,1866,1842,150,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.95,True
bin.125, o__Clostridiales (UID1212), 172, 261, 147, 10, 251, 0,0, 0, 0, 95.92,0.00, 0.00,1964,1888,89,genus,0.83,0.79,0.1,0.02,0.05,0.79,0.63,True
bin.127,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,515,277,47,order,0.84,0.45,0.33,0.26,0.74,0.62,0.28,True
bin.13, k__Bacteria (UID203),5449,104,58, 92,12, 0,0, 0, 0, 20.69,0.00, 0.00,763,746,215,kingdom,1.0,0.98,0.0,0.0,0.0,0.88,0.86,True
bin.136,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,357,296,67,phylum,0.97,0.8,0.73,0.1,0.21,0.67,0.54,False
bin.14, k__Bacteria (UID203),5449,103,57, 95,8,0,0, 0, 0, 10.53,0.00, 0.00,483,465,112,family,0.97,0.94,0.12,0.1,0.21,0.89,0.83,True
bin.146,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,277,263,31,genus,0.75,0.71,0.27,0.23,0.62,0.85,0.6,True
bin.15, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1263,1071,189,genus,0.87,0.74,0.36,0.12,0.28,0.68,0.51,True
bin.16, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1655,1301,259,order,0.85,0.67,0.33,0.26,0.66,0.61,0.41,True
bin.17,k__Bacteria (UID2329),174, 149,89, 48,98, 3,0, 0, 0, 83.71,3.37,66.67,2081,2021,269,genus,0.93,0.9,0.28,0.05,0.11,0.77,0.69,True
bin.18, o__Selenomonadales (UID1024), 64, 334, 167, 11, 319, 4,0, 0, 0, 96.26,1.80, 0.00,1762,1654,73,class,0.97,0.91,0.19,0.09,0.19,0.74,0.67,True
bin.22,k__Bacteria (UID2372),131, 177, 106, 9,164, 4,0, 0, 0, 93.40,2.83,50.00,1903,1866,175,order,0.98,0.97,0.25,0.02,0.05,0.9,0.87,True
bin.228, k__Archaea (UID2),207, 149, 107,148,1,0,0, 0, 0,0.07,0.00, 0.00,419,223,20,phylum,0.96,0.51,0.19,0.23,0.61,0.48,0.25,True
bin.24, f__Lachnospiraceae (UID1256), 33, 333, 171, 16, 304, 13, 0, 0, 0, 96.31,2.97,23.08,2976,2853,55,order,0.96,0.92,0.56,0.03,0.06,0.76,0.7,False
bin.246,root (UID1), 5656, 56,24, 54,2,0,0, 0, 0,8.33,0.00, 0.00,320,295,21,class,0.97,0.89,0.43,0.03,0.07,0.79,0.7,True
bin.25, k__Bacteria (UID203),5449,104,58, 50,54, 0,0, 0, 0, 79.31,0.00, 0.00,2291,2159,77,genus,0.96,0.91,0.09,0.05,0.11,0.76,0.69,True
bin.26, k__Bacteria (UID203),5449,104,58, 71,32, 1,0, 0, 0, 49.14,1.72,100.00,884,844,202,class,0.97,0.93,0.47,0.09,0.19,0.7,0.65,False
bin.29, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,449,390,82,genus,0.75,0.65,0.56,0.53,2.48,0.75,0.49,False
bin.3,k__Bacteria (UID203),5449,104,58, 65,20, 18, 1, 0, 0, 59.48, 27.59,85.71,2515,2458,435,kingdom,1.0,0.98,0.0,0.0,0.0,0.91,0.89,True
bin.31, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,271,221,28,phylum,0.99,0.8,0.93,0.06,0.12,0.76,0.61,False
bin.32, f__Lachnospiraceae (UID1256), 33, 333, 171, 68, 260, 4,1, 0, 0, 87.19,2.42,71.43,1995,1942,90,genus,0.9,0.87,0.12,0.07,0.15,0.87,0.76,True
bin.33,k__Bacteria (UID2329),174, 149,89, 6,136, 7,0, 0, 0, 94.38,5.73,85.71,1706,1658,205,phylum,0.99,0.96,0.2,0.06,0.12,0.78,0.75,True
bin.38, k__Bacteria (UID203),5449,103,58, 55,34, 14, 0, 0, 0, 64.11, 21.55,35.71,2414,2163,515,family,0.92,0.83,0.59,0.13,0.29,0.79,0.65,False
bin.39, root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,952,821,186,genus,0.75,0.65,0.41,0.24,0.66,0.78,0.51,True
bin.4,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,933,588,149,phylum,0.97,0.61,0.6,0.26,0.69,0.54,0.33,False
bin.40,k__Bacteria (UID2372),131, 177, 106, 5,172, 0,0, 0, 0, 96.23,0.00, 0.00,2313,2072,127,family,0.91,0.82,0.15,0.54,1.76,0.67,0.55,True
