,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_101,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,388,170,52,kingdom,1.0,0.44,0.43,0.05,0.11,0.4,0.17,True
SemiBin_103,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,688,252,46,kingdom,1.0,0.37,0.0,0.0,0.0,0.44,0.16,True
SemiBin_106,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1002,432,174,kingdom,1.0,0.43,0.06,0.03,0.07,0.42,0.18,True
SemiBin_107,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,415,184,9,kingdom,1.0,0.44,0.02,0.03,0.07,0.42,0.19,True
SemiBin_108,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1127,469,54,kingdom,1.0,0.42,0.0,0.03,0.06,0.41,0.17,True
SemiBin_109,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,375,194,50,kingdom,1.0,0.52,0.54,0.07,0.14,0.46,0.24,False
SemiBin_11,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1473,589,204,kingdom,1.0,0.4,0.0,0.06,0.13,0.44,0.17,True
SemiBin_112,o__Rhodospirillales (UID3754),63,336,201,0,322,14,0,0,0,100.0,1.28,92.86,4233,4159,158,kingdom,1.0,0.98,0.0,0.0,0.0,0.84,0.83,True
SemiBin_114,c__Gammaproteobacteria (UID4443),356,448,269,60,383,5,0,0,0,87.67,1.16,40.0,4081,4005,436,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True
SemiBin_115,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,2095,763,249,kingdom,1.0,0.36,0.0,0.03,0.07,0.44,0.16,True
SemiBin_116,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,383,174,57,kingdom,1.0,0.45,0.0,0.06,0.13,0.45,0.2,True
SemiBin_118,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,651,278,119,kingdom,0.99,0.42,0.0,0.0,0.0,0.38,0.16,True
SemiBin_124,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,917,399,101,kingdom,0.99,0.43,0.0,0.0,0.0,0.4,0.17,True
SemiBin_125,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,698,323,90,phylum,0.93,0.43,0.71,0.11,0.25,0.72,0.31,False
SemiBin_126,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,456,173,43,kingdom,0.99,0.38,0.0,0.0,0.0,0.45,0.17,True
SemiBin_129,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,668,206,76,kingdom,1.0,0.31,0.0,0.04,0.08,0.4,0.12,True
SemiBin_13,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1458,613,308,kingdom,1.0,0.42,0.0,0.03,0.07,0.39,0.17,True
SemiBin_130,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,387,170,45,kingdom,1.0,0.44,0.0,0.03,0.06,0.41,0.18,True
SemiBin_131,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,679,530,94,family,0.71,0.56,0.58,0.13,0.29,0.81,0.45,False
SemiBin_133,o__Rhizobiales (UID3447),356,408,244,20,383,5,0,0,0,97.62,1.35,80.0,3941,3795,98,genus,0.83,0.8,0.21,0.07,0.16,0.89,0.71,True
SemiBin_134,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,370,121,43,kingdom,1.0,0.33,0.0,0.0,0.0,0.41,0.13,True
SemiBin_135,o__Rhodospirillales (UID3754),63,336,201,150,183,3,0,0,0,56.43,0.87,33.33,2846,2800,153,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.94,True
SemiBin_136,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,761,306,100,kingdom,1.0,0.4,0.0,0.03,0.05,0.47,0.19,True
SemiBin_137,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,331,154,41,kingdom,1.0,0.47,0.05,0.05,0.11,0.41,0.19,True
SemiBin_138,k__Bacteria (UID203),5449,104,58,71,31,2,0,0,0,43.1,2.59,100.0,1682,1672,336,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.97,True
SemiBin_14,o__Rhizobiales (UID3447),356,408,244,42,363,3,0,0,0,96.07,0.72,100.0,3768,3638,128,family,0.9,0.87,0.35,0.06,0.14,0.88,0.76,True
SemiBin_140,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,492,176,48,kingdom,1.0,0.36,0.0,0.0,0.0,0.43,0.16,True
SemiBin_142,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,225,85,16,kingdom,0.99,0.37,0.0,0.0,0.0,0.4,0.15,True
SemiBin_144,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,269,106,47,kingdom,0.99,0.39,0.0,0.0,0.0,0.39,0.15,True
SemiBin_145,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,393,186,26,kingdom,1.0,0.47,0.0,0.02,0.04,0.42,0.2,True
SemiBin_146,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,375,171,45,kingdom,1.0,0.46,0.14,0.04,0.07,0.42,0.19,True
SemiBin_15,c__Alphaproteobacteria (UID3422),26,529,308,394,134,1,0,0,0,20.48,0.32,0.0,796,745,152,family,0.9,0.84,0.12,0.03,0.06,0.75,0.63,True
SemiBin_152,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,653,239,54,kingdom,0.99,0.36,0.0,0.0,0.0,0.44,0.16,True
SemiBin_155,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1477,579,106,kingdom,1.0,0.39,0.0,0.04,0.09,0.46,0.18,True
SemiBin_157,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,701,264,75,kingdom,1.0,0.38,0.0,0.03,0.06,0.52,0.19,True
SemiBin_159,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,297,283,41,class,0.97,0.92,0.76,0.5,1.09,0.86,0.79,False
SemiBin_16,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,763,565,118,family,0.6,0.44,0.58,0.7,5.43,0.71,0.31,False
SemiBin_160,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,323,104,34,kingdom,1.0,0.32,0.0,0.0,0.0,0.39,0.13,True
SemiBin_164,k__Bacteria (UID203),5449,104,58,99,5,0,0,0,0,3.92,0.0,0.0,535,515,68,family,0.88,0.85,0.61,0.42,1.25,0.85,0.72,False
SemiBin_165,c__Gammaproteobacteria (UID4443),356,448,269,0,445,3,0,0,0,100.0,0.6,33.33,3688,3597,129,class,0.98,0.96,0.19,0.05,0.11,0.74,0.71,True
SemiBin_166,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,290,104,39,kingdom,1.0,0.36,0.0,0.08,0.17,0.42,0.15,True
SemiBin_167,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,290,107,28,kingdom,1.0,0.37,0.0,0.03,0.06,0.41,0.15,True
SemiBin_168,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,336,158,62,kingdom,1.0,0.47,0.0,0.03,0.05,0.42,0.2,True
SemiBin_169,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,664,290,54,kingdom,1.0,0.44,0.0,0.02,0.05,0.42,0.18,True
SemiBin_172,o__Pseudomonadales (UID4679),87,674,364,322,350,2,0,0,0,47.59,0.29,50.0,1274,1252,306,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.97,True
SemiBin_177,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,394,149,48,kingdom,1.0,0.38,0.0,0.02,0.04,0.4,0.15,True
SemiBin_18,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1225,519,230,kingdom,0.99,0.42,0.0,0.0,0.0,0.4,0.17,True
SemiBin_180,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,333,120,36,kingdom,1.0,0.36,0.0,0.09,0.2,0.43,0.16,True
SemiBin_181,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,362,164,32,kingdom,1.0,0.45,0.0,0.05,0.12,0.4,0.18,True
SemiBin_183,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,860,328,101,kingdom,0.98,0.38,0.0,0.0,0.0,0.42,0.16,True
SemiBin_187,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,443,173,57,kingdom,1.0,0.39,0.0,0.07,0.15,0.41,0.16,True
SemiBin_19,c__Gammaproteobacteria (UID4443),356,451,270,40,401,10,0,0,0,90.25,2.96,0.0,2516,2383,291,phylum,0.96,0.91,0.19,0.07,0.16,0.58,0.52,True
SemiBin_194,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,241,112,44,kingdom,0.98,0.46,0.0,0.0,0.0,0.38,0.17,True
SemiBin_198,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,434,108,48,kingdom,1.0,0.25,0.0,0.1,0.22,0.41,0.1,True
SemiBin_2,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,764,259,82,kingdom,1.0,0.34,0.0,0.02,0.05,0.42,0.14,True
SemiBin_20,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,1.25,0.0,0.0,302,286,80,genus,0.61,0.58,0.87,0.21,0.55,0.83,0.48,False
SemiBin_204,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,407,144,29,kingdom,1.0,0.35,0.0,0.02,0.04,0.42,0.15,True
SemiBin_205,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,549,226,76,kingdom,1.0,0.41,0.52,0.08,0.18,0.51,0.21,False
SemiBin_206,s__algicola (UID2846),47,571,303,538,32,1,0,0,0,0.69,0.01,100.0,279,264,52,phylum,0.98,0.92,1.0,0.1,0.21,0.87,0.8,False
SemiBin_207,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1054,385,72,kingdom,0.99,0.36,0.0,0.0,0.0,0.51,0.19,True
SemiBin_209,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,302,285,23,genus,0.82,0.77,0.12,0.06,0.13,0.81,0.63,True
SemiBin_21,k__Bacteria (UID2565),2921,143,88,26,115,2,0,0,0,75.0,1.24,0.0,2131,1656,364,phylum,0.87,0.68,0.07,0.51,2.16,0.46,0.31,True
SemiBin_211,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,300,270,38,phylum,0.99,0.89,1.0,0.03,0.05,0.78,0.69,False
SemiBin_213,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,446,196,66,kingdom,1.0,0.44,0.36,0.15,0.35,0.5,0.22,True
SemiBin_214,o__Sphingomonadales (UID3310),26,569,293,2,559,8,0,0,0,99.59,2.05,0.0,3666,3562,60,order,0.93,0.91,0.46,0.03,0.05,0.74,0.67,False
SemiBin_216,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,383,142,50,kingdom,0.99,0.37,0.0,0.0,0.0,0.42,0.15,True
SemiBin_217,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,494,164,59,kingdom,0.99,0.33,0.0,0.0,0.0,0.4,0.13,True
SemiBin_22,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,924,527,118,genus,0.77,0.44,0.46,0.35,1.13,0.63,0.28,False
SemiBin_221,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,444,70,39,kingdom,1.0,0.16,0.0,0.29,0.69,0.37,0.06,True
SemiBin_222,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,268,90,28,kingdom,0.99,0.33,0.0,0.0,0.0,0.41,0.14,True
SemiBin_223,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,459,165,68,kingdom,1.0,0.36,0.0,0.04,0.09,0.41,0.15,True
SemiBin_224,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,399,185,34,kingdom,1.0,0.46,0.22,0.04,0.09,0.44,0.2,True
SemiBin_225,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,609,213,57,kingdom,1.0,0.35,0.0,0.04,0.08,0.41,0.14,True
