,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,p__Euryarchaeota (UID3),148,188,125,28,136,24,0,0,0,81.87,10.78,66.67,1815,1682,221,kingdom,1.0,0.93,0.36,0.07,0.15,0.62,0.58,True
SemiBin_1,c__Gammaproteobacteria (UID4444),263,498,228,265,227,6,0,0,0,41.99,1.13,83.33,1210,1168,291,kingdom,1.0,0.96,0.0,0.0,0.0,0.77,0.74,True
SemiBin_10,k__Bacteria (UID2982),88,230,148,5,213,12,0,0,0,98.78,5.48,33.33,2523,2282,250,class,0.82,0.74,0.3,0.53,2.42,0.57,0.42,True
SemiBin_100,k__Bacteria (UID2495),2993,147,91,56,88,3,0,0,0,59.73,3.3,33.33,1748,1521,294,order,0.5,0.44,0.63,0.31,0.96,0.53,0.23,False
SemiBin_102,s__algicola (UID2846),47,571,303,345,221,5,0,0,0,37.08,0.54,40.0,609,597,135,genus,0.5,0.49,0.07,0.84,9.53,0.64,0.31,True
SemiBin_103,k__Bacteria (UID203),5449,102,58,93,9,0,0,0,0,13.79,0.0,0.0,570,553,117,kingdom,1.0,0.97,0.0,0.0,0.0,0.78,0.75,True
SemiBin_104,k__Bacteria (UID203),5449,100,54,70,30,0,0,0,0,32.05,0.0,0.0,911,876,150,genus,0.92,0.89,0.42,0.1,0.22,0.77,0.68,True
SemiBin_106,k__Bacteria (UID203),5449,99,53,87,12,0,0,0,0,18.87,0.0,0.0,551,529,119,genus,0.76,0.73,0.74,0.23,0.58,0.74,0.53,False
SemiBin_107,k__Bacteria (UID203),5449,104,58,85,19,0,0,0,0,16.3,0.0,0.0,441,405,107,family,0.77,0.71,0.33,0.25,0.71,0.55,0.39,True
SemiBin_108,k__Bacteria (UID203),5449,102,58,90,12,0,0,0,0,18.97,0.0,0.0,662,604,153,class,0.9,0.82,0.18,0.18,0.42,0.55,0.45,True
SemiBin_109,k__Bacteria (UID203),5449,104,58,63,39,2,0,0,0,48.5,1.88,50.0,1009,964,202,class,0.93,0.89,0.16,0.05,0.12,0.61,0.54,True
SemiBin_11,c__Alphaproteobacteria (UID3305),564,349,230,115,227,7,0,0,0,70.31,1.58,57.14,2525,2400,450,family,0.76,0.72,0.16,0.42,1.59,0.6,0.43,True
SemiBin_111,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,337,128,23,kingdom,1.0,0.38,0.0,0.02,0.05,0.42,0.16,True
SemiBin_112,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,604,259,40,kingdom,1.0,0.43,0.06,0.03,0.06,0.43,0.18,True
SemiBin_113,k__Bacteria (UID203),5449,99,53,97,2,0,0,0,0,1.26,0.0,0.0,862,381,38,kingdom,1.0,0.44,0.06,0.02,0.05,0.43,0.19,True
SemiBin_114,k__Bacteria (UID203),5449,104,58,75,26,2,1,0,0,32.32,5.17,0.0,689,654,128,class,0.94,0.9,0.74,0.06,0.12,0.72,0.65,False
SemiBin_115,c__Gammaproteobacteria (UID4201),1164,275,174,144,129,2,0,0,0,44.18,0.86,50.0,824,776,143,class,0.89,0.84,0.04,0.14,0.33,0.54,0.45,True
SemiBin_116,k__Bacteria (UID1453),901,171,117,77,90,4,0,0,0,43.49,2.64,75.0,844,730,144,phylum,0.82,0.71,0.19,0.46,1.69,0.48,0.34,True
SemiBin_117,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,251,238,63,genus,0.66,0.62,0.72,0.45,1.89,0.69,0.43,False
SemiBin_118,k__Bacteria (UID2566),525,208,136,47,157,4,0,0,0,78.06,2.94,50.0,1345,1282,199,family,0.89,0.85,0.09,0.1,0.22,0.59,0.5,True
SemiBin_119,k__Bacteria (UID203),5449,104,58,6,78,20,0,0,0,90.52,4.7,35.0,1496,1449,89,class,0.95,0.92,0.27,0.03,0.07,0.63,0.58,True
SemiBin_12,k__Bacteria (UID203),5449,104,58,84,20,0,0,0,0,31.03,0.0,0.0,794,786,176,kingdom,1.0,0.99,0.0,0.0,0.0,0.95,0.94,True
SemiBin_121,f__Rhodobacteraceae (UID3340),84,568,330,68,491,9,0,0,0,87.57,1.41,44.44,2189,2138,231,kingdom,1.0,0.98,0.0,0.0,0.0,0.83,0.81,True
SemiBin_123,k__Bacteria (UID3060),138,338,246,35,256,47,0,0,0,86.38,14.77,0.0,1453,1272,85,family,0.5,0.43,0.43,0.28,0.86,0.52,0.23,True
SemiBin_125,k__Archaea (UID2),207,149,107,130,12,7,0,0,0,4.91,0.5,0.0,707,190,93,kingdom,1.0,0.27,0.0,0.13,0.28,0.37,0.1,True
SemiBin_127,s__algicola (UID2846),47,571,303,439,131,1,0,0,0,24.33,0.11,100.0,682,625,186,class,0.88,0.81,0.38,0.11,0.24,0.62,0.5,True
SemiBin_128,k__Archaea (UID2),207,149,107,134,11,4,0,0,0,3.52,0.29,0.0,617,148,69,kingdom,1.0,0.24,0.0,0.09,0.19,0.36,0.09,True
SemiBin_13,k__Bacteria (UID2566),525,208,136,92,92,22,2,0,0,53.63,12.92,46.43,1403,1303,269,phylum,0.97,0.9,0.21,0.02,0.05,0.58,0.53,True
SemiBin_132,k__Bacteria (UID1453),901,171,117,96,64,11,0,0,0,39.76,9.4,72.73,986,846,181,phylum,0.81,0.7,0.12,0.48,1.92,0.46,0.32,True
SemiBin_135,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1364,606,133,kingdom,1.0,0.44,0.38,0.03,0.07,0.48,0.21,True
SemiBin_136,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,301,226,61,family,0.54,0.41,0.53,0.67,4.05,0.51,0.21,False
SemiBin_137,o__Cytophagales (UID2936),47,454,336,183,263,8,0,0,0,58.57,1.35,50.0,1168,1099,191,phylum,0.95,0.89,0.21,0.02,0.04,0.54,0.49,True
SemiBin_138,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,376,350,80,genus,0.48,0.45,0.35,0.52,1.88,0.62,0.28,True
SemiBin_139,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,303,262,80,genus,0.5,0.43,0.52,0.19,0.5,0.57,0.25,False
SemiBin_14,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1832,780,232,kingdom,0.98,0.42,0.0,0.0,0.0,0.44,0.18,True
SemiBin_140,k__Bacteria (UID2566),525,208,136,110,97,1,0,0,0,53.83,0.07,0.0,1159,1102,260,class,0.93,0.89,0.34,0.07,0.15,0.62,0.55,True
SemiBin_141,c__Gammaproteobacteria (UID4274),112,581,290,162,407,12,0,0,0,67.03,2.3,66.67,1172,1073,125,class,0.89,0.82,0.08,0.16,0.4,0.53,0.44,True
