,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_1,k__Bacteria (UID3187),2258,188,117,157,31,0,0,0,0,17.93,0.0,0.0,920,807,260,phylum,0.81,0.71,0.09,0.67,3.34,0.51,0.36,True
SemiBin_10,k__Bacteria (UID203),5449,104,58,91,12,1,0,0,0,19.83,1.72,100.0,955,875,218,order,0.76,0.7,0.56,0.15,0.34,0.89,0.62,False
SemiBin_100,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,514,395,112,order,0.61,0.46,0.39,0.63,4.63,0.62,0.29,True
SemiBin_101,k__Bacteria (UID2982),88,230,148,156,72,1,1,0,0,33.2,1.35,25.0,1069,967,258,class,0.85,0.77,0.42,0.12,0.28,0.79,0.6,True
SemiBin_102,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,1188,935,214,kingdom,1.0,0.79,0.23,0.11,0.25,0.66,0.52,True
SemiBin_104,k__Bacteria (UID203),5449,104,58,79,25,0,0,0,0,39.66,0.0,0.0,2208,2067,497,order,0.76,0.71,0.33,0.08,0.19,0.7,0.49,True
SemiBin_105,k__Bacteria (UID203),5449,104,58,83,21,0,0,0,0,32.76,0.0,0.0,1417,1350,331,phylum,0.93,0.89,0.54,0.04,0.09,0.8,0.71,False
SemiBin_106,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,304,232,68,order,0.55,0.42,0.29,0.55,3.2,0.58,0.24,True
SemiBin_107,k__Bacteria (UID2982),88,230,148,106,117,7,0,0,0,56.08,3.04,14.29,2683,2370,497,family,0.75,0.66,0.41,0.05,0.11,0.85,0.56,True
SemiBin_108,k__Bacteria (UID203),5449,104,58,102,2,0,0,0,0,3.45,0.0,0.0,254,241,71,genus,0.85,0.81,0.75,0.04,0.08,0.76,0.62,False
SemiBin_109,k__Bacteria (UID3187),2258,187,116,60,122,5,0,0,0,61.38,3.88,60.0,2498,2419,458,class,0.9,0.87,0.46,0.04,0.08,0.82,0.71,False
SemiBin_11,k__Bacteria (UID1452),924,151,101,44,106,1,0,0,0,70.18,0.99,100.0,2742,2373,411,order,0.57,0.5,0.2,0.17,0.43,0.61,0.3,True
SemiBin_110,k__Bacteria (UID203),5449,104,58,85,19,0,0,0,0,19.91,0.0,0.0,1420,1302,326,order,0.75,0.69,0.57,0.06,0.12,0.75,0.51,False
SemiBin_111,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,233,207,48,order,0.66,0.59,0.74,0.34,1.05,0.81,0.48,False
SemiBin_113,p__Actinobacteria (UID1454),732,199,116,161,36,2,0,0,0,16.4,0.86,0.0,878,761,223,genus,0.6,0.52,0.31,0.45,2.02,0.6,0.31,True
SemiBin_114,k__Bacteria (UID3187),2258,188,117,122,66,0,0,0,0,36.76,0.0,0.0,1740,1492,427,family,0.77,0.66,0.27,0.29,0.74,0.61,0.4,True
SemiBin_116,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,369,310,86,order,0.54,0.46,0.31,0.1,0.21,0.75,0.34,True
SemiBin_117,k__Bacteria (UID203),5449,104,58,99,5,0,0,0,0,3.1,0.0,0.0,845,589,211,class,0.75,0.52,0.4,0.72,5.88,0.58,0.3,True
SemiBin_118,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,515,383,122,phylum,0.84,0.63,0.28,0.46,2.1,0.54,0.34,True
SemiBin_119,k__Bacteria (UID2982),88,230,148,101,123,6,0,0,0,56.08,3.08,66.67,1747,1583,347,class,0.82,0.75,0.24,0.14,0.34,0.71,0.53,True
