sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_96.fa	OTU_97.34663.1	0.9549602495347088	1.0	2783741	2658362	2658362	0.043478260869565216	1.0	23	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_2.fa	OTU_97.31175.0	0.4941244114212031	1.0	4730675	2337542	2337542	0.006607929515418502	1.0	454	3	3
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_112.fa	OTU_97.34382.0	0.9986949090531811	1.0	2563806	2560460	2560460	0.9	1.0	10	9	9
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_117.fa	OTU_97.45281.1	1.0	1.0	3350617	3350617	3350617	1.0	1.0	1	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_85.fa	OTU_97.44239.1	0.9650677637025384	1.0	2361515	2279022	2279022	0.3333333333333333	1.0	6	2	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_130.fa	OTU_97.41740.0	1.0	1.0	2758606	2758606	2758606	1.0	1.0	1	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_137.fa	OTU_97.45246.0	1.0	1.0	2036326	2036326	2036326	1.0	1.0	1	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_25.fa	OTU_97.30815.1	0.836029764135948	1.0	3372112	2819186	2819186	0.012195121951219513	1.0	164	2	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_160.fa	OTU_97.42356.0	1.0	1.0	2093215	2093215	2093215	1.0	1.0	1	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_17.fa	OTU_97.40239.0	0.9294347262310149	1.0	3283754	3052035	3052035	0.02	1.0	50	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_177.fa	OTU_97.36161.1	1.0	1.0	3432997	3432997	3432997	1.0	1.0	1	1	1
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_91.fa	OTU_97.44564.0	0.9984381987262482	0.9997945292290547	1793442	1790641	1791009	0.9583333333333334	0.9583333333333334	24	23	24
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_89.fa	OTU_97.37290.0	1.0	0.9991786759625831	2788324	2788324	2790616	1.0	0.9787234042553191	46	46	47
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_16.fa	OTU_97.34717.0	0.5476506817189997	0.9990343924144971	5455987	2987975	2990863	0.0025575447570332483	0.5	391	1	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_33.fa	OTU_97.45365.1	1.0	0.9969613301191418	2122423	2122423	2128892	1.0	0.875	42	42	48
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_100.fa	OTU_97.37297.0	0.9877039160776993	0.9955157000899025	2699640	2666445	2678456	0.5	0.9090909090909091	20	10	11
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_0.fa	OTU_97.34817.0	1.0	0.9943107899297537	2540476	2540476	2555012	1.0	0.9242424242424242	122	122	132
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_46.fa	OTU_97.45429.0	0.9793726722835108	0.9932544421593128	2154472	2110031	2124361	0.8728813559322034	0.8803418803418803	118	103	117
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_48.fa	OTU_97.35920.0	0.5714028268587296	0.9926825696738996	4899785	2799751	2820389	0.012048192771084338	0.5	83	1	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_4.fa	OTU_97.38699.0	0.9725993854000083	0.991706318990261	3038399	2955145	2979859	0.045454545454545456	0.3333333333333333	22	1	3
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_53.fa	OTU_97.44585.0	0.665338423173744	0.9913180858654409	4230650	2814814	2839466	0.0035087719298245615	0.5	285	1	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_5.fa	OTU_97.35712.0	0.530123199367151	0.9908329028890328	5471132	2900374	2927208	0.005714285714285714	0.5	175	1	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_57.fa	OTU_97.37770.0	0.9881577778240939	0.983341984367009	1823222	1801631	1832151	0.9120879120879121	0.8383838383838383	91	83	99
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_44.fa	OTU_97.119.0	0.9939618491454396	0.9807899395959175	1894951	1883509	1920400	0.9797979797979798	0.8584070796460177	99	97	113
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_84.fa	OTU_97.44712.0	0.6785695735960731	0.9658329939726157	3369317	2286316	2367196	0.6304347826086957	0.8787878787878788	46	29	33
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_35.fa	OTU_97.34821.0	1.0	0.9536340040428752	2694223	2694223	2825217	1.0	0.76875	123	123	160
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_36.fa	OTU_97.44237.0	1.0	0.9138861358881181	2365215	2365215	2588085	1.0	0.6376237623762376	322	322	505
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_38.fa	OTU_97.5189.0	0.999414821606041	0.903363284336644	4622522	4619817	5114019	0.9983766233766234	0.6029411764705882	616	615	1020
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_7.fa	OTU_97.513.0	0.9995415704234798	0.9020402232889612	6105627	6102828	6765583	0.9987951807228915	0.6233082706766917	830	829	1330
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_21.fa	OTU_97.31367.0	0.975813879099728	0.8989214720491625	1813230	1769375	1968331	0.9330543933054394	0.5822454308093995	239	223	383
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_13.fa	OTU_97.7408.0	0.9823663135562759	0.8938932179897094	1251922	1229846	1375831	0.9606741573033708	0.6333333333333333	178	171	270
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_26.fa	OTU_97.710.0	1.0	0.8616905340128687	3627662	3627662	4209936	1.0	0.7534883720930232	162	162	215
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_29.fa	OTU_97.34702.0	0.5315454182055933	0.6665130703514214	3006966	1598339	2398061	0.2558139534883721	0.5116279069767442	258	66	129
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_32.fa	OTU_97.34716.0	0.947593517471997	0.6449602732595238	1945599	1843637	2858528	0.8901960784313725	0.42830188679245285	255	227	530
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_63.fa	OTU_97.32419.1	0.9759489585079278	0.5639649744769455	1366261	1333401	2364333	0.07692307692307693	0.5	13	1	2
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_3.fa	OTU_97.34913.0	0.8482723739725446	0.5563534913662851	1532305	1299812	2336306	0.23809523809523808	0.6	63	15	25
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_14.fa	OTU_97.989.0	1.0	0.4720707982578411	1766175	1766175	3741335	1.0	0.18708333333333332	449	449	2400
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_10.fa	OTU_97.34073.0	0.9779688202005247	0.4377090625506295	859146	840218	1919581	0.9734513274336283	0.17944535073409462	226	220	1226
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_8.fa	OTU_97.42098.0	0.8384063441790807	0.4296425490623174	1303368	1092752	2543398	0.838006230529595	0.16739265712507778	321	269	1607
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_19.fa	OTU_97.1426.0	0.9309627931028216	0.42161584062882707	3026455	2817517	6682664	0.9078104993597952	0.17002398081534773	781	709	4170
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_11.fa	OTU_97.7441.0	0.9831967022392888	0.4142900562682075	1332298	1309911	3161821	0.9761904761904762	0.16523929471032744	336	328	1985
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_1.fa	OTU_97.34913.0	0.5407387046158427	0.34354189904918275	1484301	802619	2336306	0.020134228187919462	0.12	149	3	25
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_30.fa	OTU_97.34702.0	0.5223056736946883	0.31530974399733785	1447681	756132	2398061	0.3333333333333333	0.34108527131782945	132	44	129
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_47.fa	OTU_97.36183.0	0.7120551871905493	0.27915384620841965	1105184	786952	2819062	0.15	0.3409090909090909	100	15	44
gsa	/public/home/pansj/abundance_estimation/CAMI2/Airways/multi_to_multi/strobealign/7/new_norm/output3/output_recluster_bins/SemiBin_42.fa	OTU_97.37297.1	0.3837827237396186	0.2724743125728305	2070286	794540	2916018	0.016736401673640166	0.3076923076923077	239	4	13
