,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,k__Bacteria (UID203),5449,104,58,101,3,0,0,0,0,4.31,0.0,0.0,921,866,172,family,0.95,0.89,0.66,0.08,0.17,0.93,0.83,False
SemiBin_1,root (UID1),5656,56,24,53,3,0,0,0,0,12.5,0.0,0.0,458,435,94,family,0.67,0.63,0.44,0.49,1.16,0.63,0.4,True
SemiBin_10,c__Gammaproteobacteria (UID4443),356,448,269,56,387,5,0,0,0,88.07,1.43,20.0,3280,3149,440,genus,0.89,0.85,0.34,0.09,0.2,0.76,0.65,True
SemiBin_102,k__Archaea (UID2),207,149,107,139,10,0,0,0,0,3.47,0.0,0.0,588,207,129,kingdom,1.0,0.35,0.0,0.06,0.13,0.37,0.13,True
SemiBin_104,k__Bacteria (UID203),5449,102,58,86,16,0,0,0,0,12.59,0.0,0.0,385,356,92,genus,0.46,0.42,0.41,0.21,0.58,0.57,0.24,True
SemiBin_105,c__Gammaproteobacteria (UID4443),356,451,270,278,164,9,0,0,0,30.61,1.28,55.56,706,700,125,order,0.99,0.98,0.17,0.05,0.11,0.95,0.93,True
SemiBin_106,k__Bacteria (UID203),5449,104,58,87,17,0,0,0,0,18.03,0.0,0.0,635,580,164,genus,0.63,0.58,0.92,0.11,0.25,0.78,0.45,False
SemiBin_108,c__Gammaproteobacteria (UID4201),1164,275,174,187,88,0,0,0,0,32.9,0.0,0.0,677,621,123,class,0.88,0.81,0.07,0.17,0.41,0.53,0.43,True
SemiBin_109,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,318,107,43,kingdom,1.0,0.34,0.0,0.0,0.0,0.51,0.17,True
SemiBin_11,k__Bacteria (UID2569),434,278,186,142,134,2,0,0,0,54.95,1.08,50.0,1340,1245,304,phylum,0.96,0.89,0.44,0.03,0.06,0.54,0.48,True
SemiBin_111,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,405,368,99,family,0.52,0.47,0.48,0.67,3.67,0.61,0.29,False
SemiBin_112,k__Bacteria (UID203),5449,104,58,89,15,0,0,0,0,19.31,0.0,0.0,509,438,116,phylum,0.89,0.77,0.64,0.12,0.28,0.5,0.39,False
SemiBin_114,k__Bacteria (UID1453),901,171,117,93,78,0,0,0,0,31.86,0.0,0.0,491,440,82,order,0.51,0.46,0.23,0.53,2.63,0.52,0.24,True
SemiBin_115,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,514,228,57,kingdom,1.0,0.44,0.0,0.0,0.0,0.45,0.2,True
SemiBin_116,k__Bacteria (UID203),5449,104,58,79,25,0,0,0,0,28.42,0.0,0.0,892,830,187,class,0.78,0.73,0.32,0.07,0.16,0.64,0.46,True
SemiBin_118,k__Bacteria (UID203),5449,104,58,92,12,0,0,0,0,16.38,0.0,0.0,292,281,58,phylum,0.95,0.91,0.98,0.18,0.42,0.88,0.8,False
SemiBin_119,k__Bacteria (UID203),5449,104,58,94,10,0,0,0,0,12.93,0.0,0.0,340,336,91,phylum,0.98,0.96,0.79,0.13,0.3,0.58,0.56,False
SemiBin_12,root (UID1),5656,56,24,54,2,0,0,0,0,8.33,0.0,0.0,590,574,113,class,0.98,0.96,0.55,0.05,0.1,0.72,0.69,False
SemiBin_120,k__Bacteria (UID203),5449,104,58,93,11,0,0,0,0,4.86,0.0,0.0,399,369,95,kingdom,1.0,0.92,0.55,0.04,0.08,0.66,0.61,False
SemiBin_124,k__Bacteria (UID203),5449,104,58,87,17,0,0,0,0,11.21,0.0,0.0,270,252,75,phylum,0.95,0.89,0.66,0.08,0.16,0.55,0.49,False
SemiBin_125,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,218,185,65,family,0.55,0.47,0.24,0.34,1.18,0.48,0.22,True
SemiBin_126,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,332,171,46,order,0.82,0.42,0.63,0.28,0.83,0.64,0.27,False
SemiBin_127,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,684,274,74,kingdom,0.99,0.4,0.0,0.0,0.0,0.42,0.17,True
SemiBin_129,k__Archaea (UID2),207,149,107,139,9,1,0,0,0,4.34,0.07,0.0,408,160,75,kingdom,1.0,0.39,0.0,0.08,0.18,0.37,0.15,True
SemiBin_13,k__Bacteria (UID203),5449,104,58,82,20,2,0,0,0,34.48,2.59,100.0,678,648,152,phylum,0.96,0.92,0.11,0.02,0.04,0.54,0.5,True
SemiBin_135,k__Archaea (UID2),207,149,107,121,28,0,0,0,0,16.82,0.0,0.0,522,453,136,phylum,0.97,0.84,0.28,0.04,0.08,0.63,0.53,True
SemiBin_136,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,279,212,61,phylum,0.89,0.67,0.59,0.07,0.16,0.61,0.41,False
SemiBin_139,p__Euryarchaeota (UID3),148,188,125,128,59,1,0,0,0,35.7,0.8,100.0,787,744,190,kingdom,1.0,0.95,0.26,0.04,0.09,0.87,0.82,True
SemiBin_141,k__Bacteria (UID1453),901,171,117,114,50,7,0,0,0,30.37,5.98,0.0,516,483,95,class,0.92,0.86,0.86,0.11,0.24,0.71,0.61,False
SemiBin_142,o__Cytophagales (UID2936),47,454,336,264,187,3,0,0,0,43.25,0.89,33.33,912,858,178,phylum,0.95,0.89,0.39,0.03,0.06,0.55,0.49,True
SemiBin_143,root (UID1),5656,56,24,54,2,0,0,0,0,8.33,0.0,0.0,533,524,112,genus,0.98,0.96,0.12,0.27,0.65,0.69,0.66,True
SemiBin_144,p__Cyanobacteria (UID2192),79,584,458,137,446,1,0,0,0,74.14,0.22,0.0,1242,1223,32,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.96,True
SemiBin_146,k__Bacteria (UID203),5449,104,58,79,13,12,0,0,0,22.95,9.72,75.0,798,719,162,family,0.61,0.55,0.34,0.18,0.47,0.53,0.29,True
SemiBin_147,k__Bacteria (UID2569),434,278,186,215,62,1,0,0,0,17.76,0.54,0.0,374,325,100,phylum,0.94,0.82,0.26,0.05,0.1,0.54,0.44,True
SemiBin_148,k__Bacteria (UID203),5449,104,58,87,14,3,0,0,0,15.97,3.45,0.0,506,492,84,class,0.96,0.93,0.73,0.09,0.2,0.77,0.72,False
SemiBin_149,k__Archaea (UID2),207,148,106,143,5,0,0,0,0,2.27,0.0,0.0,236,66,41,kingdom,1.0,0.28,0.0,0.12,0.27,0.37,0.1,True
SemiBin_15,k__Bacteria (UID203),5449,104,58,67,34,3,0,0,0,46.47,4.31,66.67,967,876,173,class,0.92,0.83,0.14,0.07,0.16,0.57,0.48,True
SemiBin_150,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,485,460,109,genus,0.57,0.54,0.69,0.57,2.17,0.72,0.39,False
SemiBin_152,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,323,132,49,kingdom,0.99,0.41,0.0,0.0,0.0,0.41,0.17,True
SemiBin_154,c__Gammaproteobacteria (UID4761),52,693,297,608,81,4,0,0,0,6.08,0.13,50.0,355,347,54,order,0.98,0.96,0.57,0.02,0.04,0.96,0.92,False
SemiBin_155,k__Bacteria (UID203),5449,104,58,89,15,0,0,0,0,21.55,0.0,0.0,617,588,117,class,0.92,0.88,0.35,0.18,0.42,0.55,0.49,True
SemiBin_156,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,475,175,95,kingdom,0.99,0.37,0.0,0.0,0.0,0.4,0.15,True
SemiBin_157,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,373,142,19,kingdom,1.0,0.38,0.0,0.04,0.07,0.42,0.16,True
SemiBin_16,k__Archaea (UID2),207,149,107,111,37,1,0,0,0,26.53,0.47,100.0,491,467,114,phylum,0.93,0.89,0.69,0.03,0.06,0.91,0.81,False
SemiBin_162,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,290,248,62,family,0.5,0.43,0.36,0.58,3.25,0.55,0.24,True
SemiBin_169,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,555,426,109,phylum,0.88,0.67,0.26,0.15,0.36,0.48,0.32,True
SemiBin_17,c__Gammaproteobacteria (UID4442),899,312,185,104,202,6,0,0,0,63.41,1.32,66.67,1296,1221,205,class,0.91,0.86,0.07,0.15,0.35,0.55,0.47,True
SemiBin_170,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,435,157,55,kingdom,1.0,0.36,0.0,0.04,0.09,0.41,0.15,True
SemiBin_173,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,379,163,56,kingdom,0.99,0.42,0.0,0.0,0.0,0.42,0.18,True
SemiBin_175,c__Gammaproteobacteria (UID4444),263,507,232,457,48,2,0,0,0,1.56,0.05,100.0,376,360,68,class,0.97,0.93,0.89,0.07,0.14,0.92,0.86,False
SemiBin_177,k__Bacteria (UID203),5449,104,58,79,24,1,0,0,0,28.68,1.72,100.0,530,506,125,phylum,0.98,0.93,0.81,0.08,0.18,0.58,0.54,False
SemiBin_178,k__Bacteria (UID2495),2993,147,91,58,84,5,0,0,0,58.34,4.95,40.0,761,751,125,kingdom,1.0,0.99,0.0,0.0,0.0,0.84,0.83,True
SemiBin_18,k__Bacteria (UID203),5449,104,58,90,14,0,0,0,0,24.14,0.0,0.0,2235,2203,478,kingdom,1.0,0.99,0.0,0.0,0.0,0.94,0.92,True
SemiBin_183,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,746,681,165,family,0.49,0.45,0.18,0.76,6.29,0.55,0.25,True
SemiBin_19,c__Gammaproteobacteria (UID4443),356,451,270,236,209,6,0,0,0,45.58,0.7,83.33,1099,1088,187,genus,0.89,0.88,0.82,0.17,0.39,0.9,0.79,False
SemiBin_197,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,289,104,41,kingdom,0.98,0.35,0.0,0.0,0.0,0.42,0.15,True
SemiBin_2,p__Euryarchaeota (UID3),148,188,125,132,56,0,0,0,0,28.69,0.0,0.0,512,463,128,kingdom,1.0,0.9,0.14,0.07,0.14,0.62,0.56,True
SemiBin_20,root (UID1),5656,56,24,54,2,0,0,0,0,8.33,0.0,0.0,423,367,115,kingdom,1.0,0.87,0.59,0.06,0.13,0.52,0.45,False
SemiBin_21,k__Bacteria (UID203),5449,103,57,90,13,0,0,0,0,5.15,0.0,0.0,496,459,127,genus,0.56,0.52,0.91,0.43,1.55,0.71,0.37,False
