,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_1,f__Lachnospiraceae (UID1256),33,333,171,164,168,1,0,0,0,50.04,0.06,100.0,1204,1184,257,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.96,True
SemiBin_10,f__Lachnospiraceae (UID1256),33,333,171,277,56,0,0,0,0,14.42,0.0,0.0,545,537,132,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.96,True
SemiBin_11,o__Selenomonadales (UID1024),64,334,167,12,316,5,1,0,0,94.21,3.09,50.0,2360,2304,298,kingdom,1.0,0.98,0.0,0.0,0.0,0.94,0.92,True
SemiBin_111,p__Bacteroidetes (UID2605),350,314,208,12,300,2,0,0,0,95.19,0.96,0.0,2247,2213,14,family,0.96,0.95,0.05,0.04,0.08,0.94,0.89,True
SemiBin_12,p__Actinobacteria (UID2112),31,211,124,47,160,4,0,0,0,68.23,2.69,25.0,1550,1524,275,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
SemiBin_13,o__Bacteroidales (UID2657),160,492,269,288,202,2,0,0,0,41.87,0.37,100.0,1480,1461,380,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
SemiBin_14,o__Clostridiales (UID1212),172,263,149,38,223,2,0,0,0,82.53,0.5,0.0,1760,1628,169,class,0.94,0.87,0.1,0.47,0.99,0.64,0.56,True
SemiBin_16,o__Bacteroidales (UID2657),160,492,269,245,247,0,0,0,0,51.95,0.0,0.0,1679,1640,423,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.94,True
SemiBin_17,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,212,185,30,genus,0.73,0.64,0.42,0.71,5.98,0.71,0.45,True
SemiBin_170,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,356,233,11,order,0.88,0.58,0.31,0.04,0.08,0.88,0.51,True
SemiBin_19,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,552,390,59,phylum,0.96,0.68,0.79,0.05,0.11,0.59,0.4,False
SemiBin_2,o__Bacteroidales (UID2654),163,485,265,73,405,7,0,0,0,89.16,1.31,42.86,3012,2927,393,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.94,True
SemiBin_20,k__Bacteria (UID2372),131,177,106,14,158,5,0,0,0,95.55,2.59,0.0,1779,1676,120,class,0.96,0.91,0.15,0.29,0.82,0.66,0.59,True
SemiBin_21,o__Bacteroidales (UID2621),198,427,260,176,249,2,0,0,0,62.73,0.77,0.0,2012,1982,437,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True
SemiBin_22,k__Bacteria (UID2372),131,177,106,1,176,0,0,0,0,99.06,0.0,0.0,2241,2170,110,class,0.98,0.95,0.23,0.08,0.18,0.94,0.89,True
SemiBin_24,f__Lachnospiraceae (UID1256),33,333,171,101,226,6,0,0,0,68.0,1.47,33.33,1654,1607,311,family,0.98,0.95,0.16,0.04,0.08,0.98,0.93,True
SemiBin_26,k__Bacteria (UID203),5449,102,56,90,11,1,0,0,0,2.14,0.16,0.0,905,845,133,genus,0.72,0.67,0.37,0.09,0.19,0.91,0.62,True
SemiBin_27,o__Clostridiales (UID1212),172,263,149,45,217,1,0,0,0,80.09,0.67,0.0,1759,1711,229,family,0.95,0.93,0.25,0.02,0.05,0.97,0.9,True
