,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, k__Bacteria (UID203),5449,104,58, 92,12,0,0,0, 0, 20.69,0.00, 0.00,944,875,252,phylum,0.94,0.87,0.33,0.21,0.53,0.63,0.55,True
bin.1, c__Gammaproteobacteria (UID4443),356, 451, 270,156, 230,62, 2,1, 0, 64.30, 18.58, 5.41,3513,3258,605,class,0.89,0.83,0.16,0.35,1.1,0.53,0.44,True
bin.100,k__Bacteria (UID2982), 88, 229, 147,141,87,1,0,0, 0, 42.68,0.68, 0.00,1129,1007,287,phylum,0.9,0.8,0.45,0.41,1.48,0.53,0.43,False
bin.101, k__Bacteria (UID203),5449,103,57, 9, 70,22, 2,0, 0, 85.96, 15.87, 3.57,1757,1581,155,phylum,0.8,0.72,0.39,0.64,2.94,0.5,0.36,True
bin.102, p__Euryarchaeota (UID3), 148, 188, 125, 31, 155,2,0,0, 0, 77.60,0.19,50.00,1862,1528,204,phylum,0.93,0.76,0.34,0.06,0.14,0.56,0.43,True
bin.107, c__Gammaproteobacteria (UID4444),263, 498, 228, 70, 274, 146, 7,1, 0, 91.08, 37.72,32.37,3656,3466,552,order,0.84,0.8,0.17,0.07,0.15,0.64,0.51,True
bin.108, k__Bacteria (UID203),5449,104,58, 97,7, 0,0,0, 0,5.64,0.00, 0.00,348,312,79,family,0.64,0.57,0.39,0.24,0.67,0.62,0.36,True
bin.109,k__Bacteria (UID2982), 88, 230, 148, 42, 181,7,0,0, 0, 85.84,4.05,85.71,2697,2432,452,family,0.7,0.63,0.26,0.54,2.35,0.57,0.36,True
bin.111, k__Bacteria (UID203),5449,104,58, 78,21,4,1,0, 0, 39.66, 10.34, 0.00,974,900,211,phylum,0.93,0.86,0.55,0.06,0.14,0.56,0.48,False
bin.112, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,309,294,80,genus,0.61,0.58,0.56,0.52,2.13,0.67,0.39,False
bin.115,k__Bacteria (UID2569),434, 278, 186, 80, 194,4,0,0, 0, 67.81,1.25,50.00,1567,1424,334,phylum,0.96,0.87,0.06,0.04,0.09,0.53,0.46,True
bin.120, p__Euryarchaeota (UID3), 148, 188, 125, 34, 131,22, 1,0, 0, 78.00, 13.97,76.00,1490,1430,228,kingdom,1.0,0.96,0.42,0.04,0.09,0.88,0.85,True
bin.121, c__Gammaproteobacteria (UID4444),263, 507, 232,382, 116,9,0,0, 0, 18.18,0.13,11.11,905,894,214,family,0.94,0.93,0.8,0.04,0.08,0.97,0.9,False
bin.123,k__Bacteria (UID2569),434, 278, 186,196,81,1,0,0, 0, 31.81,0.54, 0.00,986,931,254,phylum,0.92,0.87,0.59,0.06,0.13,0.58,0.51,False
bin.125, c__Gammaproteobacteria (UID4761), 52, 693, 297,129, 534,30, 0,0, 0, 86.70,4.75,70.00,3587,3515,359,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True
bin.13,k__Bacteria (UID203),5449,104,58, 69,23,12, 0,0, 0, 50.86, 18.97, 8.33,967,912,175,phylum,0.93,0.87,0.72,0.03,0.05,0.54,0.47,False
bin.130, k__Bacteria (UID203),5449,104,58, 79,13,7,1,0, 4, 36.21, 36.21, 7.14,1028,988,148,phylum,0.96,0.92,0.57,0.03,0.06,0.74,0.68,False
bin.131, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,235,201,56,family,0.5,0.43,0.45,0.62,4.11,0.51,0.22,True
bin.132,p__Cyanobacteria (UID2143), 129, 472, 368,244, 224,4,0,0, 0, 44.45,1.09,75.00,1084,1064,182,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True
bin.133, k__Bacteria (UID203),5449,104,58, 78,16,10, 0,0, 0, 40.52, 16.38, 0.00,1824,1665,366,phylum,0.93,0.85,0.49,0.14,0.34,0.52,0.44,False
bin.134,k__Archaea (UID2),207, 149, 107,132,15,2,0,0, 0,4.45,0.14, 0.00,443,137,77,kingdom,1.0,0.31,0.0,0.14,0.31,0.41,0.13,True
bin.135, k__Bacteria (UID203),5449,104,58, 81,23,0,0,0, 0, 27.59,0.00, 0.00,428,368,102,phylum,0.92,0.79,0.7,0.06,0.13,0.51,0.4,False
bin.136, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,1176,436,73,kingdom,1.0,0.37,0.0,0.04,0.09,0.42,0.15,True
bin.139, c__Gammaproteobacteria (UID4201),1164,275, 174, 91, 171,13, 0,0, 0, 61.73,3.23,15.38,878,820,90,phylum,0.94,0.88,0.09,0.03,0.06,0.52,0.45,True
bin.140, k__Bacteria (UID203),5449,103,57,102,1, 0,0,0, 0,1.75,0.00, 0.00,1091,504,100,kingdom,1.0,0.46,0.0,0.03,0.07,0.42,0.19,True
bin.141, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,358,121,15,kingdom,1.0,0.34,0.0,0.02,0.05,0.43,0.14,True
bin.144, k__Bacteria (UID203),5449,104,58, 64,37,3,0,0, 0, 56.90,5.17, 0.00,1246,1140,145,phylum,0.93,0.85,0.31,0.04,0.08,0.54,0.46,True
bin.145,k__Archaea (UID2),207, 149, 107,131,17,1,0,0, 0, 12.22,0.93, 0.00,630,393,132,kingdom,1.0,0.62,0.42,0.43,0.96,0.48,0.3,True
bin.147, k__Bacteria (UID203),5449,104,58, 80,22,2,0,0, 0, 36.90,3.45,50.00,902,807,117,phylum,0.93,0.83,0.42,0.06,0.12,0.53,0.44,True
bin.148,k__Bacteria (UID2569),434, 278, 186, 23, 240,15, 0,0, 0, 89.78,5.87,13.33,1549,1487,53,phylum,0.95,0.91,0.13,0.03,0.06,0.57,0.52,True
bin.150, root (UID1), 5656, 56,24, 54,2, 0,0,0, 0,8.33,0.00, 0.00,715,647,174,family,0.66,0.6,0.27,0.69,4.91,0.64,0.38,True
bin.153, k__Bacteria (UID203),5449,104,58, 74,29,1,0,0, 0, 42.24,1.72, 0.00,1175,1030,220,family,0.53,0.46,0.45,0.52,2.38,0.5,0.23,False
bin.154, k__Bacteria (UID203),5449,104,58, 94,10,0,0,0, 0, 15.52,0.00, 0.00,1318,1240,289,family,0.85,0.8,0.44,0.24,0.58,0.68,0.54,True
bin.155, k__Bacteria (UID203),5449,103,58, 97,6, 0,0,0, 0, 10.34,0.00, 0.00,403,380,87,family,0.88,0.83,1.0,0.06,0.13,0.7,0.58,False
bin.156, k__Bacteria (UID203),5449, 99,53, 63,24,11, 0,0, 1, 48.80, 24.53, 0.00,1979,1775,439,phylum,0.9,0.81,0.73,0.21,0.51,0.57,0.46,False
bin.157,k__Bacteria (UID2495),2993,147,91, 84,55,4,4,0, 0, 24.16,3.88,31.25,463,445,79,phylum,0.94,0.9,0.51,0.12,0.28,0.56,0.51,False
