,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,539,533,110,phylum,1.0,0.99,1.0,0.05,0.11,0.92,0.91,False
SemiBin_1,p__Euryarchaeota (UID3),148,188,125,118,67,3,0,0,0,35.44,1.6,100.0,787,653,202,phylum,0.94,0.78,0.44,0.05,0.1,0.6,0.47,True
SemiBin_10,o__Cytophagales (UID2936),47,454,336,215,230,9,0,0,0,49.36,1.94,55.56,1194,1112,228,phylum,0.94,0.87,0.22,0.02,0.05,0.56,0.49,True
SemiBin_100,p__Euryarchaeota (UID3),148,188,125,116,71,1,0,0,0,40.9,0.8,0.0,909,755,225,phylum,0.93,0.77,0.18,0.04,0.08,0.55,0.42,True
SemiBin_101,s__algicola (UID2846),47,571,303,196,353,22,0,0,0,67.28,4.34,18.18,1272,1217,164,class,0.94,0.9,0.06,0.05,0.11,0.61,0.54,True
SemiBin_102,k__Archaea (UID2),207,149,107,133,16,0,0,0,0,13.71,0.0,0.0,296,268,71,genus,0.76,0.69,0.85,0.05,0.11,0.72,0.49,False
SemiBin_103,f__Rhodobacteraceae (UID3356),67,615,329,129,476,10,0,0,0,77.32,2.38,80.0,2145,2096,246,order,0.92,0.9,0.13,0.11,0.26,0.64,0.57,True
SemiBin_104,p__Euryarchaeota (UID3),148,188,125,69,116,3,0,0,0,62.59,2.4,33.33,1179,1054,164,phylum,0.93,0.83,0.25,0.03,0.07,0.6,0.5,True
SemiBin_105,p__Euryarchaeota (UID3),148,188,125,68,117,3,0,0,0,62.72,1.76,100.0,1220,1137,240,kingdom,1.0,0.93,0.21,0.05,0.11,0.74,0.69,True
SemiBin_106,k__Bacteria (UID203),5449,104,58,80,23,1,0,0,0,37.23,1.72,0.0,1454,1338,313,family,0.62,0.57,0.24,0.22,0.63,0.59,0.33,True
SemiBin_107,k__Bacteria (UID2495),2993,147,91,80,66,1,0,0,0,48.74,1.1,0.0,3280,3061,468,family,0.67,0.63,0.08,0.65,3.89,0.59,0.37,True
SemiBin_109,k__Bacteria (UID203),5449,104,58,76,28,0,0,0,0,43.1,0.0,0.0,1211,1107,178,class,0.78,0.72,0.23,0.08,0.17,0.62,0.44,True
SemiBin_11,k__Archaea (UID2),207,149,107,108,36,5,0,0,0,23.79,3.12,0.0,1939,634,366,kingdom,1.0,0.33,0.0,0.12,0.28,0.4,0.13,True
SemiBin_112,p__Euryarchaeota (UID3),148,188,125,64,122,2,0,0,0,59.48,0.84,100.0,1195,1031,247,phylum,0.92,0.79,0.26,0.03,0.07,0.55,0.43,True
SemiBin_113,p__Cyanobacteria (UID2143),129,469,365,269,197,3,0,0,0,41.86,0.46,33.33,869,843,177,kingdom,1.0,0.97,0.0,0.0,0.0,0.95,0.93,True
SemiBin_114,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,480,405,112,family,0.97,0.82,0.22,0.06,0.12,0.77,0.63,True
SemiBin_115,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,324,272,60,order,0.9,0.75,0.43,0.03,0.06,0.73,0.55,True
SemiBin_116,k__Bacteria (UID1453),901,171,117,8,159,4,0,0,0,93.16,2.99,0.0,2429,2335,153,phylum,0.97,0.93,0.21,0.08,0.17,0.69,0.64,True
SemiBin_117,k__Archaea (UID2),207,149,107,132,8,9,0,0,0,4.37,1.44,0.0,533,161,65,kingdom,1.0,0.3,0.0,0.12,0.28,0.41,0.12,True
SemiBin_119,k__Bacteria (UID203),5449,104,58,93,11,0,0,0,0,9.64,0.0,0.0,543,497,107,class,0.89,0.81,0.11,0.2,0.53,0.54,0.44,True
SemiBin_12,p__Euryarchaeota (UID3),148,188,125,59,103,23,3,0,0,58.13,9.51,62.5,1184,1054,203,kingdom,1.0,0.89,0.14,0.07,0.14,0.6,0.53,True
SemiBin_120,k__Bacteria (UID2495),2993,147,91,86,60,1,0,0,0,45.43,0.55,0.0,1018,887,198,phylum,0.75,0.65,0.1,0.54,2.35,0.48,0.31,True
SemiBin_121,c__Gammaproteobacteria (UID4761),52,693,297,48,610,35,0,0,0,96.96,3.92,62.86,3908,3831,171,kingdom,1.0,0.98,0.0,0.0,0.0,0.92,0.9,True
SemiBin_122,f__Rhodobacteraceae (UID3356),67,617,330,98,502,17,0,0,0,81.43,2.23,29.41,2224,2161,262,genus,0.44,0.43,0.27,0.47,1.95,0.65,0.28,True
SemiBin_123,c__Gammaproteobacteria (UID4442),899,312,185,174,133,5,0,0,0,48.14,2.16,20.0,886,869,144,order,0.98,0.96,0.11,0.14,0.31,0.77,0.74,True
SemiBin_124,k__Archaea (UID2),207,149,107,138,6,5,0,0,0,2.76,1.22,0.0,560,158,91,kingdom,1.0,0.28,0.0,0.12,0.27,0.39,0.11,True
SemiBin_125,k__Archaea (UID2),207,149,107,138,11,0,0,0,0,6.23,0.0,0.0,1035,349,229,kingdom,1.0,0.34,0.0,0.11,0.24,0.39,0.13,True
SemiBin_126,k__Bacteria (UID203),5449,103,58,53,10,18,20,2,0,23.48,24.36,7.78,297,259,41,class,0.85,0.74,0.91,0.04,0.08,0.64,0.47,False
SemiBin_13,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,498,416,48,genus,0.68,0.57,0.57,0.25,0.75,0.83,0.47,False
SemiBin_133,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,253,246,60,order,0.93,0.91,1.0,0.05,0.11,0.78,0.71,False
SemiBin_134,k__Archaea (UID2),207,149,107,133,16,0,0,0,0,10.03,0.0,0.0,398,367,111,class,0.8,0.74,0.91,0.04,0.08,0.69,0.51,False
SemiBin_137,k__Bacteria (UID203),5449,104,58,79,25,0,0,0,0,24.55,0.0,0.0,760,704,152,phylum,0.96,0.89,0.39,0.05,0.11,0.59,0.53,True
SemiBin_138,c__Gammaproteobacteria (UID4201),1164,275,174,137,137,1,0,0,0,49.66,0.57,0.0,975,909,161,class,0.86,0.8,0.07,0.17,0.41,0.51,0.41,True
SemiBin_139,k__Bacteria (UID1453),901,171,117,109,61,1,0,0,0,37.22,0.85,0.0,1202,1142,250,family,0.85,0.8,0.11,0.19,0.47,0.68,0.55,True
SemiBin_14,p__Euryarchaeota (UID3),148,188,125,73,113,2,0,0,0,53.87,0.53,100.0,834,760,128,phylum,0.97,0.88,0.15,0.02,0.04,0.62,0.55,True
SemiBin_142,k__Bacteria (UID1452),924,151,101,28,116,7,0,0,0,79.92,5.28,85.71,1283,1155,162,phylum,0.79,0.71,0.05,0.72,3.67,0.45,0.32,True
SemiBin_143,k__Bacteria (UID203),5449,104,58,83,21,0,0,0,0,19.36,0.0,0.0,940,905,182,genus,0.59,0.57,0.44,0.17,0.4,0.61,0.35,True
SemiBin_144,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,786,322,145,kingdom,0.98,0.4,0.0,0.0,0.0,0.41,0.17,True
SemiBin_145,k__Bacteria (UID203),5449,104,58,78,25,1,0,0,0,40.52,1.72,100.0,2688,2655,505,kingdom,1.0,0.99,0.0,0.0,0.0,0.93,0.92,True
SemiBin_146,k__Bacteria (UID203),5449,104,58,82,21,1,0,0,0,32.76,1.72,100.0,829,775,94,class,0.81,0.75,0.18,0.06,0.12,0.64,0.48,True
SemiBin_148,p__Cyanobacteria (UID2143),129,472,368,196,271,5,0,0,0,55.8,0.88,100.0,1699,1637,297,kingdom,1.0,0.96,0.0,0.0,0.0,0.96,0.92,True
SemiBin_149,k__Bacteria (UID2569),434,278,186,78,197,3,0,0,0,78.81,0.9,33.33,1280,1203,197,phylum,0.96,0.9,0.29,0.03,0.06,0.52,0.47,True
SemiBin_15,c__Gammaproteobacteria (UID4201),1164,275,174,185,71,15,4,0,0,34.17,12.07,29.63,1000,951,189,class,0.97,0.92,0.77,0.05,0.1,0.74,0.69,False
SemiBin_151,c__Gammaproteobacteria (UID4267),119,544,284,286,255,3,0,0,0,48.12,0.25,33.33,873,841,174,class,0.95,0.91,0.18,0.09,0.19,0.59,0.54,True
SemiBin_152,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1558,568,186,kingdom,1.0,0.36,0.0,0.03,0.07,0.42,0.15,True
SemiBin_153,o__Rhodospirillales (UID3754),63,336,201,218,116,2,0,0,0,34.52,0.75,50.0,1432,1340,317,order,0.77,0.72,0.22,0.59,2.96,0.57,0.41,True
SemiBin_154,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,240,81,41,kingdom,1.0,0.34,0.0,0.02,0.05,0.41,0.14,True
SemiBin_155,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,270,249,51,phylum,0.9,0.83,0.38,0.06,0.12,0.53,0.44,True
SemiBin_157,c__Gammaproteobacteria (UID4201),1164,275,174,133,135,7,0,0,0,54.81,3.74,71.43,894,812,148,genus,0.54,0.49,0.19,0.08,0.18,0.52,0.26,True
SemiBin_159,k__Bacteria (UID203),5449,104,58,80,23,1,0,0,0,37.93,1.72,100.0,811,754,174,phylum,0.96,0.9,0.46,0.03,0.07,0.54,0.48,False
SemiBin_16,k__Bacteria (UID203),5449,104,58,83,21,0,0,0,0,17.79,0.0,0.0,1342,498,309,kingdom,1.0,0.37,0.0,0.09,0.2,0.42,0.16,True
SemiBin_160,s__algicola (UID2846),47,571,303,327,233,11,0,0,0,43.99,2.12,45.45,894,863,174,genus,0.55,0.53,0.03,0.81,9.84,0.61,0.32,True
SemiBin_161,k__Bacteria (UID1453),901,171,117,98,72,1,0,0,0,32.14,0.43,0.0,551,495,98,order,0.51,0.46,0.26,0.59,3.32,0.51,0.23,True
SemiBin_162,k__Bacteria (UID2495),2993,139,83,92,46,1,0,0,0,37.9,1.2,0.0,595,578,114,class,0.95,0.92,0.81,0.03,0.06,0.74,0.68,False
