,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_10,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,461,336,56,phylum,0.96,0.7,0.41,0.03,0.06,0.56,0.39,True
SemiBin_101,o__Clostridiales (UID1226),155,278,158,17,256,5,0,0,0,96.82,2.55,40.0,2598,2504,134,genus,0.85,0.82,0.38,0.03,0.05,0.97,0.8,True
SemiBin_103,k__Bacteria (UID203),5449,104,58,94,10,0,0,0,0,4.7,0.0,0.0,375,183,20,class,0.86,0.42,0.38,0.34,1.03,0.44,0.18,True
SemiBin_104,o__Clostridiales (UID1226),155,278,158,2,266,10,0,0,0,99.05,2.53,10.0,2638,2532,47,genus,0.82,0.79,0.04,0.65,2.83,0.72,0.57,True
SemiBin_105,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,378,261,55,genus,0.61,0.42,0.45,0.54,2.35,0.65,0.28,True
SemiBin_108,k__Bacteria (UID203),5449,103,57,3,82,14,4,0,0,96.49,11.4,34.62,2859,2729,76,genus,0.81,0.77,0.07,0.27,0.8,0.77,0.6,True
SemiBin_109,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,228,216,19,genus,0.91,0.86,0.26,0.26,0.73,0.85,0.73,True
SemiBin_11,o__Bacteroidales (UID2657),160,492,269,219,270,3,0,0,0,55.63,0.46,33.33,1470,1407,320,family,0.96,0.92,0.32,0.03,0.07,0.78,0.71,True
SemiBin_110,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,414,202,26,order,0.83,0.4,0.14,0.51,1.81,0.48,0.19,True
SemiBin_112,o__Clostridiales (UID1226),155,278,158,26,248,4,0,0,0,95.25,1.44,50.0,2105,2048,123,family,0.96,0.94,0.07,0.23,0.62,0.72,0.67,True
SemiBin_115,o__Clostridiales (UID1226),155,278,158,7,267,4,0,0,0,96.68,0.99,75.0,2572,2489,153,family,0.95,0.92,0.19,0.21,0.51,0.87,0.8,True
SemiBin_116,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,260,116,19,phylum,0.92,0.41,0.41,0.07,0.14,0.52,0.21,True
SemiBin_12,k__Bacteria (UID203),5449,104,58,99,5,0,0,0,0,7.76,0.0,0.0,910,843,173,family,0.89,0.82,0.52,0.05,0.11,0.74,0.6,False
SemiBin_121,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,286,236,34,genus,0.7,0.58,0.47,0.6,3.78,0.73,0.42,False
SemiBin_124,o__Lactobacillales (UID544),293,475,267,1,473,1,0,0,0,99.63,0.06,0.0,2817,2678,39,kingdom,1.0,0.95,0.0,0.0,0.0,0.94,0.9,True
SemiBin_127,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,303,220,29,phylum,0.96,0.7,0.75,0.02,0.05,0.57,0.4,False
SemiBin_13,c__Gammaproteobacteria (UID4201),1164,271,170,7,260,4,0,0,0,97.58,1.24,75.0,2543,2141,372,class,0.91,0.77,0.4,0.07,0.15,0.68,0.52,True
SemiBin_14,p__Proteobacteria (UID3887),1487,256,160,194,62,0,0,0,0,18.2,0.0,0.0,354,338,91,class,0.95,0.91,0.21,0.03,0.07,0.72,0.65,True
SemiBin_141,o__Bacteroidales (UID2657),160,492,269,11,473,8,0,0,0,96.56,1.86,12.5,2105,1937,75,genus,0.88,0.81,0.12,0.43,1.3,0.68,0.55,True
SemiBin_15,k__Bacteria (UID2372),131,177,106,19,155,3,0,0,0,86.64,1.46,66.67,1579,1504,211,class,0.97,0.93,0.24,0.11,0.24,0.73,0.67,True
SemiBin_16,p__Firmicutes (UID1022),100,295,158,2,290,3,0,0,0,98.73,1.27,0.0,2336,2259,137,family,0.94,0.91,0.62,0.03,0.06,0.96,0.87,False
SemiBin_162,k__Bacteria (UID203),5449,103,57,101,2,0,0,0,0,1.75,0.0,0.0,299,204,14,genus,0.63,0.43,0.19,0.66,3.67,0.57,0.24,True
SemiBin_18,k__Bacteria (UID2329),174,149,89,70,78,1,0,0,0,66.93,0.11,100.0,854,826,204,order,0.98,0.94,0.28,0.07,0.14,0.71,0.67,True
SemiBin_181,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,536,298,32,order,0.86,0.48,0.31,0.26,0.68,0.56,0.27,True
SemiBin_19,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,617,454,55,genus,0.56,0.41,0.63,0.74,3.99,0.67,0.27,False
SemiBin_2,k__Bacteria (UID2372),131,177,106,15,162,0,0,0,0,87.26,0.0,0.0,1595,1551,286,class,0.98,0.96,0.5,0.05,0.1,0.9,0.86,False
SemiBin_20,o__Clostridiales (UID1212),172,261,147,2,251,8,0,0,0,98.64,4.54,25.0,2407,2265,166,genus,0.77,0.73,0.51,0.07,0.16,0.79,0.58,False
SemiBin_21,p__Actinobacteria (UID2112),31,211,124,29,182,0,0,0,0,88.98,0.0,0.0,1622,1527,210,class,0.97,0.91,0.44,0.02,0.04,0.77,0.71,True
SemiBin_211,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,571,369,38,family,0.82,0.53,0.21,0.51,2.39,0.61,0.32,True
SemiBin_22,o__Clostridiales (UID1212),172,263,149,1,261,1,0,0,0,99.33,0.02,100.0,2199,2054,83,genus,0.72,0.67,0.12,0.27,0.75,0.7,0.47,True
SemiBin_23,o__Clostridiales (UID1226),155,274,157,45,225,4,0,0,0,89.78,1.4,100.0,2762,2684,182,genus,0.81,0.79,0.21,0.23,0.64,0.77,0.6,True
SemiBin_24,o__Clostridiales (UID1226),155,274,157,49,211,14,0,0,0,80.7,7.34,92.86,2173,2142,269,kingdom,1.0,0.99,0.0,0.0,0.0,0.96,0.95,True
SemiBin_248,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,575,312,29,order,0.76,0.41,0.81,0.41,1.26,0.52,0.21,False
SemiBin_25,o__Clostridiales (UID1212),172,261,147,25,227,9,0,0,0,87.76,3.28,55.56,2544,2486,272,family,0.94,0.92,0.3,0.03,0.07,0.95,0.87,True
SemiBin_26,k__Bacteria (UID2372),131,176,105,1,175,0,0,0,0,99.05,0.0,0.0,1812,1599,86,genus,0.61,0.54,0.1,0.72,4.94,0.56,0.3,True
SemiBin_27,k__Bacteria (UID2372),131,177,106,2,170,5,0,0,0,98.11,2.29,0.0,1712,1652,83,kingdom,1.0,0.96,0.0,0.0,0.0,0.97,0.94,True
SemiBin_28,k__Bacteria (UID2372),131,177,106,18,158,1,0,0,0,86.79,0.94,0.0,1794,1630,230,family,0.89,0.8,0.29,0.35,1.1,0.68,0.54,True
SemiBin_29,k__Bacteria (UID203),5449,104,58,79,25,0,0,0,0,36.21,0.0,0.0,1192,1107,223,genus,0.91,0.84,0.32,0.05,0.12,0.82,0.69,True
SemiBin_3,k__Bacteria (UID203),5449,103,57,102,1,0,0,0,0,0.88,0.0,0.0,1261,1114,169,genus,0.53,0.46,0.43,0.45,2.02,0.75,0.35,True
SemiBin_30,o__Bacteroidales (UID2657),160,491,268,44,426,19,2,0,0,93.33,4.72,72.0,2464,2326,234,family,0.96,0.9,0.33,0.05,0.11,0.79,0.72,True
SemiBin_31,p__Actinobacteria (UID2112),31,211,124,20,189,2,0,0,0,90.01,1.21,0.0,1499,1420,208,family,0.93,0.88,0.13,0.21,0.53,0.68,0.6,True
SemiBin_32,o__Bacteroidales (UID2657),160,491,268,118,366,7,0,0,0,83.7,2.03,85.71,1919,1832,222,family,0.95,0.91,0.27,0.04,0.09,0.8,0.72,True
SemiBin_33,f__Lachnospiraceae (UID1255),90,354,174,4,348,2,0,0,0,97.99,0.48,50.0,2453,2335,75,class,0.97,0.92,0.03,0.08,0.17,0.68,0.63,True
SemiBin_34,o__Bacteroidales (UID2657),160,491,268,86,393,12,0,0,0,89.02,1.65,100.0,2391,2326,294,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.94,True
SemiBin_35,k__Bacteria (UID203),5449,104,58,67,37,0,0,0,0,52.93,0.0,0.0,1880,1826,391,kingdom,1.0,0.97,0.0,0.0,0.0,0.93,0.91,True
SemiBin_37,f__Lachnospiraceae (UID1256),33,333,171,25,293,15,0,0,0,92.4,1.56,60.0,2208,2126,54,genus,0.85,0.82,0.08,0.43,1.8,0.77,0.63,True
SemiBin_38,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,359,307,54,genus,0.62,0.53,0.44,0.57,3.46,0.72,0.38,True
SemiBin_39,o__Clostridiales (UID1226),155,274,157,88,182,4,0,0,0,75.94,1.75,75.0,1895,1853,192,kingdom,1.0,0.98,0.0,0.0,0.0,0.9,0.88,True
SemiBin_4,o__Clostridiales (UID1212),172,263,149,172,90,1,0,0,0,26.54,0.34,100.0,655,613,140,order,0.99,0.93,0.23,0.29,0.78,0.75,0.69,True
SemiBin_41,f__Lachnospiraceae (UID1256),33,333,171,1,320,12,0,0,0,99.42,3.49,8.33,2792,2715,56,genus,0.87,0.84,0.31,0.1,0.24,0.95,0.8,True
