,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,802,563,188,genus,0.63,0.44,0.51,0.14,0.32,0.63,0.28,False
SemiBin_1,o__Clostridiales (UID1120),304,250,143,73,167,10,0,0,0,66.08,3.86,80.0,1585,1559,312,family,0.96,0.94,0.64,0.02,0.04,0.96,0.9,False
SemiBin_10,k__Bacteria (UID2329),174,149,89,5,141,3,0,0,0,96.07,3.37,66.67,1899,1811,226,phylum,0.98,0.94,0.36,0.07,0.14,0.77,0.72,True
SemiBin_102,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,198,178,20,genus,0.87,0.78,0.43,0.34,1.07,0.72,0.56,True
SemiBin_104,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,351,334,52,family,0.94,0.89,0.59,0.24,0.68,0.93,0.83,False
SemiBin_105,o__Clostridiales (UID1226),155,278,158,5,271,2,0,0,0,97.47,0.23,100.0,2074,2019,152,genus,0.83,0.81,0.1,0.4,1.54,0.76,0.61,True
SemiBin_11,o__Clostridiales (UID1226),155,278,158,12,260,6,0,0,0,95.53,2.53,33.33,2306,2241,249,class,0.99,0.96,0.15,0.02,0.05,0.76,0.73,True
SemiBin_110,o__Bacteroidales (UID2657),160,492,269,24,462,6,0,0,0,98.29,0.74,66.67,2176,2083,103,family,0.94,0.9,0.25,0.04,0.08,0.78,0.71,True
SemiBin_113,c__Clostridia (UID1085),35,420,196,63,354,3,0,0,0,82.93,1.28,0.0,1918,1773,56,genus,0.56,0.52,0.14,0.36,1.31,0.59,0.31,True
SemiBin_114,o__Selenomonadales (UID1024),64,334,167,1,327,6,0,0,0,99.85,2.99,50.0,1757,1679,103,family,0.9,0.86,0.27,0.05,0.12,0.75,0.64,True
SemiBin_115,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,515,356,46,phylum,0.96,0.66,0.48,0.09,0.2,0.52,0.35,False
SemiBin_119,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,357,161,19,phylum,0.98,0.44,0.48,0.42,1.36,0.47,0.21,False
SemiBin_12,o__Clostridiales (UID1212),172,261,147,28,232,1,0,0,0,85.34,0.11,0.0,1937,1797,148,class,0.96,0.89,0.22,0.06,0.12,0.64,0.57,True
SemiBin_122,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,565,373,77,order,0.71,0.47,0.46,0.55,2.74,0.49,0.23,False
SemiBin_125,k__Bacteria (UID2372),131,177,106,17,156,4,0,0,0,93.4,0.54,25.0,1691,1589,89,class,0.97,0.91,0.24,0.22,0.55,0.69,0.63,True
SemiBin_128,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,244,210,36,family,0.82,0.7,0.33,0.47,1.88,0.69,0.49,True
SemiBin_129,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,287,258,40,genus,0.9,0.8,0.32,0.26,0.73,0.81,0.65,True
SemiBin_13,o__Bacteroidales (UID2657),160,492,269,8,483,1,0,0,0,97.27,0.09,100.0,2081,1916,175,family,0.93,0.85,0.22,0.13,0.3,0.72,0.61,True
SemiBin_132,k__Bacteria (UID203),5449,104,58,101,3,0,0,0,0,3.45,0.0,0.0,298,288,70,genus,0.9,0.87,0.7,0.1,0.22,0.95,0.82,False
SemiBin_139,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,388,343,37,family,0.91,0.8,0.32,0.26,0.76,0.71,0.57,True
SemiBin_14,c__Gammaproteobacteria (UID4201),1164,271,170,109,162,0,0,0,0,69.38,0.0,0.0,1283,1158,302,order,0.94,0.85,0.52,0.03,0.07,0.7,0.6,False
SemiBin_141,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,249,228,17,phylum,1.0,0.91,1.0,0.21,0.49,0.81,0.74,False
SemiBin_142,k__Bacteria (UID203),5449,103,57,90,13,0,0,0,0,17.02,0.0,0.0,744,734,166,kingdom,1.0,0.99,0.0,0.0,0.0,0.91,0.9,True
SemiBin_143,o__Bacteroidales (UID2654),163,486,266,35,450,1,0,0,0,91.27,0.13,100.0,1965,1851,94,family,0.93,0.88,0.11,0.03,0.06,0.77,0.68,True
SemiBin_148,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,709,428,65,order,0.81,0.49,0.17,0.28,0.87,0.52,0.25,True
SemiBin_15,o__Clostridiales (UID1212),172,263,149,15,247,1,0,0,0,91.44,0.17,100.0,1789,1606,177,class,0.94,0.85,0.18,0.02,0.05,0.6,0.51,True
SemiBin_156,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,206,184,30,genus,0.81,0.72,0.38,0.56,2.49,0.61,0.44,True
SemiBin_16,o__Clostridiales (UID1226),155,274,157,18,242,14,0,0,0,90.83,5.08,85.71,2621,2561,256,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
SemiBin_169,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,252,156,36,phylum,0.97,0.6,0.52,0.28,0.8,0.58,0.35,False
SemiBin_17,o__Clostridiales (UID1212),172,261,147,0,257,4,0,0,0,100.0,2.21,25.0,2333,2236,130,genus,0.78,0.74,0.38,0.04,0.08,0.79,0.59,True
SemiBin_18,o__Clostridiales (UID1226),155,274,157,98,176,0,0,0,0,78.18,0.0,0.0,1973,1926,291,genus,0.85,0.83,0.27,0.19,0.51,0.77,0.64,True
SemiBin_19,c__Gammaproteobacteria (UID4201),1164,271,170,3,255,13,0,0,0,98.53,5.4,46.15,2285,2131,324,kingdom,1.0,0.93,0.0,0.0,0.0,0.94,0.88,True
SemiBin_2,k__Bacteria (UID2329),174,149,89,6,142,1,0,0,0,93.26,1.12,100.0,2002,1837,238,phylum,0.98,0.9,0.21,0.09,0.2,0.68,0.62,True
SemiBin_20,o__Bacteroidales (UID2657),160,492,269,5,483,4,0,0,0,98.74,1.14,75.0,2487,2354,134,family,0.95,0.9,0.23,0.05,0.11,0.81,0.72,True
SemiBin_22,o__Clostridiales (UID1226),155,278,158,23,251,4,0,0,0,89.93,0.99,25.0,2360,2319,278,family,0.98,0.96,0.27,0.03,0.06,0.98,0.94,True
SemiBin_23,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,361,309,64,class,0.9,0.77,0.37,0.51,1.13,0.56,0.43,True
SemiBin_24,o__Lactobacillales (UID544),293,475,267,1,474,0,0,0,0,99.91,0.0,0.0,1976,1909,53,kingdom,1.0,0.97,0.0,0.0,0.0,0.93,0.9,True
SemiBin_247,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,265,108,9,kingdom,0.99,0.4,0.0,0.0,0.0,0.4,0.16,True
SemiBin_25,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,258,178,19,genus,0.76,0.52,0.14,0.43,1.58,0.6,0.31,True
SemiBin_26,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,210,182,30,genus,0.89,0.77,0.32,0.2,0.53,0.67,0.51,True
SemiBin_28,k__Bacteria (UID2372),131,177,106,75,100,2,0,0,0,54.37,0.99,50.0,1003,922,202,genus,0.75,0.69,0.34,0.25,0.76,0.69,0.48,True
SemiBin_284,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,268,81,4,kingdom,1.0,0.3,0.0,0.02,0.05,0.43,0.13,True
SemiBin_29,o__Bacteroidales (UID2657),160,492,269,35,439,13,5,0,0,92.11,3.76,42.86,2415,2287,142,family,0.94,0.89,0.3,0.04,0.09,0.78,0.69,True
SemiBin_3,o__Clostridiales (UID1226),155,278,158,36,241,1,0,0,0,86.98,0.02,100.0,2267,2199,263,genus,0.83,0.8,0.17,0.24,0.67,0.77,0.62,True
SemiBin_30,o__Bacteroidales (UID2657),160,491,268,98,388,5,0,0,0,87.72,1.4,100.0,1931,1845,175,genus,0.94,0.9,0.26,0.04,0.08,0.8,0.72,True
SemiBin_31,o__Bacteroidales (UID2657),160,491,268,33,450,8,0,0,0,95.25,1.84,87.5,2424,2310,139,kingdom,1.0,0.95,0.0,0.0,0.0,0.86,0.82,True
SemiBin_33,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,281,273,71,order,0.96,0.93,0.45,0.05,0.1,0.72,0.67,True
SemiBin_35,p__Proteobacteria (UID3887),1487,256,160,10,243,3,0,0,0,94.38,1.88,33.33,1498,1418,90,phylum,0.98,0.93,0.26,0.02,0.05,0.69,0.65,True
SemiBin_36,o__Bacteroidales (UID2617),213,406,265,6,396,4,0,0,0,97.92,0.06,50.0,2006,1865,66,family,0.91,0.85,0.07,0.3,0.9,0.65,0.55,True
SemiBin_4,k__Bacteria (UID2329),174,149,89,20,126,2,1,0,0,82.21,4.49,60.0,2167,2066,345,phylum,0.99,0.94,0.26,0.07,0.15,0.76,0.72,True
