,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,o__Clostridiales (UID1375),50,332,124,202,127,3,0,0,0,29.77,0.13,33.33,612,594,164,kingdom,1.0,0.97,0.0,0.0,0.0,0.93,0.9,True
SemiBin_104,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,290,235,33,genus,0.73,0.59,0.36,0.62,3.85,0.66,0.39,True
SemiBin_105,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,262,239,55,genus,0.78,0.71,0.4,0.16,0.39,0.78,0.56,True
SemiBin_11,c__Gammaproteobacteria (UID4201),1164,271,170,8,258,5,0,0,0,96.08,2.35,40.0,2430,2226,322,kingdom,1.0,0.92,0.0,0.0,0.0,0.92,0.84,True
SemiBin_111,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,666,616,86,genus,0.85,0.78,0.36,0.35,1.08,0.74,0.58,True
SemiBin_118,k__Bacteria (UID203),5449,104,58,103,1,0,0,0,0,1.72,0.0,0.0,366,294,21,genus,0.71,0.57,0.38,0.68,5.42,0.67,0.38,True
SemiBin_12,p__Actinobacteria (UID2112),31,211,124,42,161,7,1,0,0,77.98,6.85,50.0,2142,1983,411,genus,0.86,0.8,0.63,0.04,0.08,0.92,0.74,False
SemiBin_123,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,532,419,54,class,0.87,0.68,0.27,0.48,1.32,0.54,0.37,True
SemiBin_124,o__Clostridiales (UID1212),172,261,147,3,257,1,0,0,0,97.96,0.68,0.0,2022,1949,95,genus,0.82,0.79,0.24,0.03,0.06,0.79,0.62,True
SemiBin_127,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,347,314,37,order,0.92,0.84,0.28,0.07,0.15,0.77,0.64,True
SemiBin_13,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,322,246,57,genus,0.7,0.53,0.43,0.33,1.1,0.66,0.35,True
SemiBin_138,k__Bacteria (UID203),5449,103,57,1,78,24,0,0,0,98.25,16.67,33.33,3357,3205,69,genus,0.76,0.72,0.12,0.7,3.39,0.73,0.52,True
SemiBin_139,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,305,256,51,genus,0.74,0.62,0.55,0.33,1.05,0.64,0.39,False
SemiBin_14,o__Clostridiales (UID1226),155,278,158,2,276,0,0,0,0,98.73,0.0,0.0,1944,1895,51,genus,0.87,0.84,0.21,0.02,0.05,0.9,0.76,True
SemiBin_146,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,326,281,31,phylum,0.98,0.84,0.92,0.09,0.21,0.7,0.59,False
SemiBin_15,o__Bacteroidales (UID2657),160,492,269,6,475,11,0,0,0,98.05,2.6,18.18,2144,1981,84,genus,0.9,0.83,0.13,0.45,1.41,0.69,0.57,True
SemiBin_159,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,326,153,14,phylum,0.93,0.44,0.27,0.03,0.07,0.43,0.19,True
SemiBin_16,k__Bacteria (UID203),5449,104,58,92,12,0,0,0,0,20.69,0.0,0.0,788,771,225,kingdom,1.0,0.98,0.0,0.0,0.0,0.87,0.85,True
SemiBin_163,k__Archaea (UID2),207,149,107,148,1,0,0,0,0,0.07,0.0,0.0,418,213,16,phylum,0.95,0.48,0.1,0.2,0.5,0.45,0.22,True
SemiBin_164,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,235,79,16,kingdom,1.0,0.34,0.0,0.0,0.0,0.42,0.14,True
SemiBin_17,k__Bacteria (UID203),5449,103,57,95,8,0,0,0,0,10.53,0.0,0.0,496,470,115,family,0.97,0.92,0.14,0.1,0.21,0.89,0.81,True
SemiBin_175,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,233,148,38,family,0.74,0.47,0.17,0.48,2.28,0.53,0.25,True
SemiBin_176,k__Bacteria (UID203),5449,104,58,103,1,0,0,0,0,0.86,0.0,0.0,253,179,39,order,0.92,0.65,0.21,0.24,0.65,0.58,0.38,True
SemiBin_18,k__Bacteria (UID2329),174,149,89,9,137,3,0,0,0,93.82,3.37,66.67,2137,2062,268,genus,0.93,0.9,0.31,0.05,0.11,0.77,0.69,True
SemiBin_20,o__Selenomonadales (UID1024),64,334,167,16,314,4,0,0,0,95.06,1.8,0.0,1775,1669,84,family,0.87,0.82,0.33,0.06,0.12,0.75,0.62,True
SemiBin_22,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,113,96,45,phylum,1.0,0.85,1.0,0.03,0.06,0.7,0.59,False
SemiBin_24,k__Bacteria (UID2372),131,177,106,1,174,2,0,0,0,99.06,0.94,100.0,2098,2044,197,family,0.95,0.93,0.49,0.02,0.05,0.9,0.83,False
SemiBin_26,f__Lachnospiraceae (UID1256),33,333,171,6,319,8,0,0,0,97.08,0.74,37.5,2709,2620,50,order,0.96,0.93,0.56,0.03,0.06,0.76,0.71,False
SemiBin_27,o__Bacteroidales (UID2657),160,491,268,11,477,3,0,0,0,96.89,0.34,33.33,2442,2309,104,family,0.97,0.92,0.11,0.05,0.12,0.77,0.71,True
SemiBin_28,k__Bacteria (UID2329),174,149,89,39,108,2,0,0,0,62.36,2.25,100.0,985,939,219,class,0.97,0.93,0.48,0.08,0.18,0.71,0.66,False
SemiBin_3,o__Clostridiales (UID1120),304,250,143,44,187,19,0,0,0,79.59,7.4,94.74,1764,1724,317,family,0.96,0.94,0.37,0.02,0.05,0.95,0.9,True
SemiBin_30,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,302,264,45,genus,0.78,0.68,0.32,0.57,2.77,0.73,0.5,True
SemiBin_32,f__Lachnospiraceae (UID1256),33,333,171,164,168,1,0,0,0,47.2,0.08,100.0,1519,1468,297,genus,0.87,0.84,0.23,0.37,1.31,0.78,0.66,True
SemiBin_33,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,324,277,23,genus,0.9,0.77,0.3,0.16,0.39,0.68,0.52,True
SemiBin_34,f__Lachnospiraceae (UID1256),33,333,171,31,298,4,0,0,0,96.35,1.84,50.0,2452,2364,110,genus,0.86,0.83,0.2,0.08,0.17,0.87,0.72,True
SemiBin_35,k__Bacteria (UID2329),174,149,89,4,139,6,0,0,0,96.07,5.17,83.33,1786,1734,222,phylum,0.99,0.96,0.19,0.06,0.12,0.77,0.74,True
SemiBin_36,o__Bacteroidales (UID2657),160,491,268,58,419,14,0,0,0,90.43,2.43,64.29,2239,2146,193,genus,0.93,0.9,0.3,0.04,0.09,0.8,0.72,True
