,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,232,116,22,phylum,0.93,0.47,0.77,0.42,0.95,0.46,0.21,False
SemiBin_1,o__Clostridiales (UID1226),155,278,158,146,130,2,0,0,0,40.24,0.95,50.0,657,632,162,genus,0.73,0.7,0.1,0.69,3.94,0.66,0.46,True
SemiBin_10,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,292,160,20,phylum,0.98,0.53,0.67,0.53,1.87,0.53,0.28,False
SemiBin_100,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,11.36,0.0,0.0,335,323,94,family,0.93,0.89,0.67,0.03,0.05,0.72,0.64,False
SemiBin_101,p__Firmicutes (UID1022),100,295,158,76,219,0,0,0,0,67.32,0.0,0.0,1232,1201,224,family,0.95,0.93,0.58,0.03,0.05,0.84,0.78,False
SemiBin_103,o__Lactobacillales (UID374),471,350,191,3,346,1,0,0,0,99.04,0.13,0.0,1892,1826,65,kingdom,1.0,0.97,0.0,0.0,0.0,0.9,0.86,True
SemiBin_104,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1107,828,147,genus,0.72,0.54,0.93,0.06,0.14,0.74,0.4,False
SemiBin_105,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,336,286,61,genus,0.83,0.71,0.29,0.26,0.74,0.73,0.52,True
SemiBin_109,o__Bacteroidales (UID2657),160,492,269,19,465,8,0,0,0,94.85,2.17,0.0,2201,2067,133,genus,0.93,0.87,0.34,0.03,0.07,0.77,0.67,True
SemiBin_11,c__Clostridia (UID1085),35,420,196,62,351,6,1,0,0,83.19,2.47,66.67,2186,1961,115,genus,0.56,0.5,0.22,0.42,1.74,0.6,0.3,True
SemiBin_110,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,403,373,78,genus,0.94,0.87,0.62,0.12,0.28,0.86,0.75,False
SemiBin_112,k__Bacteria (UID2372),131,176,105,2,174,0,0,0,0,98.1,0.0,0.0,1522,1371,151,genus,0.63,0.57,0.15,0.69,4.37,0.56,0.32,True
SemiBin_114,o__Bacteroidales (UID2657),160,492,269,21,467,4,0,0,0,95.26,0.74,0.0,2052,1883,91,genus,0.9,0.82,0.12,0.43,1.35,0.68,0.56,True
