,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1126,962,163,genus,0.67,0.57,0.57,0.53,2.63,0.79,0.45,False
SemiBin_10,o__Clostridiales (UID1212),172,257,149,49,208,0,0,0,0,82.92,0.0,0.0,2005,1971,292,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.96,True
SemiBin_108,p__Firmicutes (UID1022),100,295,158,3,291,1,0,0,0,98.1,0.63,0.0,1819,1657,33,kingdom,1.0,0.91,0.0,0.0,0.0,0.94,0.86,True
SemiBin_109,k__Bacteria (UID203),5449,104,58,97,7,0,0,0,0,7.92,0.0,0.0,329,171,31,order,0.77,0.4,0.78,0.38,1.35,0.84,0.34,False
SemiBin_11,o__Clostridiales (UID1212),172,261,147,4,256,1,0,0,0,98.07,0.68,0.0,2099,1996,191,family,0.94,0.9,0.16,0.1,0.22,0.74,0.66,True
SemiBin_117,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,429,399,31,genus,0.78,0.73,0.57,0.53,2.87,0.89,0.65,False
SemiBin_118,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,315,152,15,phylum,0.96,0.46,0.02,0.17,0.43,0.49,0.23,True
SemiBin_12,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,12.93,0.0,0.0,1605,1536,242,family,0.91,0.88,0.25,0.03,0.07,0.91,0.8,True
SemiBin_13,o__Bacteroidales (UID2654),163,486,266,31,451,4,0,0,0,95.47,1.07,50.0,3702,3578,367,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
SemiBin_133,o__Selenomonadales (UID1024),64,334,167,0,334,0,0,0,0,100.0,0.0,0.0,2088,1994,32,order,0.97,0.93,0.33,0.02,0.05,0.96,0.89,True
SemiBin_135,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,313,233,16,phylum,0.96,0.72,0.39,0.02,0.05,0.62,0.44,True
SemiBin_136,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,267,256,13,phylum,0.99,0.95,1.0,0.29,0.71,0.87,0.83,False
SemiBin_138,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,284,275,18,family,0.95,0.92,0.08,0.03,0.05,0.95,0.87,True
SemiBin_14,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,564,427,41,genus,0.8,0.61,0.43,0.1,0.22,0.83,0.5,True
SemiBin_148,o__Clostridiales (UID1212),172,263,149,12,251,0,0,0,0,95.6,0.0,0.0,2007,1967,18,genus,0.9,0.88,0.08,0.07,0.15,0.96,0.85,True
SemiBin_16,p__Bacteroidetes (UID2605),350,314,208,10,301,3,0,0,0,95.67,1.2,33.33,1882,1815,181,genus,0.95,0.92,0.41,0.03,0.07,0.97,0.89,True
SemiBin_17,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,670,654,89,genus,0.84,0.82,0.44,0.64,4.77,0.96,0.79,True
SemiBin_18,o__Clostridiales (UID1226),155,278,158,177,99,1,1,0,0,37.5,1.9,25.0,1269,1231,271,genus,0.94,0.91,0.16,0.15,0.34,0.97,0.88,True
SemiBin_19,o__Clostridiales (UID1212),172,263,149,15,244,4,0,0,0,96.02,1.79,25.0,1873,1799,173,family,0.97,0.93,0.1,0.15,0.37,0.88,0.82,True
SemiBin_2,o__Bacteroidales (UID2617),213,406,265,268,137,1,0,0,0,35.24,0.38,0.0,1107,1077,311,kingdom,1.0,0.97,0.0,0.0,0.0,0.95,0.92,True
SemiBin_20,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1119,918,172,phylum,0.97,0.8,0.82,0.09,0.2,0.67,0.54,False
SemiBin_21,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,800,776,87,genus,0.81,0.79,0.43,0.84,7.72,0.93,0.74,True
SemiBin_22,o__Bacteroidales (UID2657),160,492,269,40,447,5,0,0,0,93.94,1.3,20.0,3110,3069,211,kingdom,1.0,0.99,0.0,0.0,0.0,0.96,0.95,True
SemiBin_23,o__Clostridiales (UID1226),155,278,158,1,276,1,0,0,0,99.37,0.32,0.0,2801,2688,48,family,0.95,0.91,0.04,0.25,0.62,0.92,0.84,True
