,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1039,949,129,genus,0.64,0.59,0.39,0.65,4.24,0.79,0.47,True
bin.1, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,348,341,47,class,0.97,0.95,0.5,0.05,0.11,0.96,0.91,False
bin.10,k__Bacteria (UID203), 5449, 98,58, 52,46, 0,0, 0, 0, 65.67,0.00, 0.00,1770,1743,252,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.96,True
bin.103,o__Clostridiales (UID1212),172, 263, 149, 15, 248, 0,0, 0, 0, 92.45,0.00, 0.00,2216,2187,83,genus,0.94,0.93,0.39,0.05,0.1,0.97,0.9,True
bin.107, p__Proteobacteria (UID3887),1487,256, 161, 2,253, 1,0, 0, 0, 99.38,0.62, 0.00,2349,2286,44,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
bin.11, o__Clostridiales (UID1212),172, 261, 147, 4,256, 1,0, 0, 0, 98.07,0.68, 0.00,2137,1996,183,family,0.94,0.88,0.14,0.09,0.21,0.73,0.64,True
bin.111, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,293,238,12,order,0.97,0.78,0.91,0.23,0.56,0.86,0.68,False
bin.119,o__Clostridiales (UID1226),155, 278, 158, 3,271, 4,0, 0, 0, 98.95,0.96, 0.00,2517,2472,86,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.94,True
bin.12,k__Bacteria (UID203), 5449,104,58,100,4,0,0, 0, 0,6.90,0.00, 0.00,949,913,136,phylum,1.0,0.96,0.67,0.03,0.05,0.88,0.84,False
bin.122, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,243,237,38,phylum,0.99,0.97,1.0,0.04,0.09,0.9,0.87,False
bin.124, root (UID1),5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,256,127,13,class,0.91,0.45,0.09,0.14,0.34,0.49,0.22,True
bin.13, o__Bacteroidales (UID2654),163, 486, 266,131, 351, 4,0, 0, 0, 81.32,1.07,25.00,3097,2999,243,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
bin.140, root (UID1),5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,188,181,26,family,0.96,0.93,0.65,0.19,0.5,0.88,0.81,False
bin.144, k__Bacteria (UID203), 5449,104,58,102,2,0,0, 0, 0,1.72,0.00, 0.00,344,331,23,genus,0.85,0.82,0.46,0.66,4.29,0.94,0.78,False
bin.147, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,400,368,16,genus,0.84,0.77,0.4,0.72,4.24,0.86,0.67,True
bin.15,k__Bacteria (UID203), 5449,104,58, 97,7,0,0, 0, 0,5.17,0.00, 0.00,828,746,145,genus,0.76,0.68,0.68,0.61,2.68,0.89,0.61,False
bin.151, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,266,250,16,genus,0.69,0.65,0.52,0.37,1.32,0.86,0.56,False
bin.155, p__Firmicutes (UID1022),100, 295, 158, 3,291, 1,0, 0, 0, 98.10,0.63, 0.00,1797,1637,29,kingdom,1.0,0.91,0.0,0.0,0.0,0.94,0.86,True
bin.17,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,687,585,109,genus,0.59,0.5,0.43,0.86,10.32,0.8,0.4,True
bin.18, p__Bacteroidetes (UID2605),350, 314, 208, 10, 297, 6,1, 0, 0, 95.67,2.96,66.67,2174,2084,220,genus,0.93,0.89,0.38,0.04,0.08,0.94,0.84,True
bin.183, o__Selenomonadales (UID1024),64, 334, 167, 4,329, 1,0, 0, 0, 98.20,0.20, 0.00,2004,1932,20,family,0.92,0.89,0.11,0.05,0.11,0.75,0.67,True
bin.187, o__Selenomonadales (UID1024),64, 334, 167, 33, 301, 0,0, 0, 0, 86.23,0.00, 0.00,1862,1771,29,order,0.97,0.92,0.33,0.03,0.05,0.96,0.88,True
bin.191, k__Bacteria (UID203), 5449, 98,58, 95,3,0,0, 0, 0,2.41,0.00, 0.00,235,223,34,family,0.92,0.88,0.31,0.03,0.06,0.94,0.83,True
bin.2,o__Bacteroidales (UID2617),213, 406, 265,266, 139, 1,0, 0, 0, 35.50,0.38, 0.00,1104,1077,311,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
bin.206, k__Bacteria (UID203), 5449,103,57, 93,10, 0,0, 0, 0, 14.04,0.00, 0.00,257,253,6,genus,0.96,0.95,0.82,0.08,0.18,0.98,0.93,False
