,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,k__Bacteria (UID203),5449,99,53,74,8,8,7,2,0,35.47,41.13,2.44,1092,1057,175,genus,0.91,0.89,0.16,0.32,0.77,0.67,0.59,True
SemiBin_1,k__Bacteria (UID203),5449,99,53,26,28,28,7,10,0,67.1,54.67,5.5,1424,1371,201,order,0.87,0.83,0.63,0.05,0.11,0.66,0.55,False
SemiBin_10,k__Bacteria (UID2566),525,208,136,125,78,5,0,0,0,40.75,3.31,80.0,939,880,182,phylum,0.95,0.89,0.87,0.2,0.48,0.59,0.53,False
SemiBin_100,k__Bacteria (UID2495),2993,147,91,47,96,4,0,0,0,73.41,2.93,50.0,1664,1526,265,family,0.69,0.64,0.55,0.04,0.08,0.57,0.36,False
SemiBin_101,k__Bacteria (UID3187),2258,188,117,23,157,8,0,0,0,86.77,6.84,0.0,2423,2274,277,phylum,0.93,0.88,0.5,0.06,0.12,0.68,0.6,False
SemiBin_102,k__Bacteria (UID203),5449,104,58,81,15,6,2,0,0,19.51,4.39,0.0,908,720,179,phylum,0.82,0.65,0.35,0.38,1.27,0.47,0.31,True
SemiBin_104,k__Bacteria (UID203),5449,99,53,15,42,10,8,9,15,78.9,93.83,8.51,1880,1817,348,order,0.9,0.87,0.69,0.03,0.06,0.71,0.62,False
SemiBin_105,k__Bacteria (UID2495),2993,139,83,62,45,23,5,3,1,50.75,37.72,3.03,1174,1138,246,genus,0.93,0.91,0.1,0.32,0.78,0.73,0.66,True
SemiBin_106,k__Bacteria (UID203),5449,102,58,97,5,0,0,0,0,8.62,0.0,0.0,785,720,152,class,0.88,0.81,0.25,0.2,0.52,0.55,0.44,True
SemiBin_107,k__Bacteria (UID203),5449,102,58,17,21,32,25,7,0,72.41,67.29,54.36,1306,1215,218,class,0.9,0.83,0.13,0.13,0.29,0.54,0.45,True
