,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,k__Bacteria (UID1453),901,171,117,83,87,1,0,0,0,48.67,0.08,0.0,2011,1784,401,class,0.8,0.71,0.1,0.43,1.77,0.53,0.37,True
SemiBin_1,k__Bacteria (UID203),5449,104,58,72,32,0,0,0,0,39.73,0.0,0.0,1776,1642,368,class,0.85,0.79,0.45,0.1,0.22,0.77,0.61,True
SemiBin_10,k__Bacteria (UID203),5449,102,57,80,22,0,0,0,0,30.53,0.0,0.0,1959,1756,461,order,0.81,0.73,0.38,0.4,1.18,0.63,0.46,True
SemiBin_101,k__Bacteria (UID1452),924,161,108,78,82,1,0,0,0,48.78,0.93,0.0,1798,1547,367,phylum,0.86,0.74,0.15,0.55,2.37,0.53,0.39,True
SemiBin_102,k__Bacteria (UID3187),2258,187,116,106,79,2,0,0,0,45.28,0.92,50.0,3381,3203,700,phylum,0.92,0.87,0.45,0.11,0.24,0.88,0.77,False
SemiBin_103,k__Archaea (UID2),207,145,103,68,61,16,0,0,0,53.76,12.14,75.0,1541,1347,316,kingdom,1.0,0.87,0.22,0.05,0.1,0.69,0.6,True
SemiBin_104,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,9.77,0.0,0.0,834,768,228,order,0.86,0.79,0.24,0.69,4.86,0.63,0.5,True
SemiBin_105,k__Bacteria (UID203),5449,104,58,77,23,4,0,0,0,36.21,2.76,50.0,2165,1857,528,phylum,0.86,0.74,0.19,0.65,3.37,0.53,0.39,True
SemiBin_106,k__Bacteria (UID1452),924,161,108,86,73,2,0,0,0,50.4,1.85,50.0,2091,1916,385,class,0.86,0.79,0.41,0.1,0.23,0.74,0.59,True
SemiBin_107,k__Bacteria (UID203),5449,104,58,92,12,0,0,0,0,15.96,0.0,0.0,1211,1051,317,phylum,0.85,0.74,0.39,0.1,0.22,0.62,0.45,True
SemiBin_108,k__Archaea (UID2),207,145,103,141,4,0,0,0,0,3.88,0.0,0.0,561,481,112,kingdom,1.0,0.86,0.73,0.11,0.25,0.56,0.48,False
SemiBin_109,k__Bacteria (UID203),5449,104,58,98,6,0,0,0,0,0.94,0.0,0.0,633,545,141,genus,0.49,0.42,0.43,0.56,2.41,0.69,0.29,True
SemiBin_11,k__Bacteria (UID203),5449,104,58,97,7,0,0,0,0,6.5,0.0,0.0,389,343,102,genus,0.73,0.65,0.38,0.2,0.53,0.69,0.45,True
SemiBin_110,k__Bacteria (UID2982),88,230,148,58,167,4,1,0,0,70.53,3.04,42.86,2397,2182,461,phylum,0.91,0.82,0.41,0.11,0.24,0.74,0.61,True
SemiBin_111,k__Bacteria (UID203),5449,104,58,77,27,0,0,0,0,30.09,0.0,0.0,2160,1941,521,genus,0.86,0.77,0.31,0.06,0.14,0.74,0.57,True
SemiBin_112,c__Gammaproteobacteria (UID4202),67,481,276,86,384,11,0,0,0,78.19,2.81,72.73,2602,2548,378,genus,0.86,0.84,0.51,0.03,0.06,0.96,0.81,False
SemiBin_113,k__Bacteria (UID203),5449,104,58,66,38,0,0,0,0,53.79,0.0,0.0,3885,3529,717,genus,0.63,0.57,0.36,0.08,0.17,0.71,0.41,True
SemiBin_115,k__Bacteria (UID203),5449,104,58,84,19,1,0,0,0,21.5,1.72,100.0,1625,1519,390,phylum,0.89,0.83,0.38,0.17,0.4,0.7,0.58,True
SemiBin_119,k__Bacteria (UID1452),924,161,108,31,122,8,0,0,0,81.5,2.27,100.0,2899,2597,421,order,0.63,0.56,0.27,0.07,0.16,0.61,0.35,True
SemiBin_12,k__Bacteria (UID3187),2258,181,110,80,101,0,0,0,0,52.85,0.0,0.0,1391,1270,266,phylum,0.89,0.81,0.31,0.07,0.15,0.62,0.5,True
SemiBin_120,k__Bacteria (UID203),5449,103,57,92,11,0,0,0,0,10.13,0.0,0.0,633,554,147,family,0.56,0.49,0.44,0.08,0.17,0.62,0.3,True
SemiBin_121,k__Bacteria (UID203),5449,104,58,90,13,1,0,0,0,10.06,0.34,100.0,1658,1493,347,genus,0.51,0.46,0.45,0.1,0.23,0.7,0.32,True
SemiBin_122,k__Bacteria (UID1452),924,161,108,47,110,4,0,0,0,72.8,1.32,25.0,2561,2219,382,phylum,0.82,0.71,0.11,0.51,1.94,0.53,0.38,True
SemiBin_123,k__Bacteria (UID203),5449,104,58,101,3,0,0,0,0,5.17,0.0,0.0,671,485,164,family,0.55,0.4,0.23,0.39,1.01,0.57,0.23,True
SemiBin_124,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,861,626,211,family,0.55,0.4,0.34,0.42,1.08,0.55,0.22,True
SemiBin_125,k__Bacteria (UID203),5449,104,58,99,5,0,0,0,0,5.52,0.0,0.0,386,353,103,phylum,0.92,0.84,0.31,0.27,0.79,0.61,0.51,True
SemiBin_126,k__Bacteria (UID203),5449,103,57,93,10,0,0,0,0,15.79,0.0,0.0,745,671,215,class,0.89,0.8,0.41,0.08,0.18,0.68,0.55,True
SemiBin_127,k__Bacteria (UID203),5449,104,58,82,22,0,0,0,0,26.55,0.0,0.0,3097,2609,691,family,0.64,0.54,0.27,0.74,7.0,0.57,0.31,True
SemiBin_128,k__Bacteria (UID3187),2258,188,117,112,74,2,0,0,0,39.39,1.71,0.0,3035,2659,721,family,0.77,0.67,0.23,0.31,0.82,0.6,0.41,True
SemiBin_129,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,528,483,138,genus,0.71,0.65,0.38,0.14,0.34,0.65,0.43,True
SemiBin_13,k__Bacteria (UID2495),2993,147,91,43,99,5,0,0,0,77.78,5.49,40.0,3336,3126,429,genus,0.75,0.7,0.3,0.08,0.17,0.68,0.48,True
SemiBin_130,k__Bacteria (UID203),5449,104,58,91,13,0,0,0,0,11.29,0.0,0.0,376,359,109,phylum,0.88,0.84,0.41,0.11,0.25,0.6,0.5,True
SemiBin_132,k__Bacteria (UID3187),2258,188,117,77,106,5,0,0,0,66.14,3.63,80.0,2365,2099,382,order,0.81,0.72,0.2,0.16,0.39,0.61,0.44,True
SemiBin_133,k__Bacteria (UID2982),88,230,148,131,96,3,0,0,0,47.91,1.35,0.0,2060,1821,463,family,0.75,0.66,0.45,0.08,0.17,0.77,0.51,True
SemiBin_135,k__Bacteria (UID1452),924,161,108,49,112,0,0,0,0,62.11,0.0,0.0,1576,1356,298,phylum,0.85,0.73,0.14,0.61,2.18,0.52,0.38,True
SemiBin_136,k__Bacteria (UID1452),924,151,101,61,88,2,0,0,0,69.64,1.98,50.0,2593,2270,420,family,0.51,0.44,0.26,0.04,0.08,0.62,0.28,True
SemiBin_137,k__Bacteria (UID203),5449,104,58,82,22,0,0,0,0,17.45,0.0,0.0,968,940,233,class,0.89,0.86,0.32,0.03,0.06,0.82,0.71,True
SemiBin_138,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1593,1170,342,family,0.6,0.44,0.25,0.38,1.25,0.58,0.26,True
SemiBin_139,k__Bacteria (UID203),5449,104,58,87,15,2,0,0,0,20.86,0.69,0.0,1725,1642,374,class,0.87,0.83,0.43,0.05,0.1,0.8,0.66,True
SemiBin_14,k__Bacteria (UID203),5449,104,58,83,21,0,0,0,0,26.88,0.0,0.0,771,699,206,phylum,0.9,0.82,0.35,0.11,0.26,0.65,0.53,True
SemiBin_140,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,415,366,95,order,0.6,0.53,0.37,0.13,0.31,0.62,0.33,True
SemiBin_142,k__Bacteria (UID203),5449,104,58,64,38,2,0,0,0,51.03,1.72,50.0,2981,2452,661,class,0.63,0.52,0.08,0.64,4.11,0.5,0.26,True
SemiBin_143,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,250,228,51,family,0.64,0.58,0.26,0.63,3.78,0.63,0.36,True
SemiBin_144,k__Archaea (UID2),207,149,107,60,89,0,0,0,0,57.87,0.0,0.0,1169,1066,218,kingdom,1.0,0.91,0.07,0.02,0.05,0.83,0.75,True
SemiBin_145,k__Bacteria (UID1452),924,151,101,81,69,1,0,0,0,54.95,0.99,100.0,1916,1645,383,family,0.52,0.44,0.35,0.09,0.19,0.62,0.27,True
SemiBin_146,k__Bacteria (UID203),5449,104,58,98,6,0,0,0,0,10.34,0.0,0.0,553,530,137,family,0.79,0.76,0.76,0.06,0.13,0.76,0.57,False
SemiBin_147,k__Bacteria (UID1452),924,161,108,86,74,1,0,0,0,48.75,0.93,100.0,1952,1816,388,class,0.86,0.8,0.45,0.1,0.23,0.74,0.59,False
SemiBin_148,k__Archaea (UID2),207,145,103,119,24,2,0,0,0,19.64,1.94,100.0,867,751,206,kingdom,1.0,0.87,0.3,0.04,0.07,0.8,0.7,True
SemiBin_149,k__Bacteria (UID203),5449,103,57,81,20,2,0,0,0,27.0,1.23,0.0,2141,1938,504,order,0.79,0.72,0.55,0.23,0.55,0.81,0.58,False
SemiBin_15,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,632,452,163,phylum,0.83,0.59,0.4,0.44,1.46,0.54,0.32,True
SemiBin_151,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,11.55,0.0,0.0,1005,862,230,class,0.76,0.65,0.3,0.54,2.14,0.59,0.38,True
SemiBin_152,k__Bacteria (UID1452),924,160,109,99,60,1,0,0,0,38.62,0.08,0.0,1487,1279,308,class,0.72,0.62,0.19,0.28,0.77,0.56,0.35,True
SemiBin_153,p__Actinobacteria (UID1454),732,199,116,139,59,1,0,0,0,35.09,0.86,0.0,1572,1383,330,order,0.64,0.56,0.27,0.4,1.42,0.61,0.34,True
SemiBin_154,k__Bacteria (UID203),5449,104,58,96,8,0,0,0,0,2.82,0.0,0.0,385,318,104,order,0.53,0.44,0.22,0.56,2.6,0.56,0.24,True
SemiBin_156,c__Betaproteobacteria (UID3971),223,425,211,116,300,9,0,0,0,69.3,2.48,11.11,3446,3206,570,family,0.73,0.68,0.29,0.12,0.27,0.7,0.48,True
SemiBin_157,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,865,827,218,genus,0.91,0.87,0.06,0.13,0.3,0.85,0.74,True
SemiBin_158,k__Bacteria (UID203),5449,104,58,93,11,0,0,0,0,16.38,0.0,0.0,373,344,97,family,0.81,0.75,0.48,0.06,0.14,0.77,0.57,False
SemiBin_159,k__Bacteria (UID2982),88,230,148,63,163,4,0,0,0,71.37,1.38,75.0,1994,1816,354,phylum,0.93,0.84,0.2,0.08,0.19,0.72,0.6,True
SemiBin_16,k__Bacteria (UID2495),2993,147,91,41,104,2,0,0,0,80.74,2.2,0.0,3105,2938,445,phylum,0.87,0.82,0.26,0.14,0.32,0.67,0.55,True
SemiBin_160,k__Bacteria (UID203),5449,104,58,88,16,0,0,0,0,22.99,0.0,0.0,742,669,186,phylum,0.96,0.86,0.11,0.05,0.12,0.59,0.51,True
SemiBin_161,c__Deltaproteobacteria (UID3216),83,247,155,35,205,7,0,0,0,83.05,2.96,42.86,4943,4448,849,family,0.68,0.61,0.37,0.1,0.23,0.67,0.41,True
SemiBin_162,k__Bacteria (UID203),5449,104,58,93,11,0,0,0,0,7.84,0.0,0.0,607,519,163,phylum,0.86,0.73,0.18,0.56,2.8,0.52,0.38,True
SemiBin_163,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,433,278,84,phylum,0.85,0.55,0.2,0.42,1.66,0.55,0.3,True
SemiBin_165,k__Bacteria (UID203),5449,104,58,89,15,0,0,0,0,13.71,0.0,0.0,501,449,122,genus,0.46,0.42,0.35,0.23,0.64,0.6,0.25,True
SemiBin_166,k__Bacteria (UID203),5449,103,57,90,12,1,0,0,0,16.83,1.75,0.0,755,665,175,genus,0.48,0.42,0.69,0.05,0.1,0.62,0.26,False
SemiBin_167,k__Bacteria (UID3187),2258,188,117,105,81,2,0,0,0,51.76,1.71,0.0,2337,2201,447,class,0.91,0.85,0.28,0.05,0.11,0.75,0.64,True
SemiBin_168,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,289,203,90,order,0.65,0.45,0.3,0.76,5.75,0.51,0.23,True
SemiBin_17,k__Bacteria (UID3187),2258,190,119,107,81,2,0,0,0,41.94,1.26,100.0,1717,1495,410,family,0.46,0.4,0.29,0.43,1.39,0.58,0.23,True
SemiBin_170,p__Euryarchaeota (UID3),148,188,125,114,69,5,0,0,0,33.59,1.32,60.0,1015,862,210,order,0.74,0.63,0.43,0.05,0.09,0.68,0.43,True
SemiBin_172,k__Bacteria (UID1452),924,161,108,76,85,0,0,0,0,66.05,0.0,0.0,2227,2094,397,class,0.85,0.8,0.34,0.07,0.16,0.76,0.61,True
SemiBin_173,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,366,332,77,order,0.8,0.73,0.34,0.67,3.71,0.63,0.46,True
SemiBin_174,root (UID1),5656,56,24,54,2,0,0,0,0,8.33,0.0,0.0,292,278,73,genus,0.63,0.6,0.63,0.15,0.37,0.72,0.43,False
SemiBin_175,k__Bacteria (UID203),5449,104,58,81,23,0,0,0,0,32.07,0.0,0.0,2080,1933,413,phylum,0.87,0.81,0.33,0.16,0.41,0.66,0.53,True
SemiBin_176,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,405,352,107,phylum,0.89,0.78,0.26,0.4,1.56,0.58,0.45,True
SemiBin_177,k__Bacteria (UID1452),924,161,108,140,21,0,0,0,0,8.59,0.0,0.0,499,465,119,phylum,0.93,0.87,0.34,0.16,0.38,0.68,0.6,True
SemiBin_178,k__Bacteria (UID203),5449,103,57,75,28,0,0,0,0,34.15,0.0,0.0,1032,948,242,phylum,0.88,0.81,0.26,0.17,0.42,0.62,0.5,True
