,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,f__Rhodobacteraceae (UID3340),84,568,330,403,164,1,0,0,0,27.73,0.3,100.0,659,644,162,kingdom,1.0,0.98,0.0,0.0,0.0,0.8,0.78,True
SemiBin_1,k__Bacteria (UID203),5449,104,58,84,16,1,2,1,0,25.78,13.79,23.08,1033,949,208,phylum,0.93,0.85,0.47,0.04,0.09,0.67,0.57,False
SemiBin_10,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,1250,1017,234,order,0.52,0.42,0.36,0.47,2.21,0.55,0.23,True
SemiBin_100,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,565,243,52,kingdom,1.0,0.43,0.01,0.05,0.1,0.41,0.17,True
SemiBin_101,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,301,147,17,class,0.84,0.41,0.06,0.55,2.48,0.43,0.18,True
SemiBin_102,k__Bacteria (UID2566),525,208,136,33,165,10,0,0,0,83.44,3.79,80.0,1528,1479,207,class,0.91,0.88,0.31,0.04,0.09,0.6,0.53,True
SemiBin_103,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,498,428,98,class,0.81,0.69,0.41,0.61,3.03,0.55,0.38,True
SemiBin_104,c__Gammaproteobacteria (UID4201),1164,275,174,143,93,35,4,0,0,43.73,19.92,25.53,1270,1160,223,class,0.92,0.84,0.1,0.15,0.36,0.53,0.44,True
SemiBin_106,f__Flavobacteriaceae (UID2817),81,511,283,63,423,24,1,0,0,87.01,5.73,40.74,1879,1761,163,class,0.94,0.88,0.2,0.08,0.18,0.63,0.56,True
SemiBin_107,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,591,237,52,kingdom,1.0,0.4,0.13,0.03,0.06,0.42,0.17,True
SemiBin_108,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,450,197,12,kingdom,0.98,0.43,0.0,0.0,0.0,0.43,0.18,True
SemiBin_109,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1220,489,50,kingdom,1.0,0.4,0.0,0.02,0.05,0.42,0.17,True
SemiBin_11,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1938,836,243,kingdom,1.0,0.43,0.2,0.03,0.06,0.45,0.19,True
SemiBin_110,c__Gammaproteobacteria (UID4761),52,693,297,186,492,15,0,0,0,71.4,2.21,60.0,2973,2883,332,genus,0.9,0.88,0.11,0.09,0.2,0.84,0.74,True
SemiBin_111,c__Gammaproteobacteria (UID4444),263,498,228,295,195,8,0,0,0,43.88,2.57,75.0,1648,1514,341,family,0.75,0.69,0.3,0.11,0.26,0.65,0.45,True
SemiBin_113,k__Bacteria (UID203),5449,99,53,86,10,3,0,0,0,18.87,3.77,0.0,359,349,80,genus,0.92,0.89,0.18,0.18,0.43,0.74,0.66,True
SemiBin_114,f__Rhodobacteraceae (UID3340),84,568,330,239,327,2,0,0,0,53.75,0.2,100.0,2068,1932,429,family,0.93,0.87,0.25,0.05,0.1,0.73,0.64,True
SemiBin_115,k__Archaea (UID2),207,149,107,132,13,4,0,0,0,3.98,0.29,0.0,297,81,48,kingdom,1.0,0.27,0.0,0.17,0.4,0.37,0.1,True
SemiBin_116,s__algicola (UID2846),47,571,303,132,422,16,1,0,0,75.32,3.07,15.79,1637,1559,240,class,0.93,0.89,0.21,0.07,0.16,0.64,0.56,True
