,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.10,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,323,117,24,kingdom,0.98,0.36,0.0,0.0,0.0,0.43,0.15,True
bin.105,o__Rhodospirillales (UID3754), 63, 336, 201, 51, 285, 0,0, 0, 0, 97.96,0.00, 0.00,4413,4317,77,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
bin.108, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,577,175,46,kingdom,1.0,0.3,0.0,0.0,0.0,0.4,0.12,True
bin.109, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,546,210,88,kingdom,1.0,0.38,0.0,0.0,0.0,0.41,0.16,True
bin.113, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,307,131,16,kingdom,1.0,0.43,0.0,0.05,0.1,0.42,0.18,True
bin.114, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,899,344,105,kingdom,0.99,0.38,0.0,0.0,0.0,0.43,0.16,True
bin.12,c__Gammaproteobacteria (UID4443),356, 448, 269, 35, 410, 3,0, 0, 0, 90.21,0.68,33.33,2832,2773,290,genus,0.87,0.85,0.29,0.03,0.06,0.76,0.65,True
bin.121, c__Gammaproteobacteria (UID4444),263, 507, 232, 24, 480, 3,0, 0, 0, 97.84,0.73, 0.00,3497,3434,83,kingdom,1.0,0.98,0.0,0.0,0.0,0.84,0.82,True
bin.123, c__Alphaproteobacteria (UID3422), 26, 529, 308, 55, 459, 15, 0, 0, 0, 95.78,3.57,86.67,3501,3432,141,kingdom,1.0,0.98,0.0,0.0,0.0,0.93,0.91,True
bin.126, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,297,116,36,kingdom,1.0,0.39,0.0,0.05,0.11,0.42,0.16,True
