,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,953,479,113,kingdom,1.0,0.5,0.32,0.13,0.3,0.5,0.25,True
SemiBin_10,k__Bacteria (UID203),5449,95,49,95,0,0,0,0,0,0.0,0.0,0.0,681,279,58,kingdom,1.0,0.41,0.16,0.02,0.04,0.41,0.17,True
SemiBin_100,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,968,295,144,kingdom,0.99,0.3,0.0,0.0,0.0,0.37,0.11,True
SemiBin_101,c__Gammaproteobacteria (UID4444),263,506,232,102,393,11,0,0,0,84.4,2.53,90.91,3396,3349,490,kingdom,1.0,0.99,0.0,0.0,0.0,0.95,0.94,True
SemiBin_11,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,591,180,37,kingdom,1.0,0.3,0.0,0.02,0.05,0.42,0.13,True
SemiBin_112,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,465,153,66,kingdom,0.99,0.33,0.0,0.0,0.0,0.42,0.14,True
SemiBin_114,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,350,103,23,kingdom,1.0,0.29,0.0,0.03,0.06,0.39,0.12,True
SemiBin_115,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,346,163,48,kingdom,1.0,0.47,0.39,0.06,0.13,0.46,0.21,True
SemiBin_121,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,555,169,64,kingdom,1.0,0.3,0.0,0.0,0.0,0.41,0.13,True
SemiBin_128,k__Bacteria (UID2570),433,267,178,0,267,0,0,0,0,100.0,0.0,0.0,2912,2765,37,class,0.94,0.9,0.13,0.05,0.1,0.85,0.76,True
SemiBin_13,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,381,159,74,kingdom,1.0,0.42,0.0,0.0,0.0,0.47,0.2,True
SemiBin_131,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,628,110,47,kingdom,1.0,0.18,0.0,0.3,0.72,0.39,0.07,True
SemiBin_134,k__Bacteria (UID203),5449,104,58,99,5,0,0,0,0,5.33,0.0,0.0,439,286,56,family,0.7,0.45,0.95,0.65,3.89,0.86,0.39,False
SemiBin_135,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,468,226,37,class,0.88,0.43,0.06,0.58,3.18,0.45,0.19,True
SemiBin_140,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,299,123,40,kingdom,1.0,0.41,0.0,0.03,0.07,0.41,0.17,True
SemiBin_141,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,828,245,86,kingdom,1.0,0.3,0.0,0.02,0.05,0.43,0.13,True
SemiBin_144,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,954,292,112,kingdom,1.0,0.31,0.0,0.03,0.06,0.42,0.13,True
SemiBin_148,c__Alphaproteobacteria (UID3422),26,529,308,23,495,11,0,0,0,96.82,1.75,63.64,3139,3064,188,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.95,True
SemiBin_154,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,319,134,22,kingdom,1.0,0.42,0.07,0.03,0.06,0.43,0.18,True
SemiBin_156,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,763,237,97,kingdom,0.99,0.31,0.0,0.0,0.0,0.42,0.13,True
SemiBin_159,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,506,264,74,family,0.78,0.41,0.47,0.49,2.13,0.58,0.24,False
SemiBin_161,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,382,133,45,kingdom,0.98,0.34,0.0,0.0,0.0,0.43,0.15,True
SemiBin_163,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,398,214,59,phylum,0.91,0.49,0.3,0.53,1.85,0.5,0.25,True
SemiBin_17,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,839,255,90,kingdom,0.99,0.3,0.0,0.0,0.0,0.4,0.12,True
SemiBin_174,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,361,113,45,kingdom,1.0,0.31,0.0,0.09,0.19,0.51,0.16,True
SemiBin_177,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,300,129,36,kingdom,1.0,0.43,0.0,0.03,0.06,0.41,0.18,True
SemiBin_178,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,328,112,39,kingdom,1.0,0.34,0.0,0.05,0.11,0.45,0.15,True
SemiBin_180,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,309,171,70,kingdom,1.0,0.55,0.0,0.03,0.06,0.39,0.21,True
SemiBin_185,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,281,108,40,kingdom,1.0,0.38,0.0,0.04,0.08,0.43,0.16,True
SemiBin_186,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,329,144,34,kingdom,1.0,0.44,0.39,0.05,0.1,0.44,0.19,True
SemiBin_187,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,350,134,39,kingdom,1.0,0.38,0.0,0.02,0.05,0.43,0.16,True
SemiBin_193,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,984,212,48,kingdom,1.0,0.22,0.0,0.1,0.23,0.38,0.08,True
SemiBin_196,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,414,192,30,phylum,0.94,0.44,0.03,0.31,0.99,0.47,0.2,True
SemiBin_199,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,485,255,74,kingdom,1.0,0.53,0.44,0.09,0.2,0.45,0.24,True
SemiBin_2,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,348,197,58,phylum,0.9,0.51,0.2,0.46,1.19,0.43,0.22,True
SemiBin_200,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,482,201,55,kingdom,1.0,0.42,0.04,0.05,0.1,0.4,0.17,True
SemiBin_202,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,401,181,48,kingdom,0.98,0.44,0.0,0.0,0.0,0.41,0.18,True
SemiBin_207,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,246,72,21,kingdom,0.99,0.29,0.0,0.0,0.0,0.42,0.12,True
SemiBin_21,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,317,151,35,kingdom,1.0,0.48,0.59,0.11,0.23,0.47,0.22,False
SemiBin_217,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,674,200,70,kingdom,1.0,0.3,0.0,0.0,0.0,0.4,0.12,True
SemiBin_219,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,284,126,38,kingdom,1.0,0.44,0.0,0.0,0.0,0.41,0.18,True
SemiBin_221,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,465,147,26,kingdom,1.0,0.32,0.0,0.02,0.04,0.39,0.12,True
SemiBin_23,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,332,108,49,kingdom,1.0,0.33,0.0,0.04,0.08,0.42,0.14,True
SemiBin_233,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,425,119,27,kingdom,1.0,0.28,0.0,0.03,0.07,0.4,0.11,True
SemiBin_234,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,391,159,67,kingdom,1.0,0.41,0.0,0.05,0.11,0.45,0.18,True
SemiBin_235,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,662,276,93,kingdom,1.0,0.42,0.08,0.09,0.21,0.4,0.17,True
SemiBin_236,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,334,114,30,kingdom,1.0,0.34,0.0,0.03,0.05,0.44,0.15,True
SemiBin_237,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,334,141,80,kingdom,1.0,0.42,0.26,0.02,0.04,0.42,0.18,True
SemiBin_24,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,472,199,53,kingdom,0.98,0.42,0.0,0.0,0.0,0.42,0.17,True
SemiBin_244,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,312,280,63,genus,0.7,0.63,0.46,0.32,1.0,0.71,0.45,False
SemiBin_246,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,383,128,28,kingdom,0.99,0.33,0.0,0.0,0.0,0.4,0.13,True
SemiBin_25,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,359,176,24,kingdom,1.0,0.49,0.11,0.06,0.12,0.48,0.23,True
SemiBin_253,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,571,181,28,kingdom,0.98,0.31,0.0,0.0,0.0,0.39,0.12,True
SemiBin_271,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,280,114,15,kingdom,1.0,0.41,0.0,0.04,0.09,0.41,0.17,True
SemiBin_274,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,375,117,42,kingdom,1.0,0.31,0.0,0.0,0.0,0.41,0.13,True
SemiBin_28,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1093,504,230,phylum,0.9,0.42,0.29,0.57,2.49,0.41,0.17,True
SemiBin_29,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,675,295,94,kingdom,1.0,0.44,0.04,0.03,0.07,0.44,0.19,True
SemiBin_295,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,434,97,35,kingdom,1.0,0.22,0.0,0.07,0.15,0.4,0.09,True
SemiBin_296,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,372,207,64,phylum,0.89,0.49,0.26,0.11,0.24,0.41,0.2,True
SemiBin_298,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,277,107,19,kingdom,1.0,0.39,0.0,0.03,0.06,0.38,0.15,True
