,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0,f__Lachnospiraceae (UID1255), 90, 354, 174, 77, 270, 7,0, 0, 0, 86.60,2.97,28.57,2681,2637,420,genus,0.94,0.92,0.32,0.02,0.05,0.97,0.9,True
bin.1,f__Lachnospiraceae (UID1255), 90, 354, 174, 97, 244, 11, 2, 0, 0, 69.65,3.34,11.76,1865,1768,371,class,0.98,0.93,0.35,0.03,0.06,0.73,0.68,True
bin.10, k__Bacteria (UID203),5449,102,56, 65,37, 0,0, 0, 0, 56.61,0.00, 0.00,1909,1866,198,genus,0.91,0.89,0.63,0.04,0.07,0.86,0.76,False
bin.103, o__Bacteroidales (UID2657), 160, 492, 269, 32, 457, 3,0, 0, 0, 98.84,0.87,66.67,3715,3661,50,family,0.95,0.94,0.47,0.02,0.05,0.96,0.9,False
bin.108,f__Lachnospiraceae (UID1286), 57, 420, 207, 4,405, 11, 0, 0, 0, 98.97,3.81, 0.00,2885,2799,62,genus,0.91,0.88,0.38,0.06,0.12,0.97,0.86,True
bin.11,o__Clostridiales (UID1120), 304, 250, 143, 40, 205, 5,0, 0, 0, 84.17,2.40, 0.00,1569,1484,260,family,0.95,0.9,0.09,0.03,0.06,0.96,0.86,True
bin.118,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,480,463,45,genus,0.79,0.76,0.35,0.82,9.82,0.88,0.67,True
bin.119,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,435,414,48,genus,0.63,0.6,0.38,0.83,9.61,0.85,0.51,True
bin.12, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,305,244,65,phylum,0.93,0.75,0.76,0.07,0.16,0.61,0.45,False
bin.13,o__Clostridiales (UID1212), 172, 263, 149, 37, 224, 2,0, 0, 0, 84.93,0.81,50.00,1725,1647,176,family,0.93,0.89,0.12,0.56,1.89,0.72,0.64,True
bin.131,f__Lachnospiraceae (UID1286), 57, 420, 207, 1,419, 0,0, 0, 0, 99.52,0.00, 0.00,2588,2526,50,genus,0.91,0.89,0.15,0.04,0.08,0.96,0.85,True
bin.133,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,282,276,4,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.96,True
