,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0,root (UID1), 5656, 56,24, 55,1, 0,0,0,0,4.17,0.00, 0.00,417,386,107,family,0.73,0.68,0.54,0.42,1.05,0.61,0.41,False
bin.1000,k__Archaea (UID2),207, 149, 107,134,15,0,0,0,0,3.91,0.00, 0.00,398,113,34,kingdom,1.0,0.28,0.0,0.15,0.34,0.36,0.1,True
bin.103,root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,671,555,154,family,0.52,0.43,0.37,0.68,4.54,0.57,0.24,True
bin.104,c__Gammaproteobacteria (UID4443),356, 451, 270, 39, 405,7,0,0,0, 88.30,2.41,14.29,1992,1919,162,class,0.96,0.93,0.43,0.03,0.06,0.67,0.62,True
bin.1050, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,557,203,28,kingdom,1.0,0.36,0.0,0.0,0.0,0.4,0.15,True
bin.1055, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,333,129,20,kingdom,1.0,0.39,0.0,0.05,0.1,0.42,0.16,True
bin.1056, k__Bacteria (UID203),5449, 99,53, 97,2, 0,0,0,0,1.26,0.00, 0.00,402,189,27,kingdom,1.0,0.47,0.36,0.02,0.04,0.43,0.2,True
bin.1057, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,370,139,13,kingdom,1.0,0.38,0.0,0.06,0.14,0.42,0.16,True
bin.106, k__Archaea (UID2),207, 149, 107,131,7, 4,7,0,0,5.70,2.79,28.00,1166,376,189,kingdom,1.0,0.32,0.0,0.09,0.19,0.39,0.13,True
bin.1072,k__Bacteria (UID1453),901, 171, 117,125,39,7,0,0,0, 24.70,5.13,28.57,551,442,82,order,0.5,0.4,0.28,0.57,3.18,0.49,0.2,True
