,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,k__Bacteria (UID203),5449,104,58,90,14,0,0,0,0,23.28,0.0,0.0,1035,950,276,order,0.84,0.77,0.35,0.14,0.35,0.64,0.49,True
SemiBin_1,c__Gammaproteobacteria (UID4443),356,451,270,159,286,6,0,0,0,60.23,1.85,66.67,2010,1872,375,class,0.91,0.85,0.19,0.32,1.0,0.53,0.45,True
SemiBin_10,p__Euryarchaeota (UID3),148,188,125,65,118,5,0,0,0,63.26,3.24,20.0,1376,1256,229,kingdom,1.0,0.91,0.27,0.05,0.1,0.62,0.57,True
SemiBin_100,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,554,215,45,kingdom,1.0,0.39,0.0,0.03,0.06,0.44,0.17,True
SemiBin_101,k__Bacteria (UID2570),433,274,183,110,159,5,0,0,0,62.84,2.19,60.0,1362,1263,215,phylum,0.94,0.87,0.41,0.05,0.11,0.53,0.46,True
SemiBin_102,c__Gammaproteobacteria (UID4444),263,498,228,113,376,9,0,0,0,76.23,2.9,55.56,2089,2024,326,kingdom,1.0,0.97,0.0,0.0,0.0,0.78,0.76,True
SemiBin_103,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,525,215,53,kingdom,0.98,0.4,0.0,0.0,0.0,0.42,0.17,True
SemiBin_104,k__Bacteria (UID203),5449,104,58,72,32,0,0,0,0,41.88,0.0,0.0,1303,1210,283,family,0.81,0.75,0.07,0.74,4.07,0.53,0.4,True
SemiBin_105,k__Bacteria (UID2569),434,278,186,154,116,8,0,0,0,49.38,3.9,87.5,1268,1171,284,phylum,0.96,0.89,0.55,0.03,0.07,0.53,0.47,False
SemiBin_106,k__Bacteria (UID203),5449,104,58,71,33,0,0,0,0,41.01,0.0,0.0,1088,970,282,order,0.76,0.68,0.24,0.41,1.49,0.52,0.35,True
SemiBin_107,k__Bacteria (UID2569),434,278,186,75,146,57,0,0,0,71.64,22.01,66.67,2071,1962,395,phylum,0.97,0.91,0.15,0.02,0.04,0.56,0.51,True
SemiBin_108,p__Euryarchaeota (UID3),148,188,125,30,156,2,0,0,0,78.4,0.19,50.0,1618,1416,173,phylum,0.94,0.83,0.16,0.03,0.06,0.57,0.47,True
SemiBin_11,k__Bacteria (UID203),5449,104,58,101,3,0,0,0,0,5.17,0.0,0.0,509,486,111,order,0.87,0.83,0.23,0.4,1.41,0.6,0.5,True
SemiBin_117,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,532,227,37,kingdom,1.0,0.43,0.0,0.04,0.08,0.41,0.18,True
SemiBin_118,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,608,253,45,kingdom,0.98,0.41,0.0,0.0,0.0,0.43,0.18,True
SemiBin_119,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,409,188,19,phylum,0.88,0.41,0.01,0.28,0.85,0.43,0.17,True
SemiBin_12,k__Bacteria (UID2569),434,278,186,5,267,6,0,0,0,97.31,1.15,0.0,1604,1539,51,phylum,0.96,0.92,0.05,0.03,0.05,0.57,0.52,True
SemiBin_121,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,255,221,30,phylum,0.93,0.81,0.11,0.29,0.82,0.51,0.41,True
SemiBin_122,p__Euryarchaeota (UID3),148,188,125,73,113,2,0,0,0,55.97,1.6,0.0,1113,1005,189,kingdom,1.0,0.9,0.31,0.09,0.2,0.6,0.54,True
SemiBin_123,k__Bacteria (UID203),5449,104,58,97,7,0,0,0,0,11.21,0.0,0.0,909,820,181,genus,0.53,0.48,0.44,0.11,0.26,0.74,0.36,True
