,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,777,288,61,kingdom,1.0,0.37,0.0,0.05,0.1,0.4,0.15,True
SemiBin_1,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1611,887,230,order,0.77,0.43,0.44,0.3,0.94,0.62,0.27,True
SemiBin_100,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,554,195,66,kingdom,0.98,0.35,0.0,0.0,0.0,0.41,0.14,True
SemiBin_101,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,367,143,34,kingdom,1.0,0.39,0.0,0.04,0.09,0.41,0.16,True
SemiBin_102,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1241,527,110,kingdom,1.0,0.42,0.03,0.02,0.04,0.41,0.18,True
SemiBin_104,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,506,198,40,kingdom,1.0,0.39,0.0,0.04,0.08,0.44,0.17,True
SemiBin_105,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,745,250,78,kingdom,1.0,0.33,0.0,0.0,0.0,0.39,0.13,True
SemiBin_106,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,670,280,54,kingdom,1.0,0.42,0.67,0.04,0.09,0.48,0.2,False
SemiBin_108,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,213,70,22,kingdom,1.0,0.33,0.0,0.0,0.0,0.38,0.13,True
SemiBin_112,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,760,103,61,kingdom,0.98,0.13,0.0,0.0,0.0,0.37,0.05,True
SemiBin_113,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1123,469,96,kingdom,1.0,0.42,0.27,0.08,0.17,0.47,0.19,True
SemiBin_115,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,971,329,88,kingdom,1.0,0.34,0.0,0.0,0.0,0.4,0.14,True
SemiBin_117,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,702,293,43,kingdom,1.0,0.42,0.0,0.04,0.08,0.41,0.17,True
SemiBin_119,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,615,228,31,kingdom,1.0,0.37,0.0,0.04,0.08,0.39,0.15,True
SemiBin_12,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,333,144,33,kingdom,1.0,0.43,0.0,0.03,0.06,0.43,0.18,True
SemiBin_124,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1406,620,162,phylum,0.93,0.41,0.21,0.13,0.32,0.44,0.18,True
SemiBin_127,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,379,122,35,kingdom,0.98,0.32,0.0,0.0,0.0,0.42,0.13,True
SemiBin_128,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,599,268,64,phylum,0.93,0.41,0.53,0.14,0.34,0.43,0.18,False
SemiBin_130,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,642,154,70,kingdom,1.0,0.24,0.0,0.0,0.0,0.38,0.09,True
SemiBin_132,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,317,107,37,kingdom,0.99,0.33,0.0,0.0,0.0,0.47,0.16,True
SemiBin_137,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,580,227,19,kingdom,0.99,0.39,0.0,0.0,0.0,0.4,0.16,True
SemiBin_139,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,400,159,36,kingdom,0.99,0.39,0.0,0.0,0.0,0.39,0.15,True
SemiBin_14,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1366,587,165,kingdom,0.99,0.43,0.0,0.0,0.0,0.43,0.18,True
SemiBin_142,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1017,352,78,kingdom,1.0,0.35,0.0,0.03,0.07,0.42,0.14,True
SemiBin_144,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1203,401,134,kingdom,0.99,0.33,0.0,0.0,0.0,0.42,0.14,True
SemiBin_145,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,694,302,69,kingdom,1.0,0.43,0.0,0.0,0.0,0.42,0.18,True
SemiBin_146,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,677,298,74,kingdom,0.99,0.44,0.0,0.0,0.0,0.45,0.2,True
SemiBin_15,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,561,194,63,kingdom,1.0,0.35,0.0,0.06,0.13,0.39,0.14,True
SemiBin_152,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,695,326,99,class,0.9,0.42,0.1,0.41,1.57,0.41,0.18,True
SemiBin_157,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,368,63,34,kingdom,1.0,0.17,0.0,0.3,0.73,0.36,0.06,True
SemiBin_159,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1119,417,86,kingdom,1.0,0.37,0.0,0.0,0.0,0.42,0.16,True
SemiBin_16,k__Bacteria (UID203),5449,104,58,83,21,0,0,0,0,26.71,0.0,0.0,1472,1420,357,kingdom,1.0,0.96,0.0,0.0,0.0,0.93,0.9,True
SemiBin_160,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,717,229,88,kingdom,0.99,0.32,0.0,0.0,0.0,0.42,0.13,True
SemiBin_163,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,389,108,54,kingdom,1.0,0.28,0.0,0.0,0.0,0.39,0.11,True
SemiBin_164,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,502,192,48,kingdom,1.0,0.38,0.0,0.03,0.05,0.44,0.17,True
SemiBin_165,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1114,385,95,kingdom,1.0,0.35,0.0,0.05,0.12,0.42,0.15,True
