,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,o__Clostridiales (UID1212),172,263,149,119,144,0,0,0,0,48.25,0.0,0.0,1268,1184,288,family,0.89,0.83,0.19,0.31,0.99,0.66,0.55,True
SemiBin_1,p__Actinobacteria (UID2112),31,211,124,18,130,63,0,0,0,89.11,35.94,98.41,2742,2632,427,class,0.99,0.95,0.55,0.05,0.1,0.91,0.87,False
SemiBin_10,k__Bacteria (UID2569),434,278,186,33,244,1,0,0,0,86.11,0.27,0.0,3114,3007,475,genus,0.93,0.89,0.48,0.1,0.23,0.94,0.84,False
SemiBin_101,root (UID1),5656,56,24,53,3,0,0,0,0,12.5,0.0,0.0,247,243,76,genus,0.89,0.87,0.18,0.08,0.17,0.81,0.71,True
SemiBin_102,o__Clostridiales (UID1212),172,263,149,5,255,3,0,0,0,97.32,1.68,0.0,2032,1928,33,family,0.95,0.9,0.1,0.17,0.42,0.89,0.8,True
SemiBin_103,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,279,264,37,phylum,0.98,0.93,0.8,0.1,0.21,0.87,0.81,False
SemiBin_105,k__Bacteria (UID203),5449,104,58,97,7,0,0,0,0,5.8,0.0,0.0,380,200,60,phylum,0.94,0.49,0.69,0.51,1.84,0.58,0.28,False
SemiBin_108,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,308,298,67,phylum,0.99,0.96,1.0,0.02,0.04,0.8,0.77,False
SemiBin_109,f__Lachnospiraceae (UID1286),57,420,207,9,404,7,0,0,0,97.04,2.48,0.0,3022,2951,84,family,0.93,0.91,0.32,0.02,0.05,0.95,0.87,True
SemiBin_11,k__Bacteria (UID203),5449,104,58,98,5,1,0,0,0,10.34,1.72,100.0,1080,1042,243,kingdom,1.0,0.96,0.0,0.0,0.0,0.88,0.85,True
SemiBin_110,k__Bacteria (UID203),5449,103,58,102,1,0,0,0,0,1.72,0.0,0.0,580,516,127,order,0.85,0.76,0.97,0.33,0.87,0.75,0.57,False
SemiBin_111,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,429,407,39,class,0.97,0.92,1.0,0.2,0.48,0.91,0.84,False
SemiBin_113,k__Bacteria (UID203),5449,104,58,95,9,0,0,0,0,7.01,0.0,0.0,242,238,74,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.95,True
SemiBin_114,o__Clostridiales (UID1212),172,261,147,15,224,20,2,0,0,93.2,11.9,3.85,2739,2630,63,class,0.98,0.94,0.48,0.05,0.1,0.85,0.8,False
SemiBin_115,k__Bacteria (UID203),5449,102,56,46,52,4,0,0,0,80.31,5.36,75.0,2136,2081,149,family,0.97,0.94,0.3,0.03,0.06,0.95,0.9,True
SemiBin_116,k__Bacteria (UID2565),2921,152,93,3,148,1,0,0,0,97.85,0.1,0.0,1903,1793,49,kingdom,1.0,0.94,0.0,0.0,0.0,0.94,0.88,True
SemiBin_123,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,261,225,55,phylum,0.96,0.83,0.86,0.03,0.07,0.66,0.55,False
SemiBin_129,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,451,415,79,phylum,0.98,0.9,0.97,0.08,0.17,0.79,0.71,False
SemiBin_13,o__Clostridiales (UID1226),155,278,158,11,264,3,0,0,0,93.88,1.9,33.33,2541,2459,240,genus,0.91,0.88,0.41,0.02,0.05,0.97,0.85,True
SemiBin_132,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,303,292,42,genus,0.74,0.71,0.46,0.82,10.12,0.94,0.67,False
SemiBin_134,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,246,233,42,phylum,0.98,0.93,1.0,0.43,0.96,0.86,0.8,False
SemiBin_138,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,311,297,42,phylum,0.99,0.95,1.0,0.04,0.08,0.85,0.81,False
SemiBin_139,o__Bacteroidales (UID2716),92,487,270,3,483,1,0,0,0,99.25,0.09,0.0,2489,2360,39,genus,0.96,0.91,0.31,0.04,0.08,0.96,0.87,True
SemiBin_14,o__Clostridiales (UID1212),172,263,149,20,240,3,0,0,0,90.6,0.9,0.0,2200,2090,230,genus,0.94,0.89,0.32,0.02,0.05,0.97,0.86,True
SemiBin_149,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,276,259,58,phylum,0.99,0.93,0.96,0.11,0.25,0.86,0.8,False
SemiBin_15,k__Bacteria (UID203),5449,104,58,74,30,0,0,0,0,37.85,0.0,0.0,1749,1683,380,family,0.91,0.88,0.45,0.07,0.14,0.83,0.73,True
SemiBin_159,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,219,94,25,phylum,0.98,0.42,0.67,0.38,1.15,0.54,0.23,False
SemiBin_16,f__Lachnospiraceae (UID1286),57,420,207,198,216,6,0,0,0,57.61,1.79,50.0,1594,1536,318,class,0.99,0.95,0.45,0.15,0.34,0.93,0.89,True
SemiBin_169,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,244,232,48,phylum,0.99,0.94,0.95,0.24,0.59,0.88,0.82,False
SemiBin_17,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,487,407,116,order,0.82,0.69,0.5,0.25,0.68,0.54,0.37,False
SemiBin_170,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,303,254,61,genus,0.61,0.51,0.63,0.39,1.56,0.72,0.37,False
SemiBin_172,k__Bacteria (UID203),5449,104,58,102,2,0,0,0,0,1.72,0.0,0.0,230,198,45,phylum,0.98,0.85,1.0,0.37,0.87,0.83,0.71,False
SemiBin_18,k__Bacteria (UID203),5449,104,58,82,22,0,0,0,0,16.43,0.0,0.0,522,499,138,genus,0.7,0.67,0.2,0.33,1.05,0.71,0.47,True
SemiBin_180,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,508,492,36,order,0.98,0.95,1.0,0.39,0.91,0.93,0.88,False
SemiBin_184,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,350,270,45,order,0.87,0.67,0.89,0.57,1.68,0.73,0.49,False
SemiBin_186,k__Bacteria (UID203),5449,104,58,103,1,0,0,0,0,1.72,0.0,0.0,257,250,32,class,0.96,0.93,1.0,0.51,1.4,0.92,0.86,False
SemiBin_20,o__Clostridiales (UID1212),172,263,149,90,172,1,0,0,0,64.29,0.02,100.0,1770,1745,347,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.95,True
SemiBin_207,o__Clostridiales (UID1212),172,263,149,14,247,2,0,0,0,92.62,1.01,0.0,1834,1727,41,class,0.93,0.88,0.03,0.46,0.99,0.64,0.56,True
SemiBin_21,o__Clostridiales (UID1212),172,261,147,38,204,19,0,0,0,93.8,10.03,78.95,2142,2055,121,family,0.95,0.91,0.22,0.05,0.1,0.85,0.77,True
SemiBin_211,k__Bacteria (UID203),5449,102,56,96,6,0,0,0,0,2.6,0.0,0.0,285,261,44,phylum,0.99,0.91,0.92,0.19,0.44,0.82,0.74,False
SemiBin_22,f__Enterobacteriaceae (UID5203),42,1396,314,990,406,0,0,0,0,26.3,0.0,0.0,1249,1245,317,kingdom,1.0,1.0,0.0,0.0,0.0,1.0,0.99,True
SemiBin_23,o__Clostridiales (UID1212),172,263,149,65,195,3,0,0,0,71.45,2.01,66.67,1573,1474,343,genus,0.71,0.67,0.57,0.11,0.24,0.77,0.52,False
SemiBin_242,k__Bacteria (UID203),5449,104,58,100,4,0,0,0,0,6.9,0.0,0.0,367,338,2,kingdom,1.0,0.92,0.0,0.0,0.0,0.72,0.66,True
SemiBin_25,f__Lachnospiraceae (UID1256),33,333,171,25,302,6,0,0,0,93.25,1.85,33.33,2248,2192,264,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.94,True
SemiBin_26,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,611,586,99,genus,0.78,0.75,0.62,0.84,9.83,0.89,0.67,False
SemiBin_27,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,369,343,67,class,0.95,0.88,0.68,0.47,0.99,0.87,0.77,False
SemiBin_28,o__Bacteroidales (UID2654),163,485,265,10,452,23,0,0,0,98.49,3.77,34.78,3935,3801,108,family,0.96,0.92,0.35,0.02,0.05,0.97,0.9,True
SemiBin_29,o__Clostridiales (UID1212),172,263,149,4,257,2,0,0,0,97.82,1.34,0.0,2100,2027,215,family,0.97,0.94,0.46,0.03,0.07,0.96,0.9,False
SemiBin_3,k__Bacteria (UID203),5449,104,58,71,33,0,0,0,0,40.6,0.0,0.0,3818,3726,901,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
SemiBin_30,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,385,366,79,class,0.94,0.9,0.87,0.16,0.36,0.78,0.7,False
SemiBin_32,g__Bacteroides (UID2691),33,839,309,121,677,39,2,0,0,90.1,5.88,80.0,4874,4675,468,kingdom,1.0,0.96,0.0,0.0,0.0,0.94,0.9,True
SemiBin_33,o__Bacteroidales (UID2657),160,492,269,39,449,4,0,0,0,96.75,0.65,75.0,3705,3580,194,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.94,True
SemiBin_34,o__Clostridiales (UID1212),172,263,149,140,122,1,0,0,0,50.31,0.67,0.0,1467,1332,322,order,0.88,0.8,0.4,0.08,0.18,0.61,0.49,True
SemiBin_35,o__Clostridiales (UID1212),172,263,149,128,135,0,0,0,0,45.37,0.0,0.0,941,913,185,family,0.97,0.94,0.15,0.07,0.14,0.97,0.91,True
SemiBin_36,f__Lachnospiraceae (UID1286),57,420,207,140,278,2,0,0,0,61.82,0.97,0.0,2184,2069,377,class,0.98,0.93,0.46,0.25,0.61,0.85,0.79,False
SemiBin_37,o__Clostridiales (UID1212),172,261,147,63,197,1,0,0,0,79.77,0.68,100.0,1806,1736,208,family,0.94,0.9,0.25,0.03,0.05,0.84,0.76,True
SemiBin_38,o__Bacteroidales (UID2657),160,492,269,37,433,21,1,0,0,91.91,1.97,62.5,3943,3609,199,kingdom,1.0,0.92,0.0,0.0,0.0,0.93,0.85,True
SemiBin_39,o__Clostridiales (UID1212),172,261,147,20,240,1,0,0,0,89.55,0.68,0.0,2117,2017,214,family,0.93,0.89,0.22,0.11,0.26,0.74,0.66,True
SemiBin_4,k__Bacteria (UID203),5449,104,58,70,34,0,0,0,0,51.21,0.0,0.0,2276,2245,411,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.96,True
SemiBin_40,o__Clostridiales (UID1212),172,263,149,175,88,0,0,0,0,35.15,0.0,0.0,1510,1437,342,family,0.94,0.9,0.55,0.26,0.7,0.87,0.78,False
SemiBin_41,k__Bacteria (UID203),5449,104,58,97,7,0,0,0,0,8.62,0.0,0.0,317,293,81,order,0.94,0.87,1.0,0.03,0.05,0.93,0.81,False
SemiBin_42,o__Clostridiales (UID1212),172,261,147,67,185,9,0,0,0,83.65,3.17,88.89,1826,1804,199,kingdom,1.0,0.99,0.0,0.0,0.0,0.95,0.94,True
SemiBin_43,o__Clostridiales (UID1212),172,263,149,24,237,2,0,0,0,93.12,0.56,100.0,2152,2131,212,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
SemiBin_44,o__Clostridiales (UID1212),172,263,149,175,87,1,0,0,0,33.97,0.13,0.0,1068,1052,275,family,0.97,0.95,0.43,0.06,0.14,0.96,0.91,True
SemiBin_46,f__Bifidobacteriaceae (UID1458),77,464,220,29,419,15,1,0,0,91.89,4.24,77.78,1826,1752,196,kingdom,1.0,0.96,0.0,0.0,0.0,0.93,0.9,True
SemiBin_47,root (UID1),5656,56,24,54,2,0,0,0,0,8.33,0.0,0.0,512,477,123,family,0.87,0.81,0.15,0.56,2.31,0.7,0.57,True
SemiBin_48,k__Bacteria (UID203),5449,98,58,91,7,0,0,0,0,1.1,0.0,0.0,342,318,83,family,0.93,0.86,0.7,0.22,0.57,0.93,0.81,False
SemiBin_5,o__Clostridiales (UID1212),172,263,149,74,184,5,0,0,0,74.66,1.9,0.0,1935,1765,277,genus,0.68,0.62,0.12,0.84,9.93,0.61,0.38,True
SemiBin_50,o__Clostridiales (UID1212),172,263,149,163,100,0,0,0,0,26.59,0.0,0.0,511,496,136,class,0.97,0.94,1.0,0.05,0.1,0.93,0.88,False
