,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,768,686,184,genus,0.45,0.4,0.69,0.57,1.79,0.66,0.27,False
SemiBin_1,k__Archaea (UID2),207,149,107,133,16,0,0,0,0,5.46,0.0,0.0,483,185,80,kingdom,1.0,0.38,0.0,0.11,0.24,0.4,0.15,True
SemiBin_10,k__Bacteria (UID2495),2993,139,83,108,31,0,0,0,0,20.55,0.0,0.0,535,504,102,phylum,0.93,0.88,0.94,0.04,0.08,0.53,0.47,False
SemiBin_100,f__Rhodobacteraceae (UID3340),84,568,330,109,450,9,0,0,0,79.49,1.22,77.78,2574,2423,479,genus,0.69,0.65,0.38,0.35,0.97,0.73,0.48,True
SemiBin_102,k__Bacteria (UID2495),2993,147,91,49,74,22,2,0,0,69.52,15.98,50.0,1009,971,159,phylum,0.94,0.9,0.95,0.11,0.25,0.9,0.81,False
SemiBin_104,c__Gammaproteobacteria (UID4443),356,451,270,337,108,6,0,0,0,24.89,1.49,83.33,614,593,119,order,0.97,0.94,0.4,0.35,0.83,0.76,0.72,True
SemiBin_105,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,281,261,54,family,0.63,0.58,0.56,0.05,0.1,0.6,0.35,False
SemiBin_106,c__Gammaproteobacteria (UID4443),356,451,270,34,411,6,0,0,0,89.29,1.85,50.0,2118,2039,186,class,0.97,0.93,0.45,0.03,0.07,0.66,0.62,False
SemiBin_107,c__Gammaproteobacteria (UID4443),356,451,270,187,253,11,0,0,0,56.39,1.66,45.45,1347,1263,193,class,0.92,0.86,0.12,0.14,0.33,0.55,0.47,True
SemiBin_109,k__Bacteria (UID203),5449,104,58,86,13,5,0,0,0,12.07,6.9,0.0,410,357,74,order,0.74,0.64,0.7,0.05,0.1,0.7,0.45,False
SemiBin_110,p__Proteobacteria (UID3887),1487,259,162,200,59,0,0,0,0,18.21,0.0,0.0,405,366,100,class,0.95,0.86,0.13,0.19,0.48,0.54,0.46,True
SemiBin_111,k__Bacteria (UID2569),434,277,185,20,251,6,0,0,0,91.26,1.96,83.33,2121,1966,270,family,0.84,0.78,0.12,0.36,1.22,0.57,0.45,True
SemiBin_112,k__Bacteria (UID3187),2258,190,119,77,100,13,0,0,0,56.57,2.35,100.0,2742,2316,542,family,0.52,0.44,0.55,0.23,0.64,0.58,0.25,False
SemiBin_113,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1125,466,158,kingdom,1.0,0.41,0.3,0.03,0.06,0.41,0.17,True
