,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,o__Clostridiales (UID1212),172,263,149,209,47,7,0,0,0,14.18,0.15,0.0,492,434,110,genus,0.65,0.57,0.27,0.71,5.28,0.65,0.37,True
SemiBin_1,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,398,337,32,family,0.91,0.77,0.2,0.15,0.36,0.7,0.54,True
SemiBin_10,k__Bacteria (UID203),5449,104,58,102,2,0,0,0,0,1.72,0.0,0.0,2043,1427,295,order,0.86,0.6,0.42,0.26,0.69,0.57,0.35,True
SemiBin_100,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,348,316,52,genus,0.72,0.65,0.38,0.43,1.35,0.72,0.47,True
SemiBin_11,o__Bacteroidales (UID2657),160,492,269,15,471,6,0,0,0,95.6,1.86,0.0,2280,2137,113,family,0.94,0.88,0.23,0.06,0.14,0.77,0.68,True
SemiBin_12,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1404,1218,216,genus,0.7,0.61,0.37,0.34,1.03,0.69,0.42,True
SemiBin_121,p__Firmicutes (UID1022),100,295,158,3,291,1,0,0,0,98.1,0.63,0.0,2044,2014,138,kingdom,1.0,0.99,0.0,0.0,0.0,0.96,0.95,True
SemiBin_123,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,221,204,83,order,0.96,0.88,0.44,0.04,0.07,0.82,0.73,True
SemiBin_125,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,589,454,55,genus,0.8,0.62,0.18,0.13,0.31,0.69,0.43,True
SemiBin_13,o__Bacteroidales (UID2657),160,492,269,7,481,4,0,0,0,97.68,1.3,25.0,2156,1984,91,genus,0.9,0.82,0.13,0.44,1.42,0.68,0.56,True
SemiBin_134,k__Bacteria (UID203),5449,104,58,97,7,0,0,0,0,4.42,0.0,0.0,282,265,84,phylum,0.97,0.91,0.78,0.03,0.06,0.65,0.59,False
SemiBin_136,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,258,216,53,class,0.91,0.76,1.0,0.08,0.16,0.64,0.49,False
SemiBin_14,k__Bacteria (UID203),5449,104,58,81,23,0,0,0,0,24.53,0.0,0.0,609,577,188,genus,0.9,0.86,0.25,0.14,0.31,0.75,0.64,True
SemiBin_149,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,320,100,32,kingdom,1.0,0.31,0.0,0.04,0.08,0.39,0.12,True
SemiBin_15,o__Bacteroidales (UID2657),160,491,268,98,389,4,0,0,0,86.42,1.03,75.0,2105,2000,180,family,0.95,0.9,0.39,0.04,0.09,0.79,0.71,True
SemiBin_16,k__Bacteria (UID203),5449,103,57,66,36,1,0,0,0,50.11,1.75,100.0,1868,1809,281,genus,0.84,0.82,0.26,0.2,0.55,0.76,0.62,True
SemiBin_17,k__Bacteria (UID2372),131,177,106,142,35,0,0,0,0,13.24,0.0,0.0,318,307,90,family,0.9,0.87,0.57,0.06,0.13,0.87,0.76,False
SemiBin_18,p__Actinobacteria (UID2112),31,211,124,19,190,2,0,0,0,89.24,1.08,0.0,1392,1360,183,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
SemiBin_19,k__Bacteria (UID2372),131,177,106,28,147,2,0,0,0,81.29,1.42,50.0,1854,1732,271,genus,0.81,0.76,0.38,0.09,0.2,0.8,0.61,True
SemiBin_2,p__Proteobacteria (UID3887),1487,256,161,5,239,12,0,0,0,96.89,4.97,25.0,1594,1479,105,phylum,0.99,0.91,0.28,0.03,0.07,0.69,0.63,True
SemiBin_20,o__Clostridiales (UID1120),304,250,143,25,213,12,0,0,0,88.69,5.07,91.67,1823,1797,295,family,0.97,0.95,0.38,0.02,0.04,0.96,0.91,True
