,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,k__Bacteria (UID203),5449,104,58,70,24,10,0,0,0,40.36,4.7,0.0,875,827,194,phylum,0.96,0.91,0.96,0.31,0.75,0.68,0.61,False
SemiBin_1,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,1110,407,201,kingdom,0.98,0.36,0.0,0.0,0.0,0.41,0.15,True
SemiBin_10,k__Bacteria (UID2565),2921,142,87,25,113,4,0,0,0,79.51,2.98,75.0,2109,1833,459,phylum,0.89,0.78,0.2,0.17,0.44,0.53,0.42,True
SemiBin_100,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,454,371,117,kingdom,1.0,0.82,0.0,0.14,0.32,0.52,0.43,True
SemiBin_101,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,252,232,85,kingdom,1.0,0.92,0.06,0.09,0.19,0.58,0.54,True
SemiBin_102,k__Bacteria (UID203),5449,104,58,71,30,3,0,0,0,41.54,2.07,66.67,1202,1107,186,phylum,0.88,0.81,0.18,0.17,0.41,0.61,0.49,True
SemiBin_103,k__Bacteria (UID1452),924,151,101,57,90,4,0,0,0,57.16,3.08,50.0,1072,952,200,phylum,0.77,0.68,0.06,0.71,3.56,0.46,0.31,True
SemiBin_104,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,260,230,64,phylum,0.9,0.8,0.78,0.07,0.15,0.55,0.44,False
SemiBin_105,root (UID1),5656,56,24,54,2,0,0,0,0,8.33,0.0,0.0,626,580,134,phylum,0.94,0.87,0.23,0.02,0.05,0.54,0.47,True
SemiBin_108,k__Bacteria (UID2982),88,230,148,130,100,0,0,0,0,39.49,0.0,0.0,1089,954,284,genus,0.53,0.46,0.44,0.23,0.61,0.62,0.28,True
