,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0,k__Bacteria (UID203),5449,103,57, 78,23, 2,0, 0, 0, 36.84,3.51, 0.00,1030,988,231,genus,0.86,0.82,0.23,0.59,2.6,0.74,0.61,True
bin.1,k__Bacteria (UID203),5449,104,58, 58,24, 22, 0, 0, 0, 67.24, 33.62,90.91,2707,2642,500,family,0.96,0.94,0.36,0.03,0.05,0.92,0.87,True
bin.10, k__Bacteria (UID203),5449,103,57, 70,32, 1,0, 0, 0, 38.28,1.75,100.00,1481,1415,226,family,0.92,0.88,0.56,0.06,0.13,0.82,0.72,False
bin.100, o__Clostridiales (UID1212), 172, 261, 147,161,98, 2,0, 0, 0, 27.55,1.36, 0.00,963,875,54,class,0.95,0.86,0.29,0.04,0.09,0.72,0.62,True
bin.102,p__Actinobacteria (UID2112),31, 211, 124, 50, 161, 0,0, 0, 0, 76.69,0.00, 0.00,1370,1280,241,phylum,0.99,0.93,0.27,0.07,0.14,0.67,0.62,True
bin.103, k__Bacteria (UID2372),131, 177, 106, 7,165, 5,0, 0, 0, 94.34,2.29, 0.00,1589,1531,62,kingdom,1.0,0.96,0.0,0.0,0.0,0.98,0.94,True
bin.107,k__Bacteria (UID203),5449,104,58, 97,7,0,0, 0, 0,3.37,0.00, 0.00,393,315,55,genus,0.63,0.51,0.78,0.1,0.22,0.69,0.35,False
bin.108, o__Clostridiales (UID1226), 155, 278, 158, 24, 254, 0,0, 0, 0, 93.04,0.00, 0.00,2246,2173,103,kingdom,1.0,0.97,0.0,0.0,0.0,0.95,0.92,True
bin.11,o__Clostridiales (UID1226), 155, 278, 158, 35, 218, 25, 0, 0, 0, 91.99, 10.44,56.00,2752,2671,314,class,0.98,0.96,0.18,0.02,0.04,0.75,0.71,True
bin.111, o__Bacteroidales (UID2657), 160, 492, 269, 32, 351,109, 0, 0, 0, 91.99, 25.84,35.78,2359,2139,107,family,0.94,0.85,0.26,0.12,0.29,0.7,0.6,True
bin.113,k__Bacteria (UID203),5449,104,58, 93,11, 0,0, 0, 0, 18.97,0.00, 0.00,730,686,164,family,0.94,0.88,0.92,0.03,0.06,0.83,0.73,False
bin.117,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,343,114,13,kingdom,1.0,0.33,0.0,0.04,0.07,0.38,0.13,True
bin.118,f__Lachnospiraceae (UID1255), 90, 354, 174, 15, 338, 1,0, 0, 0, 97.80,0.19, 0.00,2286,2177,101,class,0.97,0.93,0.03,0.08,0.17,0.68,0.63,True
bin.12,o__Bacteroidales (UID2617), 213, 406, 265, 30, 374, 2,0, 0, 0, 91.38,0.50,50.00,1826,1694,157,genus,0.87,0.81,0.15,0.28,0.81,0.65,0.53,True
bin.121, o__Clostridiales (UID1212), 172, 261, 147,103, 158, 0,0, 0, 0, 69.11,0.00, 0.00,2353,2116,84,genus,0.65,0.58,0.17,0.51,2.67,0.67,0.39,True
bin.123,k__Bacteria (UID203),5449,104,58, 51,50, 3,0, 0, 0, 75.17,5.17,33.33,2428,2284,131,genus,0.92,0.87,0.15,0.03,0.06,0.77,0.67,True
bin.125,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,488,323,40,phylum,0.94,0.62,0.52,0.07,0.15,0.67,0.42,False
bin.134,k__Bacteria (UID203),5449,102,56,101,1,0,0, 0, 0,0.89,0.00, 0.00,287,258,24,phylum,0.95,0.85,0.87,0.1,0.21,0.72,0.62,False
bin.137,o__Selenomonadales (UID1024), 64, 334, 167, 8,322, 4,0, 0, 0, 97.46,1.80,25.00,1731,1638,75,order,0.94,0.89,0.13,0.09,0.2,0.74,0.66,True
bin.14,o__Clostridiales (UID1226), 155, 274, 157, 36, 226, 12, 0, 0, 0, 92.55,6.10,91.67,2309,2284,215,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
bin.144, o__Clostridiales (UID1212), 172, 263, 149,228,35, 0,0, 0, 0,2.01,0.00, 0.00,459,408,68,genus,0.58,0.51,0.62,0.69,4.55,0.8,0.41,False
bin.15,k__Bacteria (UID2329),174, 149,89, 4,141, 4,0, 0, 0, 96.63,3.48,50.00,1608,1557,211,phylum,0.99,0.96,0.26,0.04,0.09,0.78,0.74,True
bin.153,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,389,287,51,class,0.94,0.69,0.81,0.09,0.19,0.64,0.44,False
bin.16,o__Bacteroidales (UID2657), 160, 492, 269, 16, 467, 9,0, 0, 0, 95.82,1.96, 0.00,2124,1951,62,genus,0.9,0.82,0.11,0.45,1.38,0.69,0.56,True
