,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_1,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,833,319,130,kingdom,1.0,0.38,0.0,0.03,0.05,0.4,0.15,True
SemiBin_10,c__Gammaproteobacteria (UID4443),356,451,270,144,304,3,0,0,0,65.69,1.11,0.0,1987,1815,324,phylum,0.94,0.86,0.18,0.06,0.13,0.54,0.46,True
SemiBin_100,k__Bacteria (UID203),5449,104,58,76,26,2,0,0,0,29.15,1.88,50.0,940,861,183,phylum,0.95,0.87,0.7,0.06,0.12,0.58,0.51,False
SemiBin_101,c__Gammaproteobacteria (UID4267),119,544,284,120,410,13,1,0,0,74.82,2.64,43.75,1300,1184,76,phylum,0.9,0.82,0.25,0.05,0.11,0.51,0.42,True
SemiBin_102,p__Euryarchaeota (UID3),148,188,125,51,135,2,0,0,0,65.6,1.6,50.0,1407,1254,282,kingdom,1.0,0.89,0.29,0.05,0.11,0.63,0.56,True
SemiBin_103,p__Euryarchaeota (UID3),148,188,125,23,165,0,0,0,0,83.33,0.0,0.0,1629,1506,145,kingdom,1.0,0.92,0.32,0.05,0.11,0.62,0.58,True
SemiBin_104,k__Bacteria (UID3187),2258,182,112,3,178,1,0,0,0,97.32,0.89,0.0,2989,2406,197,phylum,0.92,0.74,0.1,0.06,0.14,0.5,0.37,True
SemiBin_105,k__Archaea (UID2),207,149,107,134,8,5,2,0,0,5.09,0.65,0.0,574,143,69,kingdom,1.0,0.25,0.0,0.15,0.35,0.38,0.1,True
SemiBin_106,p__Euryarchaeota (UID3),148,188,125,41,132,15,0,0,0,73.07,4.77,73.33,1435,1354,224,kingdom,1.0,0.94,0.47,0.04,0.07,0.88,0.83,False
SemiBin_107,k__Bacteria (UID1453),901,171,117,121,49,1,0,0,0,30.61,0.85,0.0,707,624,134,phylum,0.82,0.72,0.13,0.53,2.31,0.46,0.33,True
SemiBin_108,k__Bacteria (UID1452),924,151,101,29,122,0,0,0,0,84.19,0.0,0.0,1296,1200,176,kingdom,1.0,0.93,0.15,0.03,0.07,0.46,0.43,True
SemiBin_109,p__Proteobacteria (UID3880),1495,261,164,179,82,0,0,0,0,32.45,0.0,0.0,579,576,128,genus,0.94,0.93,0.74,0.03,0.05,0.97,0.91,False
SemiBin_11,c__Gammaproteobacteria (UID4443),356,451,270,42,394,15,0,0,0,86.76,2.31,80.0,2687,2503,348,phylum,0.92,0.86,0.37,0.04,0.09,0.58,0.5,True
SemiBin_110,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,451,394,83,phylum,0.82,0.72,0.19,0.72,4.36,0.48,0.35,True
SemiBin_111,k__Bacteria (UID203),5449,104,58,95,9,0,0,0,0,11.21,0.0,0.0,811,767,203,family,0.74,0.7,0.23,0.49,2.11,0.6,0.42,True
SemiBin_112,c__Gammaproteobacteria (UID4201),1164,275,174,90,184,1,0,0,0,62.8,0.29,0.0,1019,926,111,class,0.88,0.8,0.1,0.08,0.19,0.52,0.42,True
SemiBin_115,o__Rhodospirillales (UID3754),63,336,201,11,322,2,1,0,0,96.06,1.74,20.0,3239,2997,208,order,0.82,0.76,0.12,0.48,1.89,0.58,0.44,True
SemiBin_116,o__Cytophagales (UID2936),47,454,336,184,264,6,0,0,0,56.12,1.44,0.0,1259,1183,213,phylum,0.93,0.87,0.15,0.03,0.07,0.55,0.48,True
SemiBin_118,k__Bacteria (UID2566),525,208,136,36,147,22,3,0,0,79.67,8.78,32.26,1401,1302,174,phylum,0.97,0.9,0.49,0.04,0.08,0.58,0.52,False
SemiBin_119,k__Bacteria (UID1453),901,171,117,63,101,7,0,0,0,51.28,2.39,71.43,902,795,122,order,0.5,0.44,0.27,0.52,2.59,0.52,0.23,True
