,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_0,o__Clostridiales (UID1226),155,274,157,80,186,8,0,0,0,80.53,2.2,62.5,2151,2095,312,genus,0.83,0.8,0.35,0.19,0.51,0.77,0.62,True
SemiBin_1,k__Bacteria (UID203),5449,104,58,82,22,0,0,0,0,33.1,0.0,0.0,693,666,151,kingdom,1.0,0.96,0.0,0.0,0.0,0.77,0.74,True
SemiBin_10,k__Bacteria (UID203),5449,104,58,80,24,0,0,0,0,39.66,0.0,0.0,1289,1260,314,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.94,True
SemiBin_101,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,296,261,33,phylum,0.99,0.88,0.5,0.03,0.06,0.67,0.59,False
SemiBin_103,o__Bacteroidales (UID2657),160,492,269,6,485,1,0,0,0,97.77,0.12,0.0,2071,1847,115,family,0.94,0.84,0.25,0.14,0.33,0.7,0.59,True
SemiBin_104,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,255,222,49,genus,0.85,0.74,0.48,0.5,2.38,0.81,0.6,False
SemiBin_105,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,271,217,36,phylum,0.97,0.77,0.58,0.09,0.2,0.63,0.49,False
SemiBin_108,o__Bacteroidales (UID2657),160,492,269,18,449,25,0,0,0,96.27,5.85,24.0,2285,2179,101,family,0.96,0.91,0.27,0.09,0.19,0.77,0.71,True
SemiBin_112,p__Proteobacteria (UID3887),1487,256,161,7,245,4,0,0,0,96.27,1.86,0.0,1574,1436,95,phylum,0.98,0.9,0.25,0.03,0.06,0.69,0.62,True
SemiBin_114,k__Bacteria (UID203),5449,104,58,91,13,0,0,0,0,20.69,0.0,0.0,645,629,155,genus,0.91,0.89,0.59,0.05,0.12,0.9,0.8,False
SemiBin_115,o__Clostridiales (UID1226),155,278,158,214,64,0,0,0,0,17.66,0.0,0.0,339,321,96,genus,0.79,0.74,0.16,0.75,5.34,0.66,0.49,True
