,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, c__Gammaproteobacteria (UID4201),1164,275, 174, 98, 100, 59, 14, 3, 1, 65.90, 42.48, 3.88,1771,1649,268,class,0.88,0.82,0.15,0.17,0.41,0.53,0.43,True
bin.1,k__Bacteria (UID2495),2993,147,91, 34, 108, 5,0,0, 0, 78.10,2.50,60.00,1441,1366,150,phylum,0.9,0.85,0.32,0.15,0.35,0.62,0.53,True
bin.10,k__Bacteria (UID203),5449,104,58, 71,33, 0,0,0, 0, 47.41,0.00, 0.00,949,936,185,kingdom,1.0,0.99,0.0,0.0,0.0,0.94,0.93,True
bin.100, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,1278,538,197,kingdom,0.98,0.41,0.0,0.0,0.0,0.39,0.16,True
bin.101, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,373,164,66,kingdom,1.0,0.44,0.11,0.03,0.06,0.4,0.18,True
bin.105,k__Archaea (UID2),207, 149, 107,117,30, 2,0,0, 0, 25.70,1.87, 0.00,836,765,205,kingdom,1.0,0.92,0.07,0.04,0.08,0.59,0.54,True
bin.109, p__Euryarchaeota (UID3), 148, 188, 125, 59, 128, 1,0,0, 0, 63.56,0.80, 0.00,1402,1174,289,phylum,0.92,0.77,0.18,0.04,0.08,0.55,0.42,True
bin.11,k__Bacteria (UID203),5449,103,57,102,1,0,0,0, 0,1.75,0.00, 0.00,1760,809,253,kingdom,1.0,0.46,0.1,0.02,0.05,0.42,0.19,True
bin.111,k__Bacteria (UID1453),901, 171, 117, 82,64, 24, 1,0, 0, 43.74, 14.96,29.63,861,765,112,kingdom,1.0,0.89,0.06,0.02,0.05,0.47,0.42,True
bin.112, k__Bacteria (UID203),5449,104,58, 98,6,0,0,0, 0,9.48,0.00, 0.00,332,302,75,phylum,0.93,0.85,0.77,0.22,0.55,0.52,0.44,False
bin.12,c__Gammaproteobacteria (UID4443),356, 451, 270,190, 244, 17, 0,0, 0, 58.82,3.02, 5.88,2076,1912,320,class,0.89,0.82,0.24,0.16,0.39,0.58,0.47,True
bin.120, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,926,351,104,kingdom,1.0,0.38,0.0,0.05,0.1,0.44,0.17,True
bin.124, k__Bacteria (UID203),5449,104,58, 81,14, 9,0,0, 0, 35.34, 13.79,22.22,961,922,202,family,0.8,0.77,0.8,0.18,0.47,0.68,0.52,False
bin.125, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,336,294,100,family,0.6,0.53,0.62,0.2,0.55,0.51,0.27,False
bin.126, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,305,123,7,kingdom,1.0,0.4,0.0,0.04,0.08,0.42,0.17,True
bin.129, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,344,124,33,kingdom,1.0,0.36,0.0,0.08,0.17,0.41,0.15,True
bin.13,p__Euryarchaeota (UID3), 148, 188, 125, 84, 103, 1,0,0, 0, 51.77,0.80, 0.00,1238,1052,289,kingdom,1.0,0.85,0.31,0.12,0.26,0.56,0.47,True
bin.130, c__Gammaproteobacteria (UID4201),1164,275, 174,158, 107, 10, 0,0, 0, 34.69,1.40, 0.00,528,485,55,class,0.87,0.8,0.16,0.09,0.19,0.52,0.42,True
bin.131, c__Gammaproteobacteria (UID4443),356, 451, 270,280, 167, 4,0,0, 0, 32.03,1.12,50.00,733,707,127,family,0.6,0.58,0.07,0.55,3.03,0.57,0.33,True
bin.135, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,377,333,83,order,0.6,0.53,0.39,0.72,5.4,0.59,0.31,True
bin.137, c__Gammaproteobacteria (UID4201),1164,275, 174, 89, 181, 5,0,0, 0, 70.33,2.30,100.00,1534,1479,207,genus,0.6,0.58,0.4,0.13,0.29,0.6,0.35,True
bin.138,f__Rhodobacteraceae (UID3356), 67, 615, 329,375, 215, 22, 3,0, 0, 38.05,4.68,22.58,1157,1071,222,class,0.93,0.86,0.42,0.1,0.23,0.58,0.5,True
bin.142, root (UID1), 5656, 56,24, 55,1,0,0,0, 0,4.17,0.00, 0.00,324,308,92,phylum,0.95,0.9,0.72,0.06,0.13,0.6,0.54,False
bin.147, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,525,197,70,kingdom,1.0,0.38,0.0,0.03,0.06,0.4,0.15,True
bin.15, k__Archaea (UID2),207, 149, 107,105,39, 4,1,0, 0, 35.51,4.67,14.29,1187,1064,305,kingdom,1.0,0.9,0.15,0.06,0.12,0.62,0.55,True
bin.150,k__Bacteria (UID2495),2993,147,91, 10, 128, 9,0,0, 0, 89.01,4.90, 0.00,1551,1486,75,phylum,0.96,0.92,0.71,0.03,0.07,0.55,0.51,False
