,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1, c__Gammaproteobacteria (UID4202), 67, 481, 276,132, 334, 15, 0,0, 0, 76.34,3.89,33.33,2370,2295,414,family,0.8,0.78,0.45,0.04,0.08,0.81,0.63,False
bin.10, k__Bacteria (UID1452),924, 163, 110, 34, 127, 2,0,0, 0, 74.76,1.82,50.00,2183,2098,283,family,0.68,0.66,0.34,0.07,0.15,0.71,0.47,True
bin.100, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,1501,1411,235,order,0.8,0.75,0.32,0.1,0.22,0.78,0.59,True
bin.102,k__Archaea (UID2),207, 145, 103, 26,67, 28, 16, 6, 2, 83.74, 63.63,34.85,4908,4304,879,kingdom,1.0,0.88,0.28,0.06,0.12,0.76,0.67,True
bin.103,k__Bacteria (UID3187),2258,188, 117, 57, 105, 25, 1,0, 0, 78.67, 17.02,42.86,3688,3143,755,phylum,0.83,0.71,0.09,0.58,2.63,0.5,0.36,True
bin.104, k__Bacteria (UID203),5449,104,58, 97,7,0,0,0, 0,9.31,0.00, 0.00,284,257,79,phylum,0.82,0.75,0.24,0.49,1.9,0.52,0.39,True
bin.107, c__Deltaproteobacteria (UID3216), 83, 247, 155, 55, 151, 39, 2,0, 0, 85.58, 21.35,86.67,5487,5174,947,order,0.84,0.8,0.51,0.2,0.47,0.86,0.69,False
bin.108,k__Bacteria (UID3187),2258,187, 116, 97,85, 4,1,0, 0, 55.31,3.56,14.29,2998,2736,497,class,0.85,0.78,0.3,0.14,0.35,0.68,0.53,True
bin.1080,root (UID1), 5656, 56,24, 54,1,0,1,0, 0,8.33,8.33, 0.00,250,229,79,family,0.87,0.8,0.31,0.1,0.24,0.72,0.58,True
bin.109, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,438,382,70,genus,0.47,0.41,0.35,0.32,1.01,0.65,0.27,True
bin.110,k__Bacteria (UID2565),2921,143,88, 97,40, 6,0,0, 0, 33.72,5.11,33.33,2345,1885,679,order,0.63,0.51,0.71,0.04,0.08,0.55,0.28,False
bin.113, k__Bacteria (UID203),5449,104,58, 71,32, 1,0,0, 0, 46.55,1.72,100.00,1900,1771,264,class,0.88,0.82,0.27,0.07,0.15,0.75,0.61,True
bin.117,k__Bacteria (UID1452),924, 151, 101, 86,58, 7,0,0, 0, 49.35,6.44, 0.00,1844,1662,400,class,0.82,0.74,0.45,0.16,0.39,0.64,0.47,True
bin.118, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,455,311,106,class,0.71,0.48,0.54,0.21,0.59,0.65,0.32,False
bin.120, k__Bacteria (UID203),5449,104,58, 79,19, 5,1,0, 0, 33.54, 12.07, 0.00,1661,1460,376,class,0.72,0.63,0.21,0.33,1.11,0.58,0.37,True
bin.123, k__Bacteria (UID203),5449,104,58, 88,13, 3,0,0, 0, 22.41,2.59, 0.00,1987,1698,493,phylum,0.83,0.71,0.26,0.33,1.11,0.55,0.39,True
bin.126, c__Deltaproteobacteria (UID3216), 83, 247, 155, 17, 222, 8,0,0, 0, 90.78,3.89,50.00,4429,3993,569,family,0.72,0.65,0.31,0.08,0.17,0.67,0.44,True
bin.127,k__Bacteria (UID3187),2258,181, 110, 77,78, 26, 0,0, 0, 65.70, 11.38,11.54,2606,2334,559,phylum,0.92,0.82,0.58,0.09,0.21,0.75,0.61,False
bin.128, k__Bacteria (UID203),5449,104,58, 68,28, 8,0,0, 0, 33.09,3.53,75.00,832,775,180,phylum,0.93,0.87,0.33,0.07,0.15,0.68,0.59,True
bin.13,k__Bacteria (UID203),5449,103,57, 99,3,1,0,0, 0,2.26,0.35, 0.00,807,607,186,class,0.68,0.51,0.27,0.48,2.32,0.54,0.27,True
bin.130, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,626,497,134,order,0.58,0.46,0.31,0.63,3.78,0.55,0.25,True
bin.131, k__Bacteria (UID203),5449,103,57, 96,7,0,0,0, 0, 10.53,0.00, 0.00,320,299,72,order,0.81,0.76,1.0,0.02,0.05,0.77,0.58,False
bin.132, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,1140,734,221,phylum,0.9,0.58,0.3,0.7,5.03,0.57,0.33,True
bin.135,k__Bacteria (UID1453),901, 171, 117,120,51, 0,0,0, 0, 30.18,0.00, 0.00,1026,929,250,genus,0.49,0.44,0.51,0.24,0.64,0.61,0.27,False
bin.136, k__Bacteria (UID203),5449,104,58, 69,35, 0,0,0, 0, 47.93,0.00, 0.00,1381,1267,326,genus,0.65,0.6,0.57,0.11,0.26,0.64,0.38,False
bin.139, root (UID1), 5656, 56,24, 54,2,0,0,0, 0,8.33,0.00, 0.00,1176,688,299,kingdom,1.0,0.59,0.34,0.1,0.21,0.57,0.34,True
bin.14,k__Bacteria (UID203),5449,104,58, 75,21, 7,1,0, 0, 38.43, 13.79,40.00,3408,2904,694,class,0.73,0.62,0.14,0.61,3.6,0.53,0.33,True
bin.141,k__Bacteria (UID1452),924, 161, 108, 12, 147, 2,0,0, 0, 90.74,1.03,50.00,2455,2156,253,phylum,0.82,0.72,0.12,0.5,1.92,0.52,0.38,True
bin.144, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,425,360,118,genus,0.56,0.48,0.47,0.3,0.95,0.6,0.29,False
bin.146, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,453,287,93,phylum,0.91,0.58,0.33,0.74,4.79,0.55,0.32,True
bin.148, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,371,316,86,genus,0.53,0.45,0.26,0.12,0.28,0.61,0.27,True
bin.15,c__Alphaproteobacteria (UID3305),564, 349, 230,253,92, 3,1,0, 0, 25.88,1.96,50.00,1379,1231,361,genus,0.49,0.44,0.41,0.3,0.92,0.67,0.29,True
bin.150, k__Bacteria (UID203),5449,104,58, 97,7,0,0,0, 0, 12.07,0.00, 0.00,1440,1338,331,family,0.75,0.7,0.36,0.03,0.06,0.72,0.5,True
bin.153, k__Bacteria (UID203),5449,104,58,104,0,0,0,0, 0,0.00,0.00, 0.00,1309,987,211,order,0.59,0.44,0.42,0.36,1.31,0.66,0.29,True
bin.156,k__Bacteria (UID1453),901, 171, 117,130,41, 0,0,0, 0, 15.40,0.00, 0.00,1020,867,254,family,0.6,0.51,0.34,0.67,4.9,0.57,0.29,True
bin.16, k__Bacteria (UID1453),901, 171, 117,101,67, 3,0,0, 0, 36.99,2.56, 0.00,1702,1510,375,phylum,0.91,0.81,0.17,0.12,0.28,0.57,0.46,True
