,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
SemiBin_1,p__Euryarchaeota (UID3),148,188,125,145,43,0,0,0,0,18.16,0.0,0.0,564,496,125,class,0.79,0.7,0.43,0.03,0.06,0.69,0.48,True
SemiBin_10,k__Bacteria (UID203),5449,104,58,101,3,0,0,0,0,5.17,0.0,0.0,291,269,78,genus,0.64,0.59,0.68,0.08,0.18,0.63,0.37,False
SemiBin_101,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,237,205,57,genus,0.54,0.46,0.56,0.11,0.25,0.59,0.28,False
SemiBin_103,c__Deltaproteobacteria (UID3216),83,247,155,230,17,0,0,0,0,2.72,0.0,0.0,269,239,63,genus,0.54,0.48,0.54,0.79,7.96,0.65,0.31,False
SemiBin_107,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,280,21,16,kingdom,1.0,0.08,0.0,0.05,0.1,0.35,0.03,True
SemiBin_12,k__Bacteria (UID203),5449,104,58,79,25,0,0,0,0,23.12,0.0,0.0,1551,1323,340,class,0.7,0.59,0.19,0.61,3.05,0.54,0.32,True
SemiBin_13,k__Bacteria (UID1452),924,161,108,98,62,1,0,0,0,44.21,0.93,0.0,1884,1773,361,class,0.87,0.81,0.36,0.06,0.13,0.75,0.61,True
SemiBin_14,p__Euryarchaeota (UID3),148,188,125,80,104,3,1,0,0,54.44,2.04,33.33,1765,1541,328,order,0.72,0.63,0.43,0.04,0.09,0.67,0.42,True
SemiBin_147,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,265,210,69,family,0.77,0.61,0.49,0.16,0.37,0.84,0.51,False
SemiBin_15,k__Bacteria (UID1452),924,151,101,71,79,1,0,0,0,53.42,0.5,100.0,2113,1821,396,family,0.49,0.42,0.34,0.04,0.09,0.62,0.26,True
